gene_id,WGCNA_Module
ENSG00000210082,lightsalmon
ENSG00000198886,darksalmon
ENSG00000198938,ivory
ENSG00000228253,lightsalmon
ENSG00000026025,ivory
ENSG00000198763,darksalmon
ENSG00000080824,darksalmon
ENSG00000125148,ivory
ENSG00000198888,darkolivegreen
ENSG00000211459,ivory
ENSG00000075624,ivory
ENSG00000213741,ivory
ENSG00000198727,darksalmon
ENSG00000198712,darkred
ENSG00000108821,beige
ENSG00000198899,darksalmon
ENSG00000198840,bisque
ENSG00000138326,darksalmon
ENSG00000197756,blanchedalmond
ENSG00000106211,lightsalmon
ENSG00000177469,ivory
ENSG00000237973,ivory
ENSG00000182718,bisque
ENSG00000100097,ivory
ENSG00000167658,ivory
ENSG00000071082,bisque
ENSG00000135404,ivory
ENSG00000133112,forestgreen
ENSG00000115461,ivory
ENSG00000105974,ivory
ENSG00000131469,ivory
ENSG00000091986,ivory
ENSG00000205542,ivory
ENSG00000177954,darkred
ENSG00000136026,lightsalmon
ENSG00000145592,bisque
ENSG00000230629,bisque
ENSG00000113140,lightsalmon
ENSG00000143947,darkolivegreen
ENSG00000087086,ivory
ENSG00000167460,ivory
ENSG00000156508,darkred
ENSG00000164692,ivory
ENSG00000115310,ivory
ENSG00000196924,ivory
ENSG00000092841,ivory
ENSG00000067225,ivory
ENSG00000106366,blanchedalmond
ENSG00000122786,lightsalmon
ENSG00000167526,lightsalmon
ENSG00000102265,ivory
ENSG00000142676,darksalmon
ENSG00000143933,blanchedalmond
ENSG00000109475,darksalmon
ENSG00000227615,darksalmon
ENSG00000172757,ivory
ENSG00000125691,bisque
ENSG00000110321,ivory
ENSG00000065978,bisque
ENSG00000142156,ivory
ENSG00000198467,lightsalmon
ENSG00000131747,ivory
ENSG00000245532,ivory
ENSG00000189343,lightsalmon
ENSG00000112306,darksalmon
ENSG00000108298,lightsalmon
ENSG00000113739,ivory
ENSG00000105372,coral
ENSG00000172809,lightsalmon
ENSG00000137154,darksalmon
ENSG00000026508,blanchedalmond
ENSG00000171858,bisque
ENSG00000108518,lemonchiffon
ENSG00000174444,darksalmon
ENSG00000034152,darkolivegreen
ENSG00000204628,lightsalmon
ENSG00000210196,lightsalmon
ENSG00000212907,ivory
ENSG00000077549,linen
ENSG00000164346,lightsalmon
ENSG00000220842,lightsalmon
ENSG00000160789,ivory
ENSG00000122406,bisque
ENSG00000115414,ivory
ENSG00000215030,lightsalmon
ENSG00000070756,ivory
ENSG00000122026,bisque
ENSG00000198695,lightsalmon
ENSG00000164111,red
ENSG00000141905,blanchedalmond
ENSG00000137831,lightsalmon
ENSG00000083845,darkred
ENSG00000141753,ivory
ENSG00000169715,ivory
ENSG00000142937,lightsalmon
ENSG00000138758,ivory
ENSG00000196531,darksalmon
ENSG00000044574,ivory
ENSG00000248527,darksalmon
ENSG00000197958,bisque
ENSG00000197956,ivory
ENSG00000188846,darksalmon
ENSG00000231500,bisque
ENSG00000114391,bisque
ENSG00000087460,lightsalmon
ENSG00000164032,darkolivegreen
ENSG00000229659,darksalmon
ENSG00000096384,lemonchiffon
