Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes,module,n_genes_input
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),4.680132738541775e-09,8.452319725806445e-06,0,0,8.274338352193023,158.7013078762767,RPL3;RPL31;RPL12;RPS3A;RPSA;RPL7;RPS26;RPS25;RPS15A;RPS27;RPS3;RPL35;RPL26;RPS2;RPS23,dimgrey,304
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),2.4369176477803007e-07,0.00022005366359456117,0,0,5.486461251167134,83.54432975636378,RPL3;RPL31;RPL12;RPSA;RPS3A;RRBP1;RPL7;RPS26;RPS25;RPS27;RPS15A;RPS3;RPL35;RPL26;RPS2;RPS23,dimgrey,304
GO_Biological_Process_2023,Translation (GO:0006412),1.833467712735446e-06,0.0010158089591128846,0,0,3.9710884353741496,52.45530426409696,RPL3;RPL31;RPL12;MARS1;MRPL49;RPSA;RPS3A;RRBP1;RPL7;RPS26;MRPL20;RPS25;RPS27;RPS15A;RPS3;RPL35;RPL26;RPS2;RPS23,dimgrey,304
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),2.2498537300396114e-06,0.0010158089591128846,0,0,4.556332556332556,59.253489004213506,RPL3;RPL31;RPL12;RPSA;RPS3A;RRBP1;RPL7;RPS26;RPS25;RPS27;RPS15A;RPS3;RPL35;RPL26;RPS2;RPS23,dimgrey,304
GO_Biological_Process_2023,Gene Expression (GO:0010467),8.22194270334148e-06,0.0029697657044469427,0,0,3.4128521126760565,39.96007531351642,RPL3;RPL31;RPL12;RPSA;RPS3A;RRBP1;RPL7;RPS26;RPS25;DDX19B;MCM3AP;RPS27;RPS15A;RPS3;RPL35;RPL26;RPS2;EXOSC3;ZNG1E;RPS23,dimgrey,304
GO_Biological_Process_2023,Ribosome Biogenesis (GO:0042254),6.850112815893826e-05,0.020618839575840413,0,0,3.9728990940331146,38.094779991118905,NOL8;RPS3A;WDR46;RPL7;RPS25;RPS27;RPS15A;SURF6;RPL26;RBIS;EXOSC3;NOP53;RPS23,dimgrey,304
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.00010097580640234814,0.026051758051805818,0,0,6.263910969793323,57.63192474551622,NDUFB9;ATP5PD;NDUFA6;NDUFB10;NDUFA12;ATP5MGL;ATP5MK;SDHB,dimgrey,304
GO_Biological_Process_2023,L-arginine Transmembrane Transport (GO:1903826),0.00029152618981697525,0.058499588756606366,0,0,39.42857142857143,320.96358232776174,SLC7A6;SLC66A1;SLC38A9,dimgrey,304
GO_Biological_Process_2023,Basic Amino Acid Transmembrane Transport (GO:1990822),0.00029152618981697525,0.058499588756606366,0,0,39.42857142857143,320.96358232776174,SLC7A6;SLC66A1;SLC38A9,dimgrey,304
GO_Biological_Process_2023,Establishment Of Mitotic Spindle Orientation (GO:0000132),0.00033083101466153107,0.05974808124787251,0,0,9.908862876254181,79.40866437169366,UBXN2B;SAPCD2;PLK1;SPDL1;NDC80,dimgrey,304
GO_Biological_Process_2023,Modified Amino Acid Transport (GO:0072337),0.0004183878883392228,0.06744369478330635,0,0,14.375757575757575,111.8304786609831,SLC7A6;SLC66A1;SLC38A9;FOLR3,dimgrey,304
