gene_id,WGCNA_Module
ENSG00000198938,dimgrey
ENSG00000125148,dimgrey
ENSG00000228253,gainsboro
ENSG00000198840,white
ENSG00000210082,gainsboro
ENSG00000198886,dimgrey
ENSG00000100097,dimgrey
ENSG00000198712,dimgrey
ENSG00000211459,white
ENSG00000026025,darkgrey
ENSG00000198899,dimgrey
ENSG00000108821,snow
ENSG00000156508,darkgrey
ENSG00000198727,darkgrey
ENSG00000075624,darkgrey
ENSG00000087086,darkgrey
ENSG00000133112,dimgrey
ENSG00000034510,darkgrey
ENSG00000205542,darkgrey
ENSG00000135404,dimgrey
ENSG00000177954,darkgrey
ENSG00000198763,darkgrey
ENSG00000115414,darkgrey
ENSG00000198888,darkgrey
ENSG00000197956,lightgrey
ENSG00000197756,darkgrey
ENSG00000182718,dimgrey
ENSG00000137818,darkgrey
ENSG00000245532,darkgrey
ENSG00000136026,lightgrey
ENSG00000138326,lightcoral
ENSG00000196924,white
ENSG00000231500,darkgrey
ENSG00000106211,white
ENSG00000102265,darkgrey
ENSG00000092841,dimgrey
ENSG00000074800,dimgrey
ENSG00000198786,white
ENSG00000115310,darkgrey
ENSG00000213741,dimgrey
ENSG00000147403,dimgrey
ENSG00000177600,darkgrey
ENSG00000108518,dimgrey
ENSG00000008988,dimgrey
ENSG00000227615,lightcoral
ENSG00000167460,dimgrey
ENSG00000149273,white
ENSG00000167658,gainsboro
ENSG00000134363,darkgrey
ENSG00000145592,darkgrey
ENSG00000143933,dimgrey
ENSG00000089157,darkgrey
ENSG00000113140,dimgrey
ENSG00000223551,darkgrey
ENSG00000091986,gainsboro
ENSG00000115461,darkgrey
ENSG00000177469,dimgrey
ENSG00000128595,dimgrey
ENSG00000130508,darkgrey
ENSG00000171858,darkgrey
ENSG00000110321,dimgrey
ENSG00000174748,darkgrey
ENSG00000124942,dimgrey
ENSG00000125534,white
ENSG00000198755,dimgrey
ENSG00000161016,darkgrey
ENSG00000144713,darkgrey
ENSG00000108107,darkgrey
ENSG00000106366,dimgrey
ENSG00000164032,dimgrey
ENSG00000103187,lightgrey
ENSG00000142937,lightgrey
ENSG00000171863,darkgrey
ENSG00000142156,gainsboro
ENSG00000172809,darkgrey
ENSG00000164692,darkgrey
ENSG00000026508,darkgrey
ENSG00000105193,darkgrey
ENSG00000166441,lightcoral
ENSG00000063177,dimgrey
ENSG00000160789,dimgrey
ENSG00000221983,darkgrey
ENSG00000196262,dimgrey
ENSG00000100316,lightgrey
ENSG00000198804,dimgrey
ENSG00000089009,darkgrey
ENSG00000125691,darkgrey
ENSG00000173812,darkgrey
ENSG00000087460,darkgrey
ENSG00000158710,white
ENSG00000137154,dimgrey
ENSG00000293293,white
ENSG00000148303,darkgrey
ENSG00000132341,dimgrey
ENSG00000215030,whitesmoke
ENSG00000110700,darkgrey
ENSG00000167526,darkgrey
ENSG00000198467,darkgrey
ENSG00000115268,dimgrey
ENSG00000112306,gainsboro
ENSG00000067225,dimgrey
ENSG00000249992,dimgrey
ENSG00000174444,darkgrey
ENSG00000137309,dimgrey
ENSG00000141753,gainsboro
ENSG00000204628,whitesmoke
ENSG00000169715,lightgrey
ENSG00000105974,darkgrey
ENSG00000198695,darkgrey
ENSG00000096384,dimgrey
ENSG00000122786,darkgrey
ENSG00000088986,dimgrey
ENSG00000142534,darkgrey
ENSG00000149806,dimgrey
ENSG00000142676,firebrick
ENSG00000163466,darkgrey
ENSG00000119335,dimgrey
ENSG00000088247,lightcoral
ENSG00000100345,darkgrey
ENSG00000075415,darkgrey
ENSG00000083845,darkgrey
ENSG00000109971,darkgrey
ENSG00000233927,darkgrey
ENSG00000088832,dimgrey
ENSG00000229119,dimgrey
ENSG00000108298,darkgrey
ENSG00000163682,darkgrey
ENSG00000080824,darkgrey
ENSG00000142541,darkgrey
ENSG00000168028,darkgrey
ENSG00000050165,darkgrey
ENSG00000105640,darkgrey
ENSG00000105438,white
ENSG00000139644,dimgrey
ENSG00000162576,dimgrey
ENSG00000162734,dimgrey
ENSG00000189343,whitesmoke
ENSG00000229117,dimgrey
ENSG00000163430,darkgrey
ENSG00000182899,darkgrey
ENSG00000167552,gainsboro
ENSG00000197958,darkgrey
ENSG00000132432,dimgrey
ENSG00000090621,darkgrey
ENSG00000068697,white
ENSG00000071082,darkgrey
ENSG00000136942,darkgrey
ENSG00000189403,dimgrey
ENSG00000122406,darkgrey
ENSG00000130255,darkgrey
ENSG00000067560,lightgrey
ENSG00000244398,firebrick
ENSG00000242299,darkgrey
ENSG00000226532,whitesmoke
ENSG00000131236,lightgrey
ENSG00000126247,white
ENSG00000177697,dimgrey
ENSG00000134294,dimgrey
ENSG00000212907,dimgrey
ENSG00000111669,dimgrey
ENSG00000185787,dimgrey
ENSG00000197043,white
ENSG00000137831,darkgrey
ENSG00000117632,dimgrey
ENSG00000115963,darkgrey
ENSG00000143761,dimgrey
ENSG00000077549,dimgrey
ENSG00000149257,darkgrey
ENSG00000169567,dimgrey
ENSG00000168374,dimgrey
ENSG00000140988,darkgrey
ENSG00000136810,darkgrey
ENSG00000084234,white
ENSG00000147065,dimgrey
ENSG00000159674,white
ENSG00000172757,dimgrey
ENSG00000136238,dimgrey
ENSG00000139239,whitesmoke
ENSG00000116260,dimgrey
ENSG00000142173,firebrick
ENSG00000227081,firebrick
ENSG00000150938,darkgrey
ENSG00000136240,darkgrey
ENSG00000185201,white
ENSG00000131711,firebrick
ENSG00000197081,firebrick
ENSG00000248527,darkgrey
ENSG00000167283,dimgrey
ENSG00000035862,dimgrey
ENSG00000143947,gainsboro
ENSG00000114391,darkgrey
ENSG00000220842,whitesmoke
ENSG00000181163,dimgrey
ENSG00000179222,darkgrey
ENSG00000164713,darkgrey
ENSG00000234742,firebrick
ENSG00000134590,dimgrey
ENSG00000147604,darkgrey
ENSG00000113739,gainsboro
ENSG00000210196,darkgrey
ENSG00000187514,gainsboro
ENSG00000057019,brown
ENSG00000101335,gainsboro
ENSG00000115677,darkgrey
ENSG00000102144,darkgrey
ENSG00000134419,dimgrey
ENSG00000131469,darkgrey
ENSG00000165119,dimgrey
ENSG00000164405,darkgrey
ENSG00000008952,whitesmoke
ENSG00000197728,darkgrey
ENSG00000232573,whitesmoke
ENSG00000164111,darkgrey
ENSG00000244245,firebrick
ENSG00000105221,white
ENSG00000112695,dimgrey
ENSG00000130985,white
ENSG00000117519,darkgrey
ENSG00000157613,dimgrey
ENSG00000185088,dimgrey
ENSG00000070087,darkgrey
ENSG00000065978,darkgrey
ENSG00000169504,darkgrey
ENSG00000167601,snow
ENSG00000159140,snow
ENSG00000142089,gainsboro
ENSG00000162244,dimgrey
ENSG00000233762,lightcoral
ENSG00000124172,darkgrey
ENSG00000162614,darkgrey
