node_name,gene_id,gene_symbol,string_gene_label,gene_name,primary_module,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,module_selection_evidence,module_selected,best_module_trait,best_module_trait_corr,best_module_trait_pval,best_module_trait_padj,fraction_deg_priority,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MA1_vs_CTR,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MA1_vs_CTR,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MA1_vs_CTR,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR,n_unique_genes_in_module,n_deg_priority,n_priority_contrasts_present,priority_contrasts_present,fraction_support,trait_support
ZSWIM9,ENSG00000185453,ZSWIM9,ZSWIM9,zinc finger SWIM-type containing 9,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0060075338639219,1.0014188249829192,1.0014188249829192,MA100_vs_CTR,1.0014188249829192,0.0060075338639219,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.0014188249829192,,,,,,0.0060075338639219,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
GPHRA,ENSG00000117262,GPHRA,GPHRA,golgi pH regulator A,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0061394792820724,1.0414896296362426,1.0414896296362426,MA100_vs_CTR,-1.0414896296362426,0.0061394792820724,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0414896296362426,,,,,,0.0061394792820724,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SMPDL3A,ENSG00000172594,SMPDL3A,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0061650753406777,1.2939289106582337,1.2939289106582337,MC100_vs_MC1,1.2939289106582337,0.0061650753406777,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.2939289106582337,,,,,,0.0061650753406777,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
SMDT1,ENSG00000183172,SMDT1,SMDT1,single-pass membrane protein with aspartate rich tail 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0062804624606631,1.3362753655702682,1.3362753655702682,MC100_vs_MC1,1.3362753655702682,0.0062804624606631,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.3362753655702682,,,,,,0.0062804624606631,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
IL17RC,ENSG00000163702,IL17RC,IL17RC,interleukin 17 receptor C,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.006365046203996,1.823961380247388,1.823961380247388,MC100_vs_MC1,-1.823961380247388,0.006365046203996,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.823961380247388,,,,,,0.006365046203996,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
LXN,ENSG00000079257,LXN,LXN,latexin,dimgrey,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.006473962543451,1.620309295704063,1.4036707150377912,MA100_vs_CTR,-1.620309295704063,0.006473962543451,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.620309295704063,,,,,-1.187032134371519,0.006473962543451,,,,,0.0562758847402866,down_in_tested,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
EMC4,ENSG00000128463,EMC4,EMC4,ER membrane protein complex subunit 4,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0065034743073486,2.4755043054650154,2.4755043054650154,MC100_vs_MC1,2.4755043054650154,0.0065034743073486,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.4755043054650154,,,,,,0.0065034743073486,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
BAG6,ENSG00000204463,BAG6,BAG6,BAG cochaperone 6,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0067144529214394,1.0959316278446054,1.0959316278446054,MA100_vs_CTR,-1.0959316278446054,0.0067144529214394,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0959316278446054,,,,,,0.0067144529214394,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
MARS1,ENSG00000166986,MARS1,MARS1,methionyl-tRNA synthetase 1,dimgrey,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0068211836174753,1.1853210538363466,1.1175584508003373,MA100_vs_CTR,-1.1853210538363466,0.0068211836174753,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.1853210538363466,,,,,-1.0497958477643283,0.0068211836174753,,,,,0.0178208341685364,down_in_tested,,,,,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
HIGD2B,ENSG00000175202,HIGD2B,HIGD2B,HIG1 hypoxia inducible domain family member 2B,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0068460041786249,2.367077998461688,2.367077998461688,MC100_vs_MC1,-2.367077998461688,0.0068460041786249,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-2.367077998461688,,,,,,0.0068460041786249,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
CCDC39,ENSG00000284862,CCDC39,CCDC39,coiled-coil domain 39 molecular ruler complex subunit,gainsboro,gainsboro,MC100_vs_MC1,1,1,0.0069438170217921,2.211751514351033,2.211751514351033,MC100_vs_MC1,-2.211751514351033,0.0069438170217921,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,-2.211751514351033,,,,,,0.0069438170217921,,,,,,down_in_tested,,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CHAF1B,ENSG00000159259,CHAF1B,CHAF1B,chromatin assembly factor 1 subunit B,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0071054658994966,1.0097892389171732,1.0097892389171732,MA100_vs_CTR,-1.0097892389171732,0.0071054658994966,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0097892389171732,,,,,,0.0071054658994966,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RBM43,ENSG00000184898,RBM43,RBM43,RNA binding motif protein 43,gainsboro,gainsboro,MD1_vs_CTR,1,1,0.0071380784768566,1.0403256094639313,1.0403256094639313,MD1_vs_CTR,1.0403256094639313,0.0071380784768566,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,,,1.0403256094639313,,,,,,0.0071380784768566,,,,,,up_in_tested,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
DGKI,ENSG00000157680,DGKI,DGKI,diacylglycerol kinase iota,darkgrey,darkgrey,MD1_vs_CTR,1,1,0.0072302816502446,1.234177365760909,1.234177365760909,MD1_vs_CTR,1.234177365760909,0.0072302816502446,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.234177365760909,,,,,,0.0072302816502446,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ZRANB1,ENSG00000019995,ZRANB1,ZRANB1,zinc finger RANBP2-type containing 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0073086701936406,1.5803696461080166,1.5803696461080166,MA100_vs_CTR,1.5803696461080166,0.0073086701936406,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,1.5803696461080166,,,,,,0.0073086701936406,,,,,,up_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NACAD,ENSG00000136274,NACAD,NACAD,NAC alpha domain containing,darkgrey,darkgrey,MD1_vs_CTR,1,1,0.0075021622464327,1.1813258528117838,1.1813258528117838,MD1_vs_CTR,1.1813258528117838,0.0075021622464327,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.1813258528117838,,,,,,0.0075021622464327,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ACAA2,ENSG00000167315,ACAA2,ACAA2,acetyl-CoA acyltransferase 2,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0075518550159637,1.2005725066798227,1.2005725066798227,MC100_vs_MC1,1.2005725066798227,0.0075518550159637,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.2005725066798227,,,,,,0.0075518550159637,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CYP1B1,ENSG00000138061,CYP1B1,CYP1B1,cytochrome P450 family 1 subfamily B member 1,dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0077597354741171,1.0345654826043371,1.0345654826043371,MC1_vs_CTR,1.0345654826043371,0.0077597354741171,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,1.0345654826043371,,,,,,0.0077597354741171,,,,,,up_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CNST,ENSG00000162852,CNST,CNST,"consortin, connexin sorting protein",dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0078448833779088,1.0290662248753188,1.0290662248753188,MC1_vs_CTR,-1.0290662248753188,0.0078448833779088,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.0290662248753188,,,,,,0.0078448833779088,,,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FLOT1,ENSG00000137312,FLOT1,FLOT1,flotillin 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0080716315794637,1.86318586847002,1.86318586847002,MA100_vs_CTR,-1.86318586847002,0.0080716315794637,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.86318586847002,,,,,,0.0080716315794637,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FOLR3,ENSG00000110203,FOLR3,FOLR3,folate receptor gamma,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0081497665322925,2.6863670479025954,2.6863670479025954,MC100_vs_MC1,2.6863670479025954,0.0081497665322925,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,2.6863670479025954,,,,,,0.0081497665322925,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
C1orf216,ENSG00000142686,C1orf216,C1orf216,chromosome 1 open reading frame 216,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0081497665322925,1.0138466954870908,1.0138466954870908,MC100_vs_MC1,-1.0138466954870908,0.0081497665322925,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0138466954870908,,,,,,0.0081497665322925,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
QTRT1,ENSG00000213339,QTRT1,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,darkgrey,darkgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0082022656475617,1.2602816527986571,1.168866828748493,MC100_vs_MC1,-1.2602816527986571,0.0082022656475617,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.077452004698329,,,-1.2602816527986571,,,0.030583615061098,,,0.0082022656475617,,,up_in_tested,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SLC26A1,ENSG00000145217,SLC26A1,SLC26A1,solute carrier family 26 member 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0082167173069986,1.0968693683456447,1.0968693683456447,MA100_vs_CTR,-1.0968693683456447,0.0082167173069986,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0968693683456447,,,,,,0.0082167173069986,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
HIVEP1,ENSG00000095951,HIVEP1,HIVEP1,HIVEP zinc finger 1,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0083315336898963,1.0555236785279674,1.0555236785279674,MA100_vs_CTR,1.0555236785279674,0.0083315336898963,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.0555236785279674,,,,,,0.0083315336898963,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
AP1S1,ENSG00000106367,AP1S1,AP1S1,adaptor related protein complex 1 subunit sigma 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0084763585832563,1.1944315891051114,1.1944315891051114,MC100_vs_MC1,-1.1944315891051114,0.0084763585832563,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1944315891051114,,,,,,0.0084763585832563,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ACADS,ENSG00000122971,ACADS,ACADS,acyl-CoA dehydrogenase short chain,darkgrey,darkgrey,MD1_vs_CTR,1,1,0.0086539624694082,1.0848278885978284,1.0848278885978284,MD1_vs_CTR,1.0848278885978284,0.0086539624694082,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.0848278885978284,,,,,,0.0086539624694082,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
MRPL28,ENSG00000086504,MRPL28,MRPL28,mitochondrial ribosomal protein L28,darkgrey,darkgrey,MA100_vs_MA1,1,1,0.0087139598586286,1.250497762292745,1.250497762292745,MA100_vs_MA1,1.250497762292745,0.0087139598586286,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,1.250497762292745,,,,,,0.0087139598586286,,,,,,up_in_tested,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
DOHH,ENSG00000129932,DOHH,DOHH,deoxyhypusine hydroxylase,darkgrey,darkgrey,MA100_vs_MA1;MC100_vs_MC1,2,2,0.0089549664512852,1.411988881570487,1.361025341561003,MC100_vs_MC1,-1.411988881570487,0.0089549664512852,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,1.3100618015515189,,-1.411988881570487,,,,0.0666640104540318,,0.0089549664512852,,,,up_in_tested,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
LRRC15,ENSG00000172061,LRRC15,LRRC15,leucine rich repeat containing 15,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0092342935306823,1.2236111562129828,1.2236111562129828,MC100_vs_MC1,-1.2236111562129828,0.0092342935306823,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2236111562129828,,,,,,0.0092342935306823,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TP53INP1,ENSG00000164938,TP53INP1,TP53INP1,tumor protein p53 inducible nuclear protein 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0096343100750263,1.0997994776807205,1.0997994776807205,MA100_vs_CTR,-1.0997994776807205,0.0096343100750263,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0997994776807205,,,,,,0.0096343100750263,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
WDR46,ENSG00000227057,WDR46,WDR46,WD repeat domain 46,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0096350505460999,1.1747482550520283,1.1747482550520283,MC100_vs_MC1,1.1747482550520283,0.0096350505460999,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.1747482550520283,,,,,,0.0096350505460999,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RFX8,ENSG00000196460,RFX8,RFX8,regulatory factor X8,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0096928615850192,1.2046390533156206,1.2046390533156206,MA100_vs_CTR,-1.2046390533156206,0.0096928615850192,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.2046390533156206,,,,,,0.0096928615850192,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ASPHD1,ENSG00000174939,ASPHD1,ASPHD1,aspartate beta-hydroxylase domain containing 1,dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0097134169325566,1.0762080124027162,1.0762080124027162,MC1_vs_CTR,1.0762080124027162,0.0097134169325566,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,1.0762080124027162,,,,,,0.0097134169325566,,,,,,up_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ABCB10,ENSG00000135776,ABCB10,ABCB10,ATP binding cassette subfamily B member 10,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0097777245174783,1.0687511534622725,1.0687511534622725,MC100_vs_MC1,1.0687511534622725,0.0097777245174783,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,1.0687511534622725,,,,,,0.0097777245174783,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
SUPT20HL2,ENSG00000223611,SUPT20HL2,SUPT20HL2,SUPT20H like 2,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0098555328926395,1.7639648613353471,1.7639648613353471,MC100_vs_MC1,-1.7639648613353471,0.0098555328926395,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.7639648613353471,,,,,,0.0098555328926395,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
PIGBOS1,ENSG00000225973,PIGBOS1,PIGBOS1,PIGB opposite strand 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0100998377501718,1.0937054696967037,1.0937054696967037,MC100_vs_MC1,1.0937054696967037,0.0100998377501718,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.0937054696967037,,,,,,0.0100998377501718,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TMEM179B,ENSG00000185475,TMEM179B,TMEM179B,transmembrane protein 179B,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0101817214139922,1.5440000439577577,1.5440000439577577,MC100_vs_MC1,1.5440000439577577,0.0101817214139922,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.5440000439577577,,,,,,0.0101817214139922,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FAM89A,ENSG00000182118,FAM89A,FAM89A,family with sequence similarity 89 member A,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0102093368019645,1.2259171666480144,1.2259171666480144,MC100_vs_MC1,1.2259171666480144,0.0102093368019645,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.2259171666480144,,,,,,0.0102093368019645,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
PABIR1,ENSG00000187866,PABIR1,PABIR1,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0102314905265184,1.025369202188899,1.025369202188899,MC100_vs_MC1,1.025369202188899,0.0102314905265184,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.025369202188899,,,,,,0.0102314905265184,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TRMT10B,ENSG00000165275,TRMT10B,TRMT10B,tRNA methyltransferase 10B,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0102573008205387,1.0695685956852652,1.0695685956852652,MC100_vs_MC1,-1.0695685956852652,0.0102573008205387,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0695685956852652,,,,,,0.0102573008205387,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ERN1,ENSG00000178607,ERN1,ERN1,endoplasmic reticulum to nucleus signaling 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0103283115929593,1.0040553382807895,1.0040553382807895,MA100_vs_CTR,-1.0040553382807895,0.0103283115929593,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0040553382807895,,,,,,0.0103283115929593,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
S100A3,ENSG00000188015,S100A3,S100A3,S100 calcium binding protein A3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0104263361397395,1.7134113225483645,1.7134113225483645,MC100_vs_MC1,-1.7134113225483645,0.0104263361397395,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.7134113225483645,,,,,,0.0104263361397395,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
POLR2A,ENSG00000181222,POLR2A,POLR2A,RNA polymerase II subunit A,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0106224225164382,2.0436675192839946,2.0436675192839946,MC100_vs_MC1,-2.0436675192839946,0.0106224225164382,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-2.0436675192839946,,,,,,0.0106224225164382,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
