,particle_size_um,concentration_gL,is_100nm,group_MA1,group_MA100,group_MB1,group_MB100,group_MC1,group_MC100,group_MD1
ME_firebrick,0.8641157742761592,0.7532171816286813,0.8641157742761592,0.8761292901921136,0.7765294094146539,0.8982098724308207,0.9842877851280651,0.2561887897157681,0.977679180859118,0.7871194042919198
ME_gainsboro,0.8641157742761592,0.7452605743682884,0.8641157742761592,0.9490951880598868,0.10058107382414931,0.023994839861310326,0.9842877851280651,0.750947004276249,0.977679180859118,0.8748924943048955
ME_lightcoral,0.8641157742761592,0.9248779783818861,0.8641157742761592,0.9490951880598868,0.8225830407205988,0.8369785438088228,0.9842877851280651,0.2561887897157681,0.977679180859118,0.855515143101567
ME_linen,0.061992991944212324,0.7452605743682884,0.061992991944212324,0.9490951880598868,0.10058107382414931,0.035949242509635077,0.9842877851280651,0.7689809658893659,0.9878593822603771,0.7555577365829494
ME_maroon,0.8641157742761592,0.9248779783818861,0.8641157742761592,0.8761292901921136,0.9390518233096883,0.046402405857643714,0.9842877851280651,0.7535497318856906,0.977679180859118,0.8137253017421782
ME_moccasin,0.8641157742761592,0.782572631796815,0.8641157742761592,0.8761292901921136,0.9823178332393074,0.49679983855120724,0.9842877851280651,0.7359941724600368,0.977679180859118,0.8748924943048955
ME_navajowhite,0.8845814009155631,0.7452605743682884,0.8845814009155631,0.8761292901921136,0.3113663100994525,0.6357490358075737,0.9842877851280651,0.7535497318856906,0.977679180859118,0.7871194042919198
ME_orange,0.8845814009155631,0.944664075150212,0.8845814009155631,0.8761292901921136,0.44134366726452895,0.8369785438088228,0.9842877851280651,0.7535497318856906,0.977679180859118,0.855515143101567
ME_orangered,0.8641157742761592,0.9501072497234327,0.8641157742761592,0.8761292901921136,0.19350327624694585,0.8369785438088228,0.9842877851280651,0.6700228235629153,0.977679180859118,0.9920198794457475
ME_papayawhip,0.8641157742761592,0.7532171816286813,0.8641157742761592,0.8761292901921136,0.7765294094146539,0.8903833199809552,0.9842877851280651,0.9965699680409534,0.977679180859118,0.855515143101567
ME_peachpuff,0.9405008966238885,0.9488208922130597,0.9405008966238885,0.8761292901921136,0.7765294094146539,0.8982098724308207,0.9842877851280651,0.7689809658893659,0.9878593822603771,0.7871194042919198
ME_peru,0.8845814009155631,0.782572631796815,0.8845814009155631,0.8761292901921136,0.7508818653920862,0.6357490358075737,0.9842877851280651,0.7535497318856906,0.977679180859118,0.9920198794457475
ME_red,0.687597922271631,0.7452605743682884,0.687597922271631,0.8761292901921136,0.10058107382414931,0.8107706625633152,0.9842877851280651,0.7359941724600368,0.977679180859118,0.07278833505296285
ME_saddlebrown,0.8845814009155631,0.9501072497234327,0.8845814009155631,0.8761292901921136,0.5053901384778275,0.8369785438088228,0.9842877851280651,0.6700228235629153,0.977679180859118,0.7871194042919198
ME_sandybrown,0.8641157742761592,0.9488208922130597,0.8641157742761592,0.8761292901921136,0.44134366726452895,0.8903833199809552,0.9842877851280651,0.9965699680409534,0.977679180859118,0.7871194042919198
ME_seashell,0.884426110005147,0.7532171816286813,0.884426110005147,0.8761292901921136,0.9459339906265104,0.49679983855120724,0.9842877851280651,0.7359941724600368,0.977679180859118,0.6993670331621159
ME_sienna,0.8641157742761592,0.7452605743682884,0.8641157742761592,0.8761292901921136,0.9459339906265104,0.8107706625633152,0.9842877851280651,0.3602672881342242,0.977679180859118,0.7871194042919198
ME_silver,0.687597922271631,0.9488208922130597,0.687597922271631,0.8761292901921136,0.7508818653920862,0.07704970386609865,0.9842877851280651,0.6777271644480309,0.245853507061666,0.7871194042919198
ME_tan,0.061992991944212324,0.9485911425271325,0.061992991944212324,0.8761292901921136,0.10058107382414931,0.8369785438088228,0.9842877851280651,0.7359941724600368,0.977679180859118,0.7871194042919198
ME_white,0.8641157742761592,0.9248779783818861,0.8641157742761592,0.8761292901921136,0.44134366726452895,0.8903833199809552,0.9842877851280651,0.6700228235629153,0.977679180859118,0.15338859416601267
