gene_id,dynamic_module,module,module_label
ENSG00000128524,lightcoral,lightcoral,14
ENSG00000128534,dimgrey,dimgrey,11
ENSG00000128536,maroon,maroon,16
ENSG00000128563,gainsboro,gainsboro,13
ENSG00000128564,silver,silver,29
ENSG00000128567,dimgrey,dimgrey,11
ENSG00000128573,silver,silver,29
ENSG00000128578,dimgrey,dimgrey,11
ENSG00000128581,silver,silver,29
ENSG00000128585,darkgrey,darkgrey,7
ENSG00000128590,chocolate,chocolate,5
ENSG00000128591,silver,silver,29
ENSG00000128594,gainsboro,gainsboro,13
ENSG00000128595,white,white,31
ENSG00000128596,darkgrey,darkgrey,7
ENSG00000128602,silver,silver,29
ENSG00000128606,silver,silver,29
ENSG00000128607,gainsboro,gainsboro,13
ENSG00000128609,silver,silver,29
ENSG00000128641,white,white,31
ENSG00000128654,dimgrey,dimgrey,11
ENSG00000128656,gainsboro,gainsboro,13
ENSG00000128683,dimgrey,dimgrey,11
ENSG00000128694,dimgrey,dimgrey,11
ENSG00000128699,dimgrey,dimgrey,11
ENSG00000128708,silver,silver,29
ENSG00000128731,gainsboro,gainsboro,13
ENSG00000128739,darkgrey,darkgrey,7
ENSG00000128789,dimgrey,dimgrey,11
ENSG00000128791,silver,silver,29
ENSG00000128805,dimgrey,dimgrey,11
ENSG00000128829,darkgrey,darkgrey,7
ENSG00000128849,silver,silver,29
ENSG00000128872,silver,silver,29
ENSG00000128881,gainsboro,gainsboro,13
ENSG00000128891,dimgrey,dimgrey,11
ENSG00000128908,dimgrey,dimgrey,11
ENSG00000128915,white,white,31
ENSG00000128917,silver,silver,29
ENSG00000128923,silver,silver,29
ENSG00000128928,darkgrey,darkgrey,7
ENSG00000128944,maroon,maroon,16
ENSG00000128951,dimgrey,dimgrey,11
