Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,module,gene_set
gs_ind_0,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1/23,0.17767255605341092,0.634558366183696,7.836422764227642,13.539873090386346,PIGP,ME_darkred,KEGG_2021_Human
gs_ind_0,Graft-versus-host disease,1/11,0.08927056264141141,0.6328925630372727,16.809059233449478,40.61209051515593,FAS,ME_darkred,KEGG_2021_Human
gs_ind_0,"Growth hormone synthesis, secretion and action",1/88,0.527852216188493,0.6806748976103477,2.0042090592334496,1.2805671878662483,SOCS2,ME_darkred,KEGG_2021_Human
gs_ind_0,Hepatitis B,2/130,0.30129356901798404,0.6365206377729156,2.2891069751394455,2.7461733704706246,FAS;CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Hepatitis C,3/111,0.06784432212377778,0.6328925630372727,3.8396726047183436,10.330791113308223,FAS;CASP3;YWHAE,ME_darkred,KEGG_2021_Human
gs_ind_0,Hepatocellular carcinoma,1/133,0.67901030365268,0.7127200350396925,1.3185641969627244,0.5104412227632513,FZD6,ME_darkred,KEGG_2021_Human
gs_ind_0,Herpes simplex virus 1 infection,2/400,0.8570690878875816,0.8570690878875816,0.7214554579673776,0.11127494341999017,FAS;CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Hippo signaling pathway,2/128,0.2950308741800815,0.6365206377729156,2.3256878054479255,2.8389095895742,YWHAE;FZD6,ME_darkred,KEGG_2021_Human
gs_ind_0,Histidine metabolism,1/13,0.10463180886241442,0.6328925630372727,14.117268292682926,31.86701804673994,CNDP2,ME_darkred,KEGG_2021_Human
gs_ind_0,Homologous recombination,1/37,0.2701160612808976,0.634558366183696,4.82505846976278,6.315536187772826,RAD54B,ME_darkred,KEGG_2021_Human
gs_ind_0,Human cytomegalovirus infection,3/168,0.17011621302761787,0.634558366183696,2.5052531902421427,4.437488510103935,FAS;CASP3;GNG12,ME_darkred,KEGG_2021_Human
gs_ind_0,Human immunodeficiency virus 1 infection,3/161,0.1557833254845213,0.634558366183696,2.617433338041653,4.866565475381223,FAS;CASP3;GNG12,ME_darkred,KEGG_2021_Human
gs_ind_0,Human papillomavirus infection,4/248,0.15854475600721243,0.634558366183696,2.187594413786725,4.028932781314342,FAS;CASP3;FZD6;ISG15,ME_darkred,KEGG_2021_Human
gs_ind_0,Huntington disease,3/240,0.3317245840875202,0.6365206377729156,1.7352081696779262,1.9147158371796893,CASP3;RB1CC1;NDUFA7,ME_darkred,KEGG_2021_Human
gs_ind_0,IL-17 signaling pathway,1/60,0.4001561127371009,0.6508033481878124,2.9542529206804673,2.705801804495082,CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Inflammatory mediator regulation of TRP channels,1/67,0.4349709079321529,0.6583389122816763,2.6417384925728955,2.1991842326659623,TRPV1,ME_darkred,KEGG_2021_Human
gs_ind_0,Influenza A,4/109,0.013658103923635659,0.5053498451745193,5.1294148467455765,22.02274377852871,FAS;CASP3;TNFSF10;RAB11A,ME_darkred,KEGG_2021_Human
gs_ind_0,Insulin secretion,1/49,0.3411087134967219,0.6390391088293018,3.627608750314307,3.9016892636225067,ATP1B1,ME_darkred,KEGG_2021_Human
gs_ind_0,Insulin signaling pathway,1/111,0.6122954542694498,0.6813513325705155,1.5839973512857302,0.7770146064673458,SOCS2,ME_darkred,KEGG_2021_Human
gs_ind_0,JAK-STAT signaling pathway,1/93,0.5476358620219289,0.6806748976103477,1.8950823994726433,1.1411138196155133,SOCS2,ME_darkred,KEGG_2021_Human
gs_ind_0,Kaposi sarcoma-associated herpesvirus infection,3/141,0.11723573853615861,0.6328925630372727,3.000431057707851,6.431629537751928,FAS;CASP3;GNG12,ME_darkred,KEGG_2021_Human
gs_ind_0,Legionellosis,2/39,0.042893309067709946,0.6328925630372727,7.9037766830870275,24.889304428857393,BNIP3;CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Leukocyte transendothelial migration,1/69,0.44454513566436915,0.6583389122816763,2.564180167349119,2.0787903148566973,ARHGAP5,ME_darkred,KEGG_2021_Human
gs_ind_0,Lipid and atherosclerosis,3/152,0.13796330822718475,0.634558366183696,2.777101116491123,5.5007916679449105,FAS;CASP3;TNFSF10,ME_darkred,KEGG_2021_Human
gs_ind_0,Longevity regulating pathway,1/81,0.4987081016713205,0.6702445831541919,2.17976064232692,1.5165342903901364,RB1CC1,ME_darkred,KEGG_2021_Human
gs_ind_0,Lysine degradation,2/58,0.08638758527486025,0.6328925630372727,5.237586642835346,12.826385127173133,SUV39H1;HADHA,ME_darkred,KEGG_2021_Human
gs_ind_0,MAPK signaling pathway,4/218,0.11341400220625526,0.6328925630372727,2.4998770074146957,5.44150832842163,FAS;CASP3;DUSP1;GNG12,ME_darkred,KEGG_2021_Human
gs_ind_0,Measles,2/95,0.19198922716879854,0.634558366183696,3.1552119280314006,5.2070967819364595,FAS;CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Melanogenesis,1/70,0.44927182527330617,0.6583389122816763,2.5270749254255134,2.021981315842471,FZD6,ME_darkred,KEGG_2021_Human
gs_ind_0,MicroRNAs in cancer,1/138,0.6925096339809791,0.7217706044308796,1.2700842572062083,0.46667103288596257,CASP3,ME_darkred,KEGG_2021_Human
gs_ind_0,Mineral absorption,1/36,0.2638689243614971,0.634558366183696,4.961387839230505,6.610070898992993,ATP1B1,ME_darkred,KEGG_2021_Human
gs_ind_0,Mitophagy,4/59,0.0015397361348218571,0.22788094795363484,9.791253565122911,63.40957016530713,BNIP3;TBC1D15;TAX1BP1;RHOT1,ME_darkred,KEGG_2021_Human
gs_ind_0,Morphine addiction,1/55,0.3739959027655865,0.6452745267473494,3.2266278809577087,3.1734221965912655,GNG12,ME_darkred,KEGG_2021_Human
gs_ind_0,NF-kappa B signaling pathway,1/72,0.4586060321076031,0.6654283603129928,2.45597816817329,1.9145915638034874,EDARADD,ME_darkred,KEGG_2021_Human
