gene_id,gene_symbol,gene_name,notfound,gene_label
ENSG00000123636,BAZ2B,bromodomain adjacent to zinc finger domain 2B,False,BAZ2B
ENSG00000123643,SLC36A1,solute carrier family 36 member 1,False,SLC36A1
ENSG00000123684,LPGAT1,lysophosphatidylglycerol acyltransferase 1,False,LPGAT1
ENSG00000123685,BATF3,basic leucine zipper ATF-like transcription factor 3,False,BATF3
ENSG00000123689,G0S2,G0/G1 switch 2,False,G0S2
ENSG00000123700,KCNJ2,potassium inwardly rectifying channel subfamily J member 2,False,KCNJ2
ENSG00000123728,RAP2C,"RAP2C, member of RAS oncogene family",False,RAP2C
ENSG00000123737,EXOSC9,exosome component 9,False,EXOSC9
ENSG00000123739,PLA2G12A,phospholipase A2 group XIIA,False,PLA2G12A
ENSG00000123810,B9D2,B9 domain containing 2,False,B9D2
ENSG00000123815,COQ8B,coenzyme Q8B,False,COQ8B
ENSG00000123836,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",False,PFKFB2
ENSG00000123908,AGO2,argonaute RISC catalytic component 2,False,AGO2
ENSG00000123933,MXD4,MAX dimerization protein 4,False,MXD4
ENSG00000123975,CKS2,CDC28 protein kinase regulatory subunit 2,False,CKS2
ENSG00000123983,ACSL3,acyl-CoA synthetase long chain family member 3,False,ACSL3
ENSG00000123989,CHPF,chondroitin polymerizing factor,False,CHPF
ENSG00000123992,DNPEP,aspartyl aminopeptidase,False,DNPEP
ENSG00000124006,OBSL1,obscurin like cytoskeletal adaptor 1,False,OBSL1
ENSG00000124067,SLC12A4,solute carrier family 12 member 4,False,SLC12A4
ENSG00000124074,ENKD1,enkurin domain containing 1,False,ENKD1
ENSG00000124091,GCNT7,glucosaminyl (N-acetyl) transferase family member 7,False,GCNT7
ENSG00000124098,MIMS2,mitochondrial inner membrane scaffold 2,False,MIMS2
ENSG00000124104,SNX21,sorting nexin family member 21,False,SNX21
ENSG00000124120,TTPAL,alpha tocopherol transfer protein like,False,TTPAL
ENSG00000124126,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",False,PREX1
ENSG00000124140,SLC12A5,solute carrier family 12 member 5,False,SLC12A5
ENSG00000124145,SDC4,syndecan 4,False,SDC4
ENSG00000124151,NCOA3,nuclear receptor coactivator 3,False,NCOA3
ENSG00000124155,PIGT,phosphatidylinositol glycan anchor biosynthesis class T,False,PIGT
ENSG00000124160,NCOA5,nuclear receptor coactivator 5,False,NCOA5
ENSG00000124164,VAPB,VAMP associated protein B and C,False,VAPB
ENSG00000124171,PARD6B,par-6 family cell polarity regulator beta,False,PARD6B
ENSG00000124172,ATP5F1E,ATP synthase F1 subunit epsilon,False,ATP5F1E
ENSG00000124177,CHD6,chromodomain helicase DNA binding protein 6,False,CHD6
ENSG00000124181,PLCG1,phospholipase C gamma 1,False,PLCG1
ENSG00000124191,TOX2,TOX high mobility group box family member 2,False,TOX2
ENSG00000124193,SRSF6,serine and arginine rich splicing factor 6,False,SRSF6
ENSG00000124198,ARFGEF2,ARF guanine nucleotide exchange factor 2,False,ARFGEF2
ENSG00000124201,ZNFX1,zinc finger NFX1-type containing 1,False,ZNFX1
ENSG00000124207,CSE1L,chromosome segregation 1 like,False,CSE1L
ENSG00000124209,RAB22A,"RAB22A, member RAS oncogene family",False,RAB22A
ENSG00000124214,STAU1,staufen double-stranded RNA binding protein 1,False,STAU1
ENSG00000124216,SNAI1,snail family transcriptional repressor 1,False,SNAI1
ENSG00000124217,MOCS3,molybdenum cofactor synthesis 3,False,MOCS3
ENSG00000124222,STX16,syntaxin 16,False,STX16
ENSG00000124225,PMEPA1,"prostate transmembrane protein, androgen induced 1",False,PMEPA1
ENSG00000124226,RNF114,ring finger protein 114,False,RNF114
ENSG00000124228,DDX27,DEAD-box helicase 27,False,DDX27
ENSG00000124243,BCAS4,breast carcinoma amplified sequence 4,False,BCAS4
ENSG00000124257,NEURL2,neuralized E3 ubiquitin protein ligase 2,False,NEURL2
ENSG00000124275,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,False,MTRR
ENSG00000124279,FASTKD3,FAST kinase domains 3,False,FASTKD3
ENSG00000124299,PEPD,peptidase D,False,PEPD
ENSG00000124313,IQSEC2,IQ motif and Sec7 domain ArfGEF 2,False,IQSEC2
ENSG00000124343,XG,Xg glycoprotein (Xg blood group),False,XG
ENSG00000124356,STAMBP,STAM binding protein,False,STAMBP
ENSG00000124357,NAGK,N-acetylglucosamine kinase,False,NAGK
ENSG00000124370,MCEE,methylmalonyl-CoA epimerase,False,MCEE
ENSG00000124374,PAIP2B,poly(A) binding protein interacting protein 2B,False,PAIP2B
ENSG00000124380,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27,False,SNRNP27
ENSG00000124383,MPHOSPH10,M-phase phosphoprotein 10,False,MPHOSPH10
ENSG00000124406,ATP8A1,ATPase phospholipid transporting 8A1,False,ATP8A1
ENSG00000124422,USP22,ubiquitin specific peptidase 22,False,USP22
ENSG00000124444,ZNF576,zinc finger protein 576,False,ZNF576
ENSG00000124459,ZNF45,zinc finger protein 45,False,ZNF45
ENSG00000124466,LYPD3,LY6/PLAUR domain containing 3,False,LYPD3
ENSG00000124479,NDP,norrin cystine knot growth factor NDP,False,NDP
ENSG00000124486,USP9X,ubiquitin specific peptidase 9 X-linked,False,USP9X
ENSG00000124496,TRERF1,transcriptional regulating factor 1,False,TRERF1
ENSG00000124508,BTN2A2,butyrophilin subfamily 2 member A2,False,BTN2A2
ENSG00000124523,SIRT5,sirtuin 5,False,SIRT5
ENSG00000124532,MRS2,magnesium transporter MRS2,False,MRS2
ENSG00000124535,WRNIP1,WRN helicase interacting protein 1,False,WRNIP1
ENSG00000124541,RRP36,ribosomal RNA processing 36,False,RRP36
ENSG00000124562,SNRPC,small nuclear ribonucleoprotein polypeptide C,False,SNRPC
ENSG00000124570,SERPINB6,serpin family B member 6,False,SERPINB6
ENSG00000124571,XPO5,exportin 5,False,XPO5
ENSG00000124574,ABCC10,ATP binding cassette subfamily C member 10,False,ABCC10
ENSG00000124575,H1-3,"H1.3 linker histone, cluster member",False,H1-3
ENSG00000124587,PEX6,peroxisomal biogenesis factor 6,False,PEX6
ENSG00000124588,NQO2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2,False,NQO2
ENSG00000124596,OARD1,O-acyl-ADP-ribose deacylase 1,False,OARD1
ENSG00000124608,AARS2,"alanyl-tRNA synthetase 2, mitochondrial",False,AARS2
ENSG00000124610,H1-1,"H1.1 linker histone, cluster member",False,H1-1
ENSG00000124613,ZNF391,zinc finger protein 391,False,ZNF391
ENSG00000124614,RPS10,ribosomal protein S10,False,RPS10
ENSG00000124615,MOCS1,molybdenum cofactor synthesis 1,False,MOCS1
ENSG00000124635,H2BC11,H2B clustered histone 11,False,H2BC11
ENSG00000124641,MED20,mediator complex subunit 20,False,MED20
ENSG00000124659,TBCC,tubulin folding cofactor C,False,TBCC
ENSG00000124688,MAD2L1BP,MAD2L1 binding protein,False,MAD2L1BP
ENSG00000124702,KLHDC3,kelch domain containing 3,False,KLHDC3
ENSG00000124733,MEA1,male-enhanced antigen 1,False,MEA1
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,False,CDKN1A
ENSG00000124766,SOX4,SRY-box transcription factor 4,False,SOX4
ENSG00000124767,GLO1,glyoxalase I,False,GLO1
ENSG00000124772,CPNE5,copine 5,False,CPNE5
ENSG00000124782,RREB1,ras responsive element binding protein 1,False,RREB1
ENSG00000124783,SSR1,signal sequence receptor subunit 1,False,SSR1
ENSG00000124784,RIOK1,RIO kinase 1,False,RIOK1
ENSG00000124786,SLC35B3,solute carrier family 35 member B3,False,SLC35B3
ENSG00000124787,RPP40,ribonuclease P/MRP subunit p40,False,RPP40
ENSG00000124788,ATXN1,ataxin 1,False,ATXN1
ENSG00000124789,NUP153,nucleoporin 153,False,NUP153
ENSG00000124795,DEK,DEK proto-oncogene,False,DEK
ENSG00000124802,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,False,EEF1E1
ENSG00000124813,RUNX2,RUNX family transcription factor 2,False,RUNX2
ENSG00000124831,LRRFIP1,LRR binding FLII interacting protein 1,False,LRRFIP1
ENSG00000124839,RAB17,"RAB17, member RAS oncogene family",False,RAB17
ENSG00000124882,EREG,epiregulin,False,EREG
ENSG00000124920,MYRF,myelin regulatory factor,False,MYRF
ENSG00000124942,AHNAK,AHNAK nucleoprotein,False,AHNAK
ENSG00000125037,EMC3,ER membrane protein complex subunit 3,False,EMC3
ENSG00000125089,SH3TC1,SH3 domain and tetratricopeptide repeats 1,False,SH3TC1
ENSG00000125107,CNOT1,CCR4-NOT transcription complex subunit 1,False,CNOT1
ENSG00000125124,BBS2,Bardet-Biedl syndrome 2,False,BBS2
ENSG00000125144,MT1G,metallothionein 1G,False,MT1G
ENSG00000125148,MT2A,metallothionein 2A,False,MT2A
ENSG00000125149,PHAF1,phagophore assembly factor 1,False,PHAF1
ENSG00000125166,GOT2,glutamic-oxaloacetic transaminase 2,False,GOT2
ENSG00000125170,DOK4,docking protein 4,False,DOK4
ENSG00000125245,GPR18,G protein-coupled receptor 18,False,GPR18
ENSG00000125246,CLYBL,citramalyl-CoA lyase,False,CLYBL
ENSG00000125247,TMTC4,transmembrane O-mannosyltransferase targeting cadherins 4,False,TMTC4
ENSG00000125249,RAP2A,"RAP2A, member of RAS oncogene family",False,RAP2A
ENSG00000125257,ABCC4,ATP binding cassette subfamily C member 4 (PEL blood group),False,ABCC4
ENSG00000125266,EFNB2,ephrin B2,False,EFNB2
ENSG00000125304,TM9SF2,transmembrane 9 superfamily member 2,False,TM9SF2
ENSG00000125319,HROB,homologous recombination factor with OB-fold,False,HROB
ENSG00000125347,IRF1,interferon regulatory factor 1,False,IRF1
ENSG00000125351,UPF3B,UPF3B regulator of nonsense mediated mRNA decay,False,UPF3B
ENSG00000125352,RNF113A,ring finger protein 113A,False,RNF113A
ENSG00000125354,SEPTIN6,septin 6,False,SEPTIN6
ENSG00000125356,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,False,NDUFA1
ENSG00000125375,DMAC2L,distal membrane arm assembly component 2 like,False,DMAC2L
ENSG00000125378,BMP4,bone morphogenetic protein 4,False,BMP4
ENSG00000125384,PTGER2,prostaglandin E receptor 2,False,PTGER2
ENSG00000125386,FAM193A,family with sequence similarity 193 member A,False,FAM193A
ENSG00000125388,GRK4,G protein-coupled receptor kinase 4,False,GRK4
ENSG00000125398,SOX9,SRY-box transcription factor 9,False,SOX9
ENSG00000125430,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,False,HS3ST3B1
ENSG00000125434,SLC25A35,solute carrier family 25 member 35,False,SLC25A35
ENSG00000125445,MRPS7,mitochondrial ribosomal protein S7,False,MRPS7
ENSG00000125447,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",False,GGA3
ENSG00000125449,ARMC7,armadillo repeat containing 7,False,ARMC7
ENSG00000125450,NUP85,nucleoporin 85,False,NUP85
ENSG00000125457,MIF4GD,MIF4G domain containing,False,MIF4GD
ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic",False,NT5C
ENSG00000125459,MSTO1,misato mitochondrial distribution and morphology regulator 1,False,MSTO1
ENSG00000125482,TTF1,transcription termination factor 1,False,TTF1
ENSG00000125484,GTF3C4,general transcription factor IIIC subunit 4,False,GTF3C4
ENSG00000125485,DDX31,DEAD-box helicase 31,False,DDX31
ENSG00000125503,PPP1R12C,protein phosphatase 1 regulatory subunit 12C,False,PPP1R12C
ENSG00000125505,MBOAT7,membrane bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7,False,MBOAT7
ENSG00000125520,SLC2A4RG,SLC2A4 regulator,False,SLC2A4RG
ENSG00000125531,FNDC11,fibronectin type III domain containing 11,False,FNDC11
ENSG00000125534,PPDPF,pancreatic progenitor cell differentiation and proliferation factor,False,PPDPF
ENSG00000125538,IL1B,interleukin 1 beta,False,IL1B
ENSG00000125611,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,False,CHCHD5
ENSG00000125618,PAX8,paired box 8,False,PAX8
ENSG00000125629,INSIG2,insulin induced gene 2,False,INSIG2
ENSG00000125630,POLR1B,RNA polymerase I subunit B,False,POLR1B
ENSG00000125633,CCDC93,CCC complex scaffolding subunit CCDC93,False,CCDC93
ENSG00000125637,PSD4,pleckstrin and Sec7 domain containing 4,False,PSD4
ENSG00000125648,SLC25A23,solute carrier family 25 member 23,False,SLC25A23
ENSG00000125650,PSPN,persephin,False,PSPN
ENSG00000125651,GTF2F1,general transcription factor IIF subunit 1,False,GTF2F1
ENSG00000125652,ALKBH7,"alkB homolog 7, RNA demethylase",False,ALKBH7
ENSG00000125656,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,False,CLPP
ENSG00000125657,TNFSF9,TNF superfamily member 9,False,TNFSF9
ENSG00000125676,THOC2,THO complex subunit 2,False,THOC2
ENSG00000125686,MED1,mediator complex subunit 1,False,MED1
ENSG00000125691,RPL23,ribosomal protein L23,False,RPL23
ENSG00000125703,ATG4C,autophagy related 4C cysteine peptidase,False,ATG4C
ENSG00000125733,TRIP10,thyroid hormone receptor interactor 10,False,TRIP10
ENSG00000125734,GPR108,G protein-coupled receptor 108,False,GPR108
ENSG00000125740,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",False,FOSB
ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,False,OPA3
ENSG00000125743,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,False,SNRPD2
ENSG00000125744,RTN2,reticulon 2,False,RTN2
ENSG00000125746,EML2,EMAP like 2,False,EML2
ENSG00000125753,VASP,vasodilator stimulated phosphoprotein,False,VASP
ENSG00000125755,SYMPK,symplekin scaffold protein,False,SYMPK
ENSG00000125772,GPCPD1,glycerophosphocholine phosphodiesterase 1,False,GPCPD1
ENSG00000125775,SDCBP2,syndecan binding protein 2,False,SDCBP2
ENSG00000125779,PANK2,pantothenate kinase 2,False,PANK2
ENSG00000125812,GZF1,GDNF inducible zinc finger protein 1,False,GZF1
ENSG00000125814,NAPB,NSF attachment protein beta,False,NAPB
ENSG00000125817,CENPB,centromere protein B,False,CENPB
ENSG00000125818,PSMF1,proteasome inhibitor subunit 1,False,PSMF1
ENSG00000125821,DTD1,D-aminoacyl-tRNA deacylase 1,False,DTD1
ENSG00000125826,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,False,RBCK1
ENSG00000125827,TMX4,thioredoxin related transmembrane protein 4,False,TMX4
ENSG00000125834,STK35,serine/threonine kinase 35,False,STK35
ENSG00000125835,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,False,SNRPB
ENSG00000125841,NRSN2,neurensin 2,False,NRSN2
ENSG00000125843,AP5S1,adaptor related protein complex 5 subunit sigma 1,False,AP5S1
ENSG00000125844,RRBP1,ribosome binding protein 1,False,RRBP1
ENSG00000125845,BMP2,bone morphogenetic protein 2,False,BMP2
ENSG00000125846,ZNF133,zinc finger protein 133,False,ZNF133
ENSG00000125848,FLRT3,fibronectin leucine rich transmembrane protein 3,False,FLRT3
ENSG00000125863,MKKS,MKKS centrosomal shuttling protein,False,MKKS
ENSG00000125864,BFSP1,beaded filament structural protein 1,False,BFSP1
ENSG00000125868,DSTN,"destrin, actin depolymerizing factor",False,DSTN
ENSG00000125869,LAMP5,lysosome associated membrane protein 5,False,LAMP5
ENSG00000125870,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,False,SNRPB2
ENSG00000125871,MGME1,mitochondrial genome maintenance exonuclease 1,False,MGME1
ENSG00000125875,TBC1D20,TBC1 domain family member 20,False,TBC1D20
ENSG00000125877,ITPA,inosine triphosphatase,False,ITPA
ENSG00000125885,MCM8,minichromosome maintenance 8 homologous recombination repair factor,False,MCM8
ENSG00000125898,FAM110A,family with sequence similarity 110 member A,False,FAM110A
ENSG00000125901,MRPS26,mitochondrial ribosomal protein S26,False,MRPS26
ENSG00000125912,NCLN,nicalin,False,NCLN
ENSG00000125944,HNRNPR,heterogeneous nuclear ribonucleoprotein R,False,HNRNPR
ENSG00000125952,MAX,MYC associated transcriptional regulator X,False,MAX
ENSG00000125962,ARMCX5,armadillo repeat containing X-linked 5,False,ARMCX5
ENSG00000125965,GDF5,growth differentiation factor 5,False,GDF5
ENSG00000125967,NECAB3,N-terminal EF-hand calcium binding protein 3,False,NECAB3
ENSG00000125968,ID1,inhibitor of DNA binding 1,False,ID1
ENSG00000125970,RALY,RALY heterogeneous nuclear ribonucleoprotein,False,RALY
ENSG00000125971,DYNLRB1,dynein light chain roadblock-type 1,False,DYNLRB1
ENSG00000125977,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,False,EIF2S2
ENSG00000125991,ERGIC3,ERGIC and golgi 3,False,ERGIC3
ENSG00000125995,ROMO1,reactive oxygen species modulator 1,False,ROMO1
ENSG00000126001,CEP250,centrosomal protein 250,False,CEP250
ENSG00000126003,PLAGL2,PLAG1 like zinc finger 2,False,PLAGL2
ENSG00000126005,MMP24OS,MMP24 opposite strand,False,MMP24OS
ENSG00000126010,GRPR,gastrin releasing peptide receptor,False,GRPR
ENSG00000126012,KDM5C,lysine demethylase 5C,False,KDM5C
ENSG00000126016,AMOT,angiomotin,False,AMOT
ENSG00000126062,TMEM115,transmembrane protein 115,False,TMEM115
ENSG00000126067,PSMB2,proteasome 20S subunit beta 2,False,PSMB2
ENSG00000126070,AGO3,argonaute RISC catalytic component 3,False,AGO3
ENSG00000126088,UROD,uroporphyrinogen decarboxylase,False,UROD
ENSG00000126091,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",False,ST3GAL3
ENSG00000126106,TMEM53,transmembrane protein 53,False,TMEM53
ENSG00000126107,HECTD3,HECT domain E3 ubiquitin protein ligase 3,False,HECTD3
ENSG00000126214,KLC1,kinesin light chain 1,False,KLC1
ENSG00000126215,XRCC3,X-ray repair cross complementing 3,False,XRCC3
ENSG00000126216,TUBGCP3,tubulin gamma complex component 3,False,TUBGCP3
ENSG00000126217,MCF2L,MCF.2 cell line derived transforming sequence like,False,MCF2L
ENSG00000126218,F10,coagulation factor X,False,F10
ENSG00000126226,PCID2,PCI domain containing 2,False,PCID2
ENSG00000126243,LRFN3,leucine rich repeat and fibronectin type III domain containing 3,False,LRFN3
ENSG00000126247,CAPNS1,calpain small subunit 1,False,CAPNS1
ENSG00000126249,PDCD2L,programmed cell death 2 like,False,PDCD2L
ENSG00000126254,RBM42,RNA binding motif protein 42,False,RBM42
ENSG00000126261,UBA2,ubiquitin like modifier activating enzyme 2,False,UBA2
ENSG00000126264,HCST,hematopoietic cell signal transducer,False,HCST
ENSG00000126267,COX6B1,cytochrome c oxidase subunit 6B1,False,COX6B1
ENSG00000126351,THRA,thyroid hormone receptor alpha,False,THRA
ENSG00000126391,FRMD8,FERM domain containing 8,False,FRMD8
ENSG00000126432,PRDX5,peroxiredoxin 5,False,PRDX5
ENSG00000126453,BCL2L12,BCL2 like 12,False,BCL2L12
ENSG00000126456,IRF3,interferon regulatory factor 3,False,IRF3
ENSG00000126457,PRMT1,protein arginine methyltransferase 1,False,PRMT1
ENSG00000126458,RRAS,RAS related,False,RRAS
ENSG00000126461,SCAF1,SR-related CTD associated factor 1,False,SCAF1
ENSG00000126464,PRR12,proline rich 12,False,PRR12
ENSG00000126522,ASL,argininosuccinate lyase,False,ASL
ENSG00000126524,SBDS,SBDS ribosome maturation factor,False,SBDS
ENSG00000126561,STAT5A,signal transducer and activator of transcription 5A,False,STAT5A
ENSG00000126562,WNK4,WNK lysine deficient protein kinase 4,False,WNK4
ENSG00000126581,BECN1,beclin 1,False,BECN1
ENSG00000126602,TRAP1,TNF receptor associated protein 1,False,TRAP1
ENSG00000126653,NSRP1,nuclear speckle splicing regulatory protein 1,False,NSRP1
ENSG00000126698,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8,False,DNAJC8
ENSG00000126705,AHDC1,AT-hook DNA binding motif containing 1,False,AHDC1
ENSG00000126733,DACH2,dachshund family transcription factor 2,False,DACH2
ENSG00000126746,ZNF384,zinc finger protein 384,False,ZNF384
ENSG00000126749,EMG1,EMG1 N1-specific pseudouridine methyltransferase,False,EMG1
ENSG00000126752,SSX1,SSX family member 1,False,SSX1
ENSG00000126756,UXT,ubiquitously expressed prefoldin like chaperone,False,UXT
ENSG00000126767,ELK1,ETS transcription factor ELK1,False,ELK1
ENSG00000126768,TIMM17B,translocase of inner mitochondrial membrane 17B,False,TIMM17B
ENSG00000126773,PCNX4,pecanex 4,False,PCNX4
ENSG00000126775,ATG14,autophagy related 14,False,ATG14
ENSG00000126777,KTN1,kinectin 1,False,KTN1
ENSG00000126778,SIX1,SIX homeobox 1,False,SIX1
ENSG00000126785,RHOJ,ras homolog family member J,False,RHOJ
ENSG00000126787,DLGAP5,DLG associated protein 5,False,DLGAP5
ENSG00000126790,L3HYPDH,trans-L-3-hydroxyproline dehydratase,False,L3HYPDH
ENSG00000126803,HSPA2,heat shock protein family A (Hsp70) member 2,False,HSPA2
ENSG00000126804,ZBTB1,zinc finger and BTB domain containing 1,False,ZBTB1
ENSG00000126814,TRMT5,tRNA methyltransferase 5,False,TRMT5
ENSG00000126822,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3,False,PLEKHG3
ENSG00000126858,RHOT1,ras homolog family member T1,False,RHOT1
ENSG00000126870,DYNC2I1,dynein 2 intermediate chain 1,False,DYNC2I1
ENSG00000126878,AIF1L,allograft inflammatory factor 1 like,False,AIF1L
ENSG00000126882,FAM78A,family with sequence similarity 78 member A,False,FAM78A
