gene_id,gene_symbol,gene_label,gene_name,dynamic_module,module,module_label
ENSG00000071462,BUD23,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,lightgrey,lightgrey,8
ENSG00000071537,SEL1L,SEL1L,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,lightgrey,lightgrey,8
ENSG00000071539,TRIP13,TRIP13,thyroid hormone receptor interactor 13,dimgrey,dimgrey,4
ENSG00000071553,ATP6AP1,ATP6AP1,ATPase H+ transporting accessory protein 1,whitesmoke,whitesmoke,13
ENSG00000071564,TCF3,TCF3,transcription factor 3,lightgrey,lightgrey,8
ENSG00000071575,TRIB2,TRIB2,tribbles pseudokinase 2,darkgrey,darkgrey,1
ENSG00000071626,DAZAP1,DAZAP1,DAZ associated protein 1,darkgrey,darkgrey,1
ENSG00000071655,MBD3,MBD3,methyl-CpG binding domain protein 3,darkgrey,darkgrey,1
ENSG00000071794,HLTF,HLTF,helicase like transcription factor,darkgrey,darkgrey,1
ENSG00000071859,FAM50A,FAM50A,family with sequence similarity 50 member A,maroon,maroon,9
ENSG00000071889,FAM3A,FAM3A,FAM3 metabolism regulating signaling molecule A,darkgrey,darkgrey,1
ENSG00000071894,CPSF1,CPSF1,cleavage and polyadenylation specific factor 1,dimgrey,dimgrey,4
ENSG00000071967,CYBRD1,CYBRD1,cytochrome b reductase 1,dimgrey,dimgrey,4
ENSG00000071994,PDCD2,PDCD2,programmed cell death 2,dimgrey,dimgrey,4
ENSG00000072041,SLC6A15,SLC6A15,solute carrier family 6 member 15,dimgrey,dimgrey,4
ENSG00000072042,RDH11,RDH11,retinol dehydrogenase 11,dimgrey,dimgrey,4
ENSG00000072062,PRKACA,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,dimgrey,dimgrey,4
ENSG00000072110,ACTN1,ACTN1,actinin alpha 1,darkgrey,darkgrey,1
ENSG00000072121,ZFYVE26,ZFYVE26,zinc finger FYVE-type containing 26,dimgrey,dimgrey,4
ENSG00000072133,RPS6KA6,RPS6KA6,ribosomal protein S6 kinase A6,dimgrey,dimgrey,4
ENSG00000072134,EPN2,EPN2,epsin 2,whitesmoke,whitesmoke,13
ENSG00000072135,PTPN18,PTPN18,protein tyrosine phosphatase non-receptor type 18,lightgrey,lightgrey,8
ENSG00000072163,LIMS2,LIMS2,LIM zinc finger domain containing 2,darkgrey,darkgrey,1
ENSG00000072195,SPEG,SPEG,striated muscle enriched protein kinase,darkgrey,darkgrey,1
ENSG00000072210,ALDH3A2,ALDH3A2,aldehyde dehydrogenase 3 family member A2,dimgrey,dimgrey,4
ENSG00000072274,TFRC,TFRC,transferrin receptor,brown,brown,0
ENSG00000072310,SREBF1,SREBF1,sterol regulatory element binding transcription factor 1,darkgrey,darkgrey,1
ENSG00000072364,AFF4,AFF4,ALF transcription elongation factor 4,maroon,maroon,9
ENSG00000072401,UBE2D1,UBE2D1,ubiquitin conjugating enzyme E2 D1,dimgrey,dimgrey,4
ENSG00000072415,PALS1,PALS1,"protein associated with LIN7 1, MAGUK p55 family member",darkgrey,darkgrey,1
ENSG00000072422,RHOBTB1,RHOBTB1,Rho related BTB domain containing 1,darkgrey,darkgrey,1
ENSG00000072501,SMC1A,SMC1A,structural maintenance of chromosomes 1A,darkgrey,darkgrey,1
ENSG00000072506,HSD17B10,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,darkgrey,darkgrey,1
ENSG00000072518,MARK2,MARK2,microtubule affinity regulating kinase 2,darkgrey,darkgrey,1
ENSG00000072571,HMMR,HMMR,hyaluronan mediated motility receptor,dimgrey,dimgrey,4
ENSG00000072609,CHFR,CHFR,checkpoint with forkhead and ring finger domains,darkgrey,darkgrey,1
ENSG00000072657,TRHDE,TRHDE,thyrotropin releasing hormone degrading enzyme,darkgrey,darkgrey,1
ENSG00000072682,P4HA2,P4HA2,prolyl 4-hydroxylase subunit alpha 2,dimgrey,dimgrey,4
ENSG00000072736,NFATC3,NFATC3,nuclear factor of activated T cells 3,lightcoral,lightcoral,7
ENSG00000072756,TRNT1,TRNT1,tRNA nucleotidyl transferase 1,dimgrey,dimgrey,4
ENSG00000072778,ACADVL,ACADVL,acyl-CoA dehydrogenase very long chain,darkgrey,darkgrey,1
ENSG00000072786,STK10,STK10,serine/threonine kinase 10,lightgrey,lightgrey,8
ENSG00000072803,FBXW11,FBXW11,F-box and WD repeat domain containing 11,dimgrey,dimgrey,4
ENSG00000072832,CRMP1,CRMP1,collapsin response mediator protein 1,dimgrey,dimgrey,4
ENSG00000072840,EVC,EVC,EvC ciliary complex subunit 1,dimgrey,dimgrey,4
ENSG00000072849,DERL2,DERL2,derlin 2,dimgrey,dimgrey,4
ENSG00000072952,IRAG1,IRAG1,"inositol 1,4,5-triphosphate receptor associated 1",dimgrey,dimgrey,4
ENSG00000072954,TMEM38A,TMEM38A,transmembrane protein 38A,dimgrey,dimgrey,4
ENSG00000072958,AP1M1,AP1M1,adaptor related protein complex 1 subunit mu 1,darkgrey,darkgrey,1
ENSG00000073008,PVR,PVR,PVR cell adhesion molecule,darkgrey,darkgrey,1
ENSG00000073050,XRCC1,XRCC1,X-ray repair cross complementing 1,lightgrey,lightgrey,8
ENSG00000073060,SCARB1,SCARB1,scavenger receptor class B member 1,darkgrey,darkgrey,1
ENSG00000073150,PANX2,PANX2,pannexin 2,dimgrey,dimgrey,4
ENSG00000073169,SELENOO,SELENOO,selenoprotein O,red,red,11
ENSG00000073331,ALPK1,ALPK1,alpha kinase 1,darkgrey,darkgrey,1
ENSG00000073417,PDE8A,PDE8A,phosphodiesterase 8A,dimgrey,dimgrey,4
ENSG00000073464,CLCN4,CLCN4,Cl-/H+ antiporter 4,mistyrose,mistyrose,10
ENSG00000073536,NLE1,NLE1,notchless homolog 1,dimgrey,dimgrey,4
ENSG00000073578,SDHA,SDHA,succinate dehydrogenase complex flavoprotein subunit A,dimgrey,dimgrey,4
ENSG00000073584,SMARCE1,SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1,red,red,11
ENSG00000073605,GSDMB,GSDMB,gasdermin B,darkgrey,darkgrey,1
ENSG00000073614,KDM5A,KDM5A,lysine demethylase 5A,brown,brown,0
ENSG00000073711,PPP2R3A,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,dimgrey,dimgrey,4
ENSG00000073712,FERMT2,FERMT2,FERM domain containing kindlin 2,darkgrey,darkgrey,1
ENSG00000073756,PTGS2,PTGS2,prostaglandin-endoperoxide synthase 2,dimgrey,dimgrey,4
ENSG00000073792,IGF2BP2,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,dimgrey,dimgrey,4
ENSG00000073803,MAP3K13,MAP3K13,mitogen-activated protein kinase kinase kinase 13,whitesmoke,whitesmoke,13
ENSG00000073849,ST6GAL1,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",dimgrey,dimgrey,4
ENSG00000073910,FRY,FRY,FRY microtubule binding protein,dimgrey,dimgrey,4
ENSG00000073921,PICALM,PICALM,phosphatidylinositol binding clathrin assembly protein,dimgrey,dimgrey,4
ENSG00000073969,NSF,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",dimgrey,dimgrey,4
ENSG00000074047,GLI2,GLI2,GLI family zinc finger 2,lightcoral,lightcoral,7
ENSG00000074054,CLASP1,CLASP1,cytoplasmic linker associated protein 1,dimgrey,dimgrey,4
ENSG00000074071,MRPS34,MRPS34,mitochondrial ribosomal protein S34,darkgrey,darkgrey,1
ENSG00000074181,NOTCH3,NOTCH3,notch receptor 3,dimgrey,dimgrey,4
ENSG00000074201,CLNS1A,CLNS1A,chloride nucleotide-sensitive channel 1A,darkgrey,darkgrey,1
ENSG00000074211,PPP2R2C,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma,lightcoral,lightcoral,7
ENSG00000074219,TEAD2,TEAD2,TEA domain transcription factor 2,dimgrey,dimgrey,4
ENSG00000074266,EED,EED,embryonic ectoderm development,darkgrey,darkgrey,1
ENSG00000074319,TSG101,TSG101,tumor susceptibility 101,dimgrey,dimgrey,4
ENSG00000074356,NCBP3,NCBP3,nuclear cap binding subunit 3,darkgrey,darkgrey,1
ENSG00000074370,ATP2A3,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,darkgrey,darkgrey,1
ENSG00000074410,CA12,CA12,carbonic anhydrase 12,dimgrey,dimgrey,4
ENSG00000074416,MGLL,MGLL,monoglyceride lipase,indianred,indianred,6
ENSG00000074527,NTN4,NTN4,netrin 4,snow,snow,12
ENSG00000074582,BCS1L,BCS1L,BCS1 ubiquinol-cytochrome c reductase complex chaperone,dimgrey,dimgrey,4
ENSG00000074590,NUAK1,NUAK1,NUAK family kinase 1,darkgrey,darkgrey,1
ENSG00000074603,DPP8,DPP8,dipeptidyl peptidase 8,dimgrey,dimgrey,4
ENSG00000074621,SLC24A1,SLC24A1,solute carrier family 24 member 1,dimgrey,dimgrey,4
ENSG00000074657,ZNF532,ZNF532,zinc finger protein 532,darkgrey,darkgrey,1
ENSG00000074695,LMAN1,LMAN1,"lectin, mannose binding 1",dimgrey,dimgrey,4
ENSG00000074696,HACD3,HACD3,3-hydroxyacyl-CoA dehydratase 3,darkgrey,darkgrey,1
ENSG00000074755,ZZEF1,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,darkgrey,darkgrey,1
ENSG00000074800,ENO1,ENO1,enolase 1,dimgrey,dimgrey,4
ENSG00000074842,MYDGF,MYDGF,myeloid derived growth factor,darkgrey,darkgrey,1
ENSG00000074855,ANO8,ANO8,anoctamin 8,dimgrey,dimgrey,4
ENSG00000074935,TUBE1,TUBE1,tubulin epsilon 1,dimgrey,dimgrey,4
ENSG00000074964,ARHGEF10L,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,whitesmoke,whitesmoke,13
ENSG00000075089,ACTR6,ACTR6,actin related protein 6,darkgrey,darkgrey,1
ENSG00000075131,TIPIN,TIPIN,TIMELESS interacting protein,dimgrey,dimgrey,4
ENSG00000075142,SRI,SRI,sorcin,dimgrey,dimgrey,4
ENSG00000075151,EIF4G3,EIF4G3,eukaryotic translation initiation factor 4 gamma 3,lightgrey,lightgrey,8
ENSG00000075188,NUP37,NUP37,nucleoporin 37,dimgrey,dimgrey,4
ENSG00000075213,SEMA3A,SEMA3A,semaphorin 3A,lightgrey,lightgrey,8
ENSG00000075218,GTSE1,GTSE1,G2 and S-phase expressed 1,maroon,maroon,9
ENSG00000075223,SEMA3C,SEMA3C,semaphorin 3C,dimgrey,dimgrey,4
ENSG00000075234,TTC38,TTC38,tetratricopeptide repeat domain 38,dimgrey,dimgrey,4
ENSG00000075239,ACAT1,ACAT1,acetyl-CoA acetyltransferase 1,dimgrey,dimgrey,4
ENSG00000075240,GRAMD4,GRAMD4,GRAM domain containing 4,brown,brown,0
ENSG00000075275,CELSR1,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1,darkgrey,darkgrey,1
ENSG00000075292,ZNF638,ZNF638,zinc finger protein 638,darkred,darkred,2
ENSG00000075303,SLC25A40,SLC25A40,solute carrier family 25 member 40,lightcoral,lightcoral,7
ENSG00000075336,TIMM21,TIMM21,translocase of inner mitochondrial membrane 21,dimgrey,dimgrey,4
ENSG00000075391,RASAL2,RASAL2,RAS protein activator like 2,darkgrey,darkgrey,1
ENSG00000075399,VPS9D1,VPS9D1,VPS9 domain containing 1,indianred,indianred,6
ENSG00000075407,ZNF37A,ZNF37A,zinc finger protein 37A,whitesmoke,whitesmoke,13
ENSG00000075413,MARK3,MARK3,microtubule affinity regulating kinase 3,whitesmoke,whitesmoke,13
ENSG00000075415,SLC25A3,SLC25A3,solute carrier family 25 member 3,dimgrey,dimgrey,4
ENSG00000075420,FNDC3B,FNDC3B,fibronectin type III domain containing 3B,indianred,indianred,6
ENSG00000075426,FOSL2,FOSL2,"FOS like 2, AP-1 transcription factor subunit",darkgrey,darkgrey,1
ENSG00000075539,FRYL,FRYL,FRY like transcription coactivator,dimgrey,dimgrey,4
ENSG00000075568,TMEM131,TMEM131,transmembrane protein 131,darkgrey,darkgrey,1
ENSG00000075618,FSCN1,FSCN1,fascin actin-bundling protein 1,darkgrey,darkgrey,1
ENSG00000075624,ACTB,ACTB,actin beta,dimgrey,dimgrey,4
ENSG00000075643,MOCOS,MOCOS,molybdenum cofactor sulfurase,lightcoral,lightcoral,7
ENSG00000075651,PLD1,PLD1,phospholipase D1,snow,snow,12
ENSG00000075702,WDR62,WDR62,WD repeat domain 62,dimgrey,dimgrey,4
ENSG00000075711,DLG1,DLG1,discs large MAGUK scaffold protein 1,darkgrey,darkgrey,1
ENSG00000075785,RAB7A,RAB7A,"RAB7A, member RAS oncogene family",dimgrey,dimgrey,4
ENSG00000075826,SEC31B,SEC31B,"SEC31 homolog B, COPII component",dimgrey,dimgrey,4
ENSG00000075856,SART3,SART3,"spliceosome associated factor 3, U4/U6 recycling protein",snow,snow,12
ENSG00000075914,EXOSC7,EXOSC7,exosome component 7,dimgrey,dimgrey,4
ENSG00000075945,KIFAP3,KIFAP3,kinesin associated protein 3,dimgrey,dimgrey,4
ENSG00000075975,MKRN2,MKRN2,makorin ring finger protein 2,dimgrey,dimgrey,4
ENSG00000076003,MCM6,MCM6,minichromosome maintenance complex component 6,firebrick,firebrick,5
ENSG00000076043,REXO2,REXO2,RNA exonuclease 2,dimgrey,dimgrey,4
ENSG00000076053,RBM7,RBM7,RNA binding motif protein 7,brown,brown,0
ENSG00000076067,RBMS2,RBMS2,RNA binding motif single stranded interacting protein 2,dimgrey,dimgrey,4
ENSG00000076108,BAZ2A,BAZ2A,bromodomain adjacent to zinc finger domain 2A,darkgrey,darkgrey,1
ENSG00000076201,PTPN23,PTPN23,protein tyrosine phosphatase non-receptor type 23,darkgrey,darkgrey,1
ENSG00000076242,MLH1,MLH1,mutL homolog 1,whitesmoke,whitesmoke,13
ENSG00000076248,UNG,UNG,uracil DNA glycosylase,darkgrey,darkgrey,1
ENSG00000076258,FMO4,FMO4,flavin containing dimethylaniline monoxygenase 4,dimgrey,dimgrey,4
ENSG00000076321,KLHL20,KLHL20,kelch like family member 20,brown,brown,0
ENSG00000076344,RGS11,RGS11,regulator of G protein signaling 11,dimgrey,dimgrey,4
ENSG00000076351,SLC46A1,SLC46A1,solute carrier family 46 member 1,dimgrey,dimgrey,4
ENSG00000076356,PLXNA2,PLXNA2,plexin A2,darkgrey,darkgrey,1
ENSG00000076382,SPAG5,SPAG5,sperm associated antigen 5,dimgrey,dimgrey,4
ENSG00000076513,ANKRD13A,ANKRD13A,ankyrin repeat domain 13A,lightcoral,lightcoral,7
ENSG00000076555,ACACB,ACACB,acetyl-CoA carboxylase beta,darkgrey,darkgrey,1
ENSG00000076604,TRAF4,TRAF4,TNF receptor associated factor 4,snow,snow,12
ENSG00000076641,PAG1,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,dimgrey,dimgrey,4
ENSG00000076650,GPATCH1,GPATCH1,G-patch domain containing 1,darkgrey,darkgrey,1
ENSG00000076685,NT5C2,NT5C2,"5'-nucleotidase, cytosolic II",darkgrey,darkgrey,1
ENSG00000076706,MCAM,MCAM,melanoma cell adhesion molecule,darkgrey,darkgrey,1
ENSG00000076716,GPC4,GPC4,glypican 4,snow,snow,12
ENSG00000076770,MBNL3,MBNL3,muscleblind like splicing regulator 3,darkgrey,darkgrey,1
ENSG00000076924,XAB2,XAB2,XPA binding protein 2,dimgrey,dimgrey,4
ENSG00000076928,ARHGEF1,ARHGEF1,Rho guanine nucleotide exchange factor 1,darkgrey,darkgrey,1
ENSG00000076944,STXBP2,STXBP2,syntaxin binding protein 2,dimgrey,dimgrey,4
ENSG00000076984,MAP2K7,MAP2K7,mitogen-activated protein kinase kinase 7,darkgrey,darkgrey,1
ENSG00000077044,DGKD,DGKD,diacylglycerol kinase delta,darkgrey,darkgrey,1
ENSG00000077063,CTTNBP2,CTTNBP2,cortactin binding protein 2,dimgrey,dimgrey,4
ENSG00000077092,RARB,RARB,retinoic acid receptor beta,firebrick,firebrick,5
ENSG00000077097,TOP2B,TOP2B,DNA topoisomerase II beta,dimgrey,dimgrey,4
ENSG00000077147,TM9SF3,TM9SF3,transmembrane 9 superfamily member 3,darkgrey,darkgrey,1
ENSG00000077150,NFKB2,NFKB2,nuclear factor kappa B subunit 2,darkgrey,darkgrey,1
ENSG00000077152,UBE2T,UBE2T,ubiquitin conjugating enzyme E2 T,dimgrey,dimgrey,4
ENSG00000077157,PPP1R12B,PPP1R12B,protein phosphatase 1 regulatory subunit 12B,darkgrey,darkgrey,1
ENSG00000077232,DNAJC10,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,dimgrey,dimgrey,4
ENSG00000077235,GTF3C1,GTF3C1,general transcription factor IIIC subunit 1,darkgrey,darkgrey,1
ENSG00000077238,IL4R,IL4R,interleukin 4 receptor,darkgrey,darkgrey,1
ENSG00000077254,USP33,USP33,ubiquitin specific peptidase 33,darkgrey,darkgrey,1
ENSG00000077264,PAK3,PAK3,p21 (RAC1) activated kinase 3,snow,snow,12
ENSG00000077312,SNRPA,SNRPA,small nuclear ribonucleoprotein polypeptide A,darkgrey,darkgrey,1
ENSG00000077348,EXOSC5,EXOSC5,exosome component 5,darkgrey,darkgrey,1
ENSG00000077380,DYNC1I2,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,whitesmoke,whitesmoke,13
ENSG00000077420,APBB1IP,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,dimgrey,dimgrey,4
ENSG00000077458,FAM76B,FAM76B,family with sequence similarity 76 member B,darkgrey,darkgrey,1
ENSG00000077463,SIRT6,SIRT6,sirtuin 6,darkgrey,darkgrey,1
ENSG00000077514,POLD3,POLD3,"DNA polymerase delta 3, accessory subunit",brown,brown,0
ENSG00000077549,CAPZB,CAPZB,capping actin protein of muscle Z-line subunit beta,darkgrey,darkgrey,1
ENSG00000077585,GPR137B,GPR137B,G protein-coupled receptor 137B,dimgrey,dimgrey,4
ENSG00000077684,JADE1,JADE1,jade family PHD finger 1,dimgrey,dimgrey,4
ENSG00000077713,SLC25A43,SLC25A43,solute carrier family 25 member 43,dimgrey,dimgrey,4
ENSG00000077721,UBE2A,UBE2A,ubiquitin conjugating enzyme E2 A,dimgrey,dimgrey,4
ENSG00000077782,FGFR1,FGFR1,fibroblast growth factor receptor 1,darkgrey,darkgrey,1
ENSG00000077942,FBLN1,FBLN1,fibulin 1,darkgrey,darkgrey,1
ENSG00000077943,ITGA8,ITGA8,integrin subunit alpha 8,darkgrey,darkgrey,1
ENSG00000078018,MAP2,MAP2,microtubule associated protein 2,darkgrey,darkgrey,1
ENSG00000078043,PIAS2,PIAS2,protein inhibitor of activated STAT 2,dimgrey,dimgrey,4
ENSG00000078053,AMPH,AMPH,amphiphysin,whitesmoke,whitesmoke,13
ENSG00000078061,ARAF,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",darkgrey,darkgrey,1
ENSG00000078070,MCCC1,MCCC1,methylcrotonyl-CoA carboxylase subunit 1,snow,snow,12
ENSG00000078098,FAP,FAP,fibroblast activation protein alpha,darkgrey,darkgrey,1
ENSG00000078124,ACER3,ACER3,alkaline ceramidase 3,dimgrey,dimgrey,4
ENSG00000078140,UBE2K,UBE2K,ubiquitin conjugating enzyme E2 K,darkgrey,darkgrey,1
ENSG00000078142,PIK3C3,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,dimgrey,dimgrey,4
ENSG00000078177,N4BP2,N4BP2,NEDD4 binding protein 2,darkgrey,darkgrey,1
ENSG00000078237,TIGAR,TIGAR,TP53 induced glycolysis regulatory phosphatase,whitesmoke,whitesmoke,13
ENSG00000078246,TULP3,TULP3,TUB like protein 3,darkgrey,darkgrey,1
ENSG00000078269,SYNJ2,SYNJ2,synaptojanin 2,whitesmoke,whitesmoke,13
ENSG00000078304,PPP2R5C,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,maroon,maroon,9
ENSG00000078369,GNB1,GNB1,G protein subunit beta 1,dimgrey,dimgrey,4
ENSG00000078401,EDN1,EDN1,endothelin 1,dimgrey,dimgrey,4
ENSG00000078403,MLLT10,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,firebrick,firebrick,5
ENSG00000078487,ZCWPW1,ZCWPW1,zinc finger CW-type and PWWP domain containing 1,darkgrey,darkgrey,1
ENSG00000078618,NRDC,NRDC,nardilysin convertase,lightgrey,lightgrey,8
ENSG00000078668,VDAC3,VDAC3,voltage dependent anion channel 3,dimgrey,dimgrey,4
ENSG00000078674,PCM1,PCM1,pericentriolar material 1,lightcoral,lightcoral,7
ENSG00000078687,TNRC6C,TNRC6C,trinucleotide repeat containing adaptor 6C,darkred,darkred,2
ENSG00000078699,CBFA2T2,CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,dimgrey,dimgrey,4
ENSG00000078747,ITCH,ITCH,itchy E3 ubiquitin protein ligase,brown,brown,0
ENSG00000078795,PKD2L2,PKD2L2,"polycystin 2 like 2, transient receptor potential cation channel",lightgrey,lightgrey,8
ENSG00000078804,TP53INP2,TP53INP2,tumor protein p53 inducible nuclear protein 2,whitesmoke,whitesmoke,13
ENSG00000078808,SDF4,SDF4,stromal cell derived factor 4,dimgrey,dimgrey,4
ENSG00000078900,TP73,TP73,tumor protein p73,dimgrey,dimgrey,4
ENSG00000078967,UBE2D4,UBE2D4,ubiquitin conjugating enzyme E2 D4,dimgrey,dimgrey,4
ENSG00000079102,RUNX1T1,RUNX1T1,RUNX1 partner transcriptional co-repressor 1,darkgrey,darkgrey,1
ENSG00000079134,THOC1,THOC1,THO complex subunit 1,dimgrey,dimgrey,4
ENSG00000079150,FKBP7,FKBP7,FKBP prolyl isomerase 7,dimgrey,dimgrey,4
ENSG00000079156,OSBPL6,OSBPL6,oxysterol binding protein like 6,darkgrey,darkgrey,1
ENSG00000079215,SLC1A3,SLC1A3,solute carrier family 1 member 3,lightcoral,lightcoral,7
ENSG00000079246,XRCC5,XRCC5,X-ray repair cross complementing 5,dimgrey,dimgrey,4
ENSG00000079257,LXN,LXN,latexin,dimgrey,dimgrey,4
ENSG00000079263,SP140,SP140,SP140 nuclear body protein,maroon,maroon,9
ENSG00000079277,MKNK1,MKNK1,MAPK interacting serine/threonine kinase 1,dimgrey,dimgrey,4
ENSG00000079308,TNS1,TNS1,tensin 1,dimgrey,dimgrey,4
ENSG00000079313,REXO1,REXO1,RNA exonuclease 1 homolog,darkgrey,darkgrey,1
ENSG00000079332,SAR1A,SAR1A,secretion associated Ras related GTPase 1A,lightgrey,lightgrey,8
ENSG00000079335,CDC14A,CDC14A,cell division cycle 14A,dimgrey,dimgrey,4
ENSG00000079337,RAPGEF3,RAPGEF3,Rap guanine nucleotide exchange factor 3,brown,brown,0
ENSG00000079387,SENP1,SENP1,SUMO specific peptidase 1,darkgrey,darkgrey,1
ENSG00000079432,CIC,CIC,capicua transcriptional repressor,darkgrey,darkgrey,1
ENSG00000079435,LIPE,LIPE,"lipase E, hormone sensitive type",darkgrey,darkgrey,1
ENSG00000079459,FDFT1,FDFT1,farnesyl-diphosphate farnesyltransferase 1,dimgrey,dimgrey,4
ENSG00000079462,PAFAH1B3,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,darkgrey,darkgrey,1
ENSG00000079482,OPHN1,OPHN1,oligophrenin 1,dimgrey,dimgrey,4
ENSG00000079616,KIF22,KIF22,kinesin family member 22,dimgrey,dimgrey,4
ENSG00000079691,CARMIL1,CARMIL1,capping protein regulator and myosin 1 linker 1,dimgrey,dimgrey,4
ENSG00000079739,PGM1,PGM1,phosphoglucomutase 1,dimgrey,dimgrey,4
ENSG00000079785,DDX1,DDX1,DEAD-box helicase 1,dimgrey,dimgrey,4
ENSG00000079805,DNM2,DNM2,dynamin 2,darkgrey,darkgrey,1
ENSG00000079819,EPB41L2,EPB41L2,erythrocyte membrane protein band 4.1 like 2,darkgrey,darkgrey,1
ENSG00000079841,RIMS1,RIMS1,regulating synaptic membrane exocytosis 1,dimgrey,dimgrey,4
ENSG00000079931,MOXD1,MOXD1,monooxygenase DBH like 1,darkgrey,darkgrey,1
ENSG00000079950,STX7,STX7,syntaxin 7,lightgrey,lightgrey,8
ENSG00000079974,RABL2B,RABL2B,"RAB, member of RAS oncogene family like 2B",darkgrey,darkgrey,1
ENSG00000079999,KEAP1,KEAP1,kelch like ECH associated protein 1,darkgrey,darkgrey,1
ENSG00000080007,DDX43,DDX43,DEAD-box helicase 43,brown,brown,0
ENSG00000080031,PTPRH,PTPRH,protein tyrosine phosphatase receptor type H,dimgrey,dimgrey,4
ENSG00000080189,SLC35H1,SLC35H1,solute carrier family 35 member H1,dimgrey,dimgrey,4
ENSG00000080200,CRYBG3,CRYBG3,crystallin beta-gamma domain containing 3,darkgrey,darkgrey,1
ENSG00000080298,RFX3,RFX3,regulatory factor X3,darkgrey,darkgrey,1
ENSG00000080345,RIF1,RIF1,replication timing regulatory factor 1,brown,brown,0
ENSG00000080371,RAB21,RAB21,"RAB21, member RAS oncogene family",dimgrey,dimgrey,4
ENSG00000080493,SLC4A4,SLC4A4,solute carrier family 4 member 4,darkgrey,darkgrey,1
ENSG00000080503,SMARCA2,SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2,whitesmoke,whitesmoke,13
ENSG00000080546,SESN1,SESN1,sestrin 1,lightgrey,lightgrey,8
ENSG00000080561,MID2,MID2,midline 2,brown,brown,0
ENSG00000080573,COL5A3,COL5A3,collagen type V alpha 3 chain,darkgrey,darkgrey,1
ENSG00000080603,SRCAP,SRCAP,Snf2 related CREBBP activator protein,dimgrey,dimgrey,4
ENSG00000080608,PUM3,PUM3,pumilio RNA binding family member 3,darkgrey,darkgrey,1
ENSG00000080709,KCNN2,KCNN2,potassium calcium-activated channel subfamily N member 2,dimgrey,dimgrey,4
ENSG00000080802,CNOT4,CNOT4,CCR4-NOT transcription complex subunit 4,brown,brown,0
ENSG00000080815,PSEN1,PSEN1,presenilin 1,dimgrey,dimgrey,4
ENSG00000080819,CPOX,CPOX,coproporphyrinogen oxidase,darkgrey,darkgrey,1
ENSG00000080822,CLDND1,CLDND1,claudin domain containing 1,dimgrey,dimgrey,4
ENSG00000080823,MOK,MOK,MOK protein kinase,darkgrey,darkgrey,1
ENSG00000080824,HSP90AA1,HSP90AA1,heat shock protein 90 alpha family class A member 1,dimgrey,dimgrey,4
