#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DHX16	DHX38	9606.ENSP00000365625	9606.ENSP00000268482	0	0	0.093	0.883	0.158	0.994	0.400	0.130	0.997
DHX16	UPF3B	9606.ENSP00000365625	9606.ENSP00000276201	0	0	0	0	0.083	0	0.400	0.073	0.445
DHX16	EIF4A1	9606.ENSP00000365625	9606.ENSP00000293831	0	0	0	0	0.081	0.122	0	0.457	0.524
DHX16	PRPF31	9606.ENSP00000365625	9606.ENSP00000324122	0	0	0	0	0.102	0.309	0.900	0.505	0.965
DHX16	MAGOH	9606.ENSP00000365625	9606.ENSP00000360525	0	0	0	0	0.055	0	0.400	0.164	0.484
DHX16	WDR46	9606.ENSP00000365625	9606.ENSP00000363746	0	0	0	0	0.271	0.190	0	0.315	0.561
DHX16	PPIL2	9606.ENSP00000365625	9606.ENSP00000486725	0	0	0	0	0.092	0.811	0.800	0.314	0.973
DHX38	EIF4A1	9606.ENSP00000268482	9606.ENSP00000293831	0	0	0	0	0.070	0.122	0	0.407	0.474
DHX38	PPIL2	9606.ENSP00000268482	9606.ENSP00000486725	0	0	0	0	0.172	0.098	0	0.456	0.558
DHX38	PRPF31	9606.ENSP00000268482	9606.ENSP00000324122	0	0	0	0	0.148	0.125	0	0.649	0.715
DHX38	UPF3B	9606.ENSP00000268482	9606.ENSP00000276201	0	0	0	0	0.057	0	0.800	0.137	0.823
DHX38	MAGOH	9606.ENSP00000268482	9606.ENSP00000360525	0	0	0	0	0.055	0.800	0.500	0.189	0.913
DMPK	HSPB2	9606.ENSP00000345997	9606.ENSP00000302476	0	0	0	0	0.075	0.478	0	0.507	0.741
DNAJB5	ING3	9606.ENSP00000404079	9606.ENSP00000320566	0	0	0	0	0.055	0.197	0	0.377	0.486
DNAJB5	HSP90AA1	9606.ENSP00000404079	9606.ENSP00000335153	0.042	0	0	0	0.293	0.133	0	0.316	0.544
DNAJB5	VGLL4	9606.ENSP00000404079	9606.ENSP00000404251	0	0	0	0	0	0	0	0.418	0.418
DNAJB5	HSPA8	9606.ENSP00000404079	9606.ENSP00000437125	0.041	0	0.382	0	0.236	0.599	0.162	0.695	0.943
DNALI1	LRRC23	9606.ENSP00000296218	9606.ENSP00000390932	0	0	0	0	0.217	0	0	0.307	0.435
DNALI1	GNL2	9606.ENSP00000296218	9606.ENSP00000362153	0	0	0	0	0	0	0	0.587	0.587
DOHH	PAOX	9606.ENSP00000398882	9606.ENSP00000278060	0	0	0	0	0.083	0	0	0.474	0.497
DOHH	TSSC4	9606.ENSP00000398882	9606.ENSP00000331087	0	0	0	0	0.548	0	0	0	0.548
DOHH	MT-ND1	9606.ENSP00000398882	9606.ENSP00000354687	0	0	0	0	0.549	0	0	0	0.549
DOHH	SUCLA2	9606.ENSP00000398882	9606.ENSP00000494360	0	0	0	0	0.042	0	0.517	0.071	0.532
DPY30	PRPF31	9606.ENSP00000345837	9606.ENSP00000324122	0	0	0	0	0.049	0	0.540	0	0.543
DPY30	MEN1	9606.ENSP00000345837	9606.ENSP00000337088	0	0	0	0	0.108	0.493	0.540	0.684	0.925
DPY30	PRMT1	9606.ENSP00000345837	9606.ENSP00000406162	0	0	0	0	0.066	0	0.500	0.121	0.554
DPY30	TAF1	9606.ENSP00000345837	9606.ENSP00000406549	0	0	0	0	0	0	0.540	0.102	0.569
DPY30	MEA1	9606.ENSP00000345837	9606.ENSP00000495612	0	0	0	0	0.183	0.529	0	0	0.598
DPY30	H2BC12	9606.ENSP00000345837	9606.ENSP00000349430	0	0	0	0	0.047	0.800	0	0.138	0.821
DPY30	H4C3	9606.ENSP00000345837	9606.ENSP00000367034	0	0	0	0	0.068	0.857	0	0.066	0.865
DUS4L	QTRT1	9606.ENSP00000265720	9606.ENSP00000250237	0.045	0	0	0	0.133	0	0	0.374	0.436
DUS4L	METTL5	9606.ENSP00000265720	9606.ENSP00000260953	0	0.494	0	0	0.073	0	0	0.060	0.521
EEF1A1	FKBP4	9606.ENSP00000339063	9606.ENSP00000001008	0	0	0	0	0.109	0	0	0.433	0.473
EEF1A1	GRN	9606.ENSP00000339063	9606.ENSP00000053867	0	0	0	0	0.042	0.292	0	0.245	0.443
EEF1A1	PSMC4	9606.ENSP00000339063	9606.ENSP00000157812	0	0.004	0	0	0.267	0.124	0	0.267	0.488
EEF1A1	RPL35	9606.ENSP00000339063	9606.ENSP00000259469	0	0	0	0	0.475	0.867	0.500	0.225	0.969
EEF1A1	MARS1	9606.ENSP00000339063	9606.ENSP00000262027	0	0	0	0	0.387	0.411	0	0.484	0.797
EEF1A1	PXN	9606.ENSP00000339063	9606.ENSP00000267257	0	0	0	0	0.070	0	0	0.407	0.425
EEF1A1	RPS3	9606.ENSP00000339063	9606.ENSP00000278572	0	0	0	0	0.910	0.874	0.500	0.654	0.997
EEF1A1	EIF4A1	9606.ENSP00000339063	9606.ENSP00000293831	0	0	0	0	0.617	0.249	0	0.793	0.935
EEF1A1	RPS23	9606.ENSP00000339063	9606.ENSP00000296674	0.111	0	0	0	0.580	0.913	0.500	0.546	0.991
EEF1A1	PLK1	9606.ENSP00000339063	9606.ENSP00000300093	0	0	0	0	0.067	0	0	0.416	0.431
EEF1A1	RPS15A	9606.ENSP00000339063	9606.ENSP00000318646	0	0	0	0	0.518	0.905	0.500	0.229	0.980
EEF1A1	HSP90AA1	9606.ENSP00000339063	9606.ENSP00000335153	0	0	0	0	0.473	0.304	0	0.726	0.891
EEF1A1	SLC45A3	9606.ENSP00000339063	9606.ENSP00000356113	0	0	0	0	0.067	0	0	0.401	0.417
EEF1A1	TUBB4B	9606.ENSP00000339063	9606.ENSP00000341289	0	0	0	0	0.184	0	0	0.376	0.469
EEF1A1	RUSC2	9606.ENSP00000339063	9606.ENSP00000393922	0	0	0	0	0.092	0	0	0.441	0.470
EEF1A1	MT-ND1	9606.ENSP00000339063	9606.ENSP00000354687	0	0	0	0	0.135	0	0	0.448	0.502
EEF1A1	PDIA6	9606.ENSP00000339063	9606.ENSP00000385385	0	0.002	0	0	0.098	0.066	0	0.474	0.519
EEF1A1	PPA1	9606.ENSP00000339063	9606.ENSP00000362329	0	0	0	0	0.408	0.132	0	0.209	0.558
EEF1A1	POLR2A	9606.ENSP00000339063	9606.ENSP00000461879	0	0	0	0	0.049	0.188	0	0.502	0.581
EEF1A1	HSPA8	9606.ENSP00000339063	9606.ENSP00000437125	0	0.025	0	0	0.441	0.693	0	0.683	0.941
EEF1A1	RPL26	9606.ENSP00000339063	9606.ENSP00000463784	0	0	0	0	0.562	0.810	0.500	0.252	0.964
EEF1A1	RPS26	9606.ENSP00000339063	9606.ENSP00000348849	0	0	0	0	0.619	0.800	0.500	0.208	0.965
EEF1A1	RPS25	9606.ENSP00000339063	9606.ENSP00000435096	0	0	0	0	0.560	0.806	0.500	0.347	0.968
EEF1A1	GAPDH	9606.ENSP00000339063	9606.ENSP00000380070	0	0	0	0	0.341	0.624	0	0.898	0.972
EEF1A1	RPS27	9606.ENSP00000339063	9606.ENSP00000499044	0	0	0	0	0.475	0.890	0.500	0.378	0.979
EEF1A1	RPL12	9606.ENSP00000339063	9606.ENSP00000354739	0	0	0	0	0.690	0.841	0.500	0.484	0.985
EEF1A1	RPL31	9606.ENSP00000339063	9606.ENSP00000386717	0	0	0	0	0.755	0.907	0.500	0.188	0.989
EEF1A1	RPSA	9606.ENSP00000339063	9606.ENSP00000389351	0	0	0	0	0.857	0.849	0.500	0.477	0.993
EEF1A1	RPL3	9606.ENSP00000339063	9606.ENSP00000346001	0	0	0	0	0.856	0.879	0.500	0.551	0.995
EEF1A1	RPL7	9606.ENSP00000339063	9606.ENSP00000339795	0	0	0	0	0.848	0.884	0.500	0.578	0.995
EEF1A1	RPS3A	9606.ENSP00000339063	9606.ENSP00000346050	0	0	0	0	0.928	0.917	0.500	0.392	0.997
EEF1A1	RPS2	9606.ENSP00000339063	9606.ENSP00000341885	0	0	0	0	0.926	0.918	0.500	0.642	0.998
EIF4A1	PSMC4	9606.ENSP00000293831	9606.ENSP00000157812	0	0	0	0	0.176	0.071	0	0.317	0.432
EIF4A1	FXR2	9606.ENSP00000293831	9606.ENSP00000250113	0	0	0	0	0.131	0.094	0	0.655	0.705
EIF4A1	RPL35	9606.ENSP00000293831	9606.ENSP00000259469	0	0	0	0	0.320	0.209	0	0.205	0.535
EIF4A1	MARS1	9606.ENSP00000293831	9606.ENSP00000262027	0.043	0	0	0	0.239	0.094	0	0.561	0.672
EIF4A1	UPF3B	9606.ENSP00000293831	9606.ENSP00000276201	0	0	0	0	0.049	0.111	0	0.751	0.771
EIF4A1	RPS3	9606.ENSP00000293831	9606.ENSP00000278572	0	0	0	0	0.754	0.815	0	0.623	0.981
EIF4A1	PPA1	9606.ENSP00000293831	9606.ENSP00000362329	0	0.009	0	0	0.222	0.066	0	0.342	0.480
EIF4A1	FLNA	9606.ENSP00000293831	9606.ENSP00000358866	0	0	0	0	0.074	0	0	0.462	0.481
EIF4A1	HSPB2	9606.ENSP00000293831	9606.ENSP00000302476	0	0	0	0	0	0.045	0	0.480	0.482
EIF4A1	SRP9	9606.ENSP00000293831	9606.ENSP00000305230	0	0	0	0	0.067	0.185	0	0.490	0.578
EIF4A1	HSP90AA1	9606.ENSP00000293831	9606.ENSP00000335153	0.042	0	0	0	0.357	0.100	0	0.394	0.619
EIF4A1	PRMT1	9606.ENSP00000293831	9606.ENSP00000406162	0	0	0	0	0.346	0.331	0	0.210	0.625
EIF4A1	RPL12	9606.ENSP00000293831	9606.ENSP00000354739	0	0	0	0	0.493	0.141	0	0.242	0.641
EIF4A1	RPL31	9606.ENSP00000293831	9606.ENSP00000386717	0	0	0	0	0.592	0.209	0	0.057	0.669
EIF4A1	GAPDH	9606.ENSP00000293831	9606.ENSP00000380070	0.042	0	0	0	0.270	0.046	0.114	0.555	0.689
EIF4A1	RPL3	9606.ENSP00000293831	9606.ENSP00000346001	0	0	0	0	0.608	0.247	0	0.240	0.756
EIF4A1	RPL26	9606.ENSP00000293831	9606.ENSP00000463784	0	0	0	0	0.589	0.265	0	0.315	0.775
EIF4A1	HSPA8	9606.ENSP00000293831	9606.ENSP00000437125	0	0	0	0	0.688	0.187	0	0.282	0.802
EIF4A1	RPL7	9606.ENSP00000293831	9606.ENSP00000339795	0	0	0	0	0.770	0.159	0	0.325	0.858
EIF4A1	UPF2	9606.ENSP00000293831	9606.ENSP00000348708	0	0	0	0	0.163	0.288	0	0.798	0.869
EIF4A1	RPS27	9606.ENSP00000293831	9606.ENSP00000499044	0	0	0	0	0.286	0.809	0	0.196	0.881
EIF4A1	RPS15A	9606.ENSP00000293831	9606.ENSP00000318646	0	0	0	0	0.358	0.808	0	0.378	0.916
EIF4A1	RPS25	9606.ENSP00000293831	9606.ENSP00000435096	0	0	0	0	0.337	0.805	0	0.420	0.918
EIF4A1	MAGOH	9606.ENSP00000293831	9606.ENSP00000360525	0	0	0	0	0.217	0.476	0	0.823	0.921
EIF4A1	RPS23	9606.ENSP00000293831	9606.ENSP00000296674	0	0	0	0	0.493	0.806	0	0.263	0.921
EIF4A1	RPS26	9606.ENSP00000293831	9606.ENSP00000348849	0	0	0	0	0.564	0.838	0	0.265	0.943
EIF4A1	RPS2	9606.ENSP00000293831	9606.ENSP00000341885	0	0	0	0	0.655	0.811	0	0.329	0.952
EIF4A1	RPS3A	9606.ENSP00000293831	9606.ENSP00000346050	0	0.008	0	0	0.789	0.810	0	0.278	0.968
EIF4A1	RPSA	9606.ENSP00000293831	9606.ENSP00000389351	0	0	0	0	0.829	0.842	0	0.271	0.978
EMC4	SPCS1	9606.ENSP00000267750	9606.ENSP00000233025	0	0	0	0	0.441	0.080	0	0.445	0.690
EMC4	NDUFA12	9606.ENSP00000267750	9606.ENSP00000330737	0	0	0	0	0.412	0	0	0	0.412
EMC4	RPL7	9606.ENSP00000267750	9606.ENSP00000339795	0	0	0	0	0.082	0.422	0	0	0.446
EMILIN1	LTBP3	9606.ENSP00000369677	9606.ENSP00000301873	0	0	0	0	0.137	0.091	0	0.306	0.408
EMILIN1	ITGA3	9606.ENSP00000369677	9606.ENSP00000315190	0	0	0	0	0.042	0	0.540	0.052	0.545
EML2	TUBB4B	9606.ENSP00000468312	9606.ENSP00000341289	0	0	0	0	0.054	0.477	0	0.056	0.492
EMP3	PLP2	9606.ENSP00000469194	9606.ENSP00000365505	0	0	0	0	0.238	0.237	0	0.060	0.406
EPB41L3	TWF2	9606.ENSP00000343158	9606.ENSP00000303908	0	0	0	0	0.042	0	0.500	0	0.500
EPB41L3	PRMT1	9606.ENSP00000343158	9606.ENSP00000406162	0	0	0	0	0.049	0	0	0.564	0.567
EPN2	NEURL1B	9606.ENSP00000320543	9606.ENSP00000358815	0	0	0	0	0.044	0.301	0	0.240	0.447
EPN2	MAP1LC3A	9606.ENSP00000320543	9606.ENSP00000363970	0	0	0	0	0.057	0.071	0	0.433	0.461
EPN2	FZD4	9606.ENSP00000320543	9606.ENSP00000434034	0	0	0	0	0.058	0	0.500	0	0.508
ERMARD	MKKS	9606.ENSP00000355735	9606.ENSP00000246062	0	0	0	0	0.191	0.480	0.290	0.119	0.701
ERMARD	HSP90AA1	9606.ENSP00000355735	9606.ENSP00000335153	0	0	0	0	0.339	0.127	0	0.116	0.445
ERMARD	FLNA	9606.ENSP00000355735	9606.ENSP00000358866	0	0	0	0	0.057	0	0	0.442	0.451
ERMARD	INTS8	9606.ENSP00000355735	9606.ENSP00000430338	0	0	0	0	0	0	0	0.507	0.507
ERN1	WFS1	9606.ENSP00000401445	9606.ENSP00000226760	0	0	0	0	0.047	0	0	0.598	0.600
ERN1	OS9	9606.ENSP00000401445	9606.ENSP00000318165	0	0	0	0	0	0.338	0	0.418	0.598
ERN1	HSP90AA1	9606.ENSP00000401445	9606.ENSP00000335153	0	0	0	0	0	0.362	0	0.796	0.864
ERN1	FLNA	9606.ENSP00000401445	9606.ENSP00000358866	0	0	0	0	0	0.071	0	0.770	0.777
ERN1	SQSTM1	9606.ENSP00000401445	9606.ENSP00000374455	0	0	0	0	0.049	0.099	0	0.691	0.712
ERN1	GAPDH	9606.ENSP00000401445	9606.ENSP00000380070	0	0.003	0	0	0	0	0	0.594	0.594
ERN1	PDIA6	9606.ENSP00000401445	9606.ENSP00000385385	0	0	0	0	0.042	0.341	0	0.707	0.799
ERN1	PRORP	9606.ENSP00000401445	9606.ENSP00000440915	0	0	0	0	0	0	0.720	0.064	0.726
EXOC6	VPS53	9606.ENSP00000260762	9606.ENSP00000401435	0	0	0	0	0.042	0.546	0	0.546	0.785
EXOSC3	RPS23	9606.ENSP00000323046	9606.ENSP00000296674	0	0	0	0	0.100	0.429	0	0.126	0.511
EXOSC3	GNL2	9606.ENSP00000323046	9606.ENSP00000362153	0	0	0	0	0.364	0	0	0.095	0.400
EXOSC3	RPS2	9606.ENSP00000323046	9606.ENSP00000341885	0	0	0	0	0.080	0	0.400	0.061	0.436
EXOSC3	RPS3A	9606.ENSP00000323046	9606.ENSP00000346050	0	0	0	0	0.101	0.429	0	0	0.464
EXOSC3	TOE1	9606.ENSP00000323046	9606.ENSP00000361162	0	0	0	0	0.076	0	0	0.491	0.509
EXOSC3	KHSRP	9606.ENSP00000323046	9606.ENSP00000381216	0	0	0	0	0.153	0	0.500	0.159	0.612
EXOSC3	WDR46	9606.ENSP00000323046	9606.ENSP00000363746	0	0	0	0	0.320	0.507	0.400	0	0.781
EXOSC3	IMP3	9606.ENSP00000323046	9606.ENSP00000326981	0.041	0	0	0	0.490	0.507	0.400	0	0.836
FAM43A	NEURL1B	9606.ENSP00000371397	9606.ENSP00000358815	0	0	0	0	0.049	0	0	0.406	0.411
FAM50B	GNAS	9606.ENSP00000369627	9606.ENSP00000360141	0	0	0	0	0	0	0	0.479	0.479
FAM53C	PLK1	9606.ENSP00000239906	9606.ENSP00000300093	0	0	0	0	0	0.619	0	0.068	0.629
FAM89A	UBXN2B	9606.ENSP00000355614	9606.ENSP00000382507	0	0	0	0	0.055	0.477	0	0	0.484
FASTK	MTERF3	9606.ENSP00000297532	9606.ENSP00000287025	0	0	0	0	0.049	0	0	0.496	0.500
FBXO28	FBXO34	9606.ENSP00000355827	9606.ENSP00000313159	0	0	0	0	0.318	0	0	0.434	0.597
FERMT1	ITGA3	9606.ENSP00000217289	9606.ENSP00000315190	0	0	0	0	0.102	0	0	0.361	0.401
FERMT1	FLNA	9606.ENSP00000217289	9606.ENSP00000358866	0	0	0	0	0	0.088	0	0.407	0.436
FERMT1	PXN	9606.ENSP00000217289	9606.ENSP00000267257	0	0	0	0	0	0	0	0.467	0.467
FERMT1	LAMB3	9606.ENSP00000217289	9606.ENSP00000375778	0	0	0	0	0.181	0	0	0.452	0.533
FKBP1C	PPP3R1	9606.ENSP00000359693	9606.ENSP00000234310	0	0	0	0	0.074	0.747	0	0.170	0.788
FKBP1C	RPS3	9606.ENSP00000359693	9606.ENSP00000278572	0	0	0	0	0.111	0.422	0	0	0.464
FKBP1C	HSP90AA1	9606.ENSP00000359693	9606.ENSP00000335153	0	0	0	0	0.083	0.125	0	0.589	0.641
FKBP1C	RPS2	9606.ENSP00000359693	9606.ENSP00000341885	0	0	0	0	0.129	0.319	0	0.090	0.413
FKBP1C	RPSA	9606.ENSP00000359693	9606.ENSP00000389351	0	0	0	0	0.186	0.297	0	0.052	0.410
FKBP4	PRDX2	9606.ENSP00000001008	9606.ENSP00000301522	0	0	0	0	0.101	0.047	0	0.474	0.510
FKBP4	PTEN	9606.ENSP00000001008	9606.ENSP00000361021	0	0	0	0	0.055	0.045	0	0.514	0.523
FKBP4	SERPINB2	9606.ENSP00000001008	9606.ENSP00000401645	0	0	0	0	0.067	0	0	0.704	0.712
FKBP4	HSPA8	9606.ENSP00000001008	9606.ENSP00000437125	0	0	0	0	0.174	0.093	0.500	0.863	0.942
FKBP4	HSP90AA1	9606.ENSP00000001008	9606.ENSP00000335153	0	0	0	0	0.332	0.869	0.500	0.998	0.999
FLNA	HDAC5	9606.ENSP00000358866	9606.ENSP00000225983	0	0	0	0	0.056	0.292	0	0.491	0.630
FLNA	PXN	9606.ENSP00000358866	9606.ENSP00000267257	0	0	0	0	0.178	0.048	0	0.987	0.989
FLNA	GRASP	9606.ENSP00000358866	9606.ENSP00000293662	0	0	0	0	0.044	0	0	0.679	0.680
FLNA	SH3PXD2B	9606.ENSP00000358866	9606.ENSP00000309714	0	0	0	0	0.073	0	0	0.472	0.489
FLNA	PDLIM2	9606.ENSP00000358866	9606.ENSP00000312634	0	0	0	0	0.069	0.095	0	0.577	0.613
FLNA	ITGA3	9606.ENSP00000358866	9606.ENSP00000315190	0	0	0	0	0.102	0	0.650	0.219	0.733
FLNA	HSP90AA1	9606.ENSP00000358866	9606.ENSP00000335153	0	0	0	0	0.061	0.132	0	0.510	0.566
FLNA	MAP3K3	9606.ENSP00000358866	9606.ENSP00000354927	0	0	0	0	0.067	0.460	0	0.051	0.480
FLNA	TAGLN2	9606.ENSP00000358866	9606.ENSP00000357076	0	0	0	0	0.199	0	0.400	0.425	0.699
FLNA	SQSTM1	9606.ENSP00000358866	9606.ENSP00000374455	0	0	0	0	0.062	0.292	0	0.220	0.436
FLNA	KRT18	9606.ENSP00000358866	9606.ENSP00000373489	0	0	0	0	0.048	0	0	0.450	0.454
FLNA	GAPDH	9606.ENSP00000358866	9606.ENSP00000380070	0	0	0	0	0.096	0	0	0.442	0.474
FLNA	HSPA8	9606.ENSP00000358866	9606.ENSP00000437125	0	0	0	0	0.058	0	0	0.507	0.516
FLNA	HSPB7	9606.ENSP00000358866	9606.ENSP00000364870	0	0	0	0	0.114	0.673	0	0.940	0.981
FLOT1	LRFN3	9606.ENSP00000365569	9606.ENSP00000246529	0	0	0	0	0	0	0.700	0.256	0.767
FLOT1	MCAM	9606.ENSP00000365569	9606.ENSP00000264036	0	0	0	0	0.042	0	0.400	0.102	0.438
FLOT1	MFGE8	9606.ENSP00000365569	9606.ENSP00000268150	0	0	0	0	0.049	0	0	0.496	0.500
FLOT1	HSP90AA1	9606.ENSP00000365569	9606.ENSP00000335153	0	0	0	0	0.042	0	0	0.612	0.612
FLOT1	GOLGA2	9606.ENSP00000365569	9606.ENSP00000416097	0	0	0	0	0.049	0	0	0.453	0.457
FLOT1	HSPA8	9606.ENSP00000365569	9606.ENSP00000437125	0	0	0	0	0.044	0	0	0.637	0.639
FLOT1	GAPDH	9606.ENSP00000365569	9606.ENSP00000380070	0	0	0	0	0.105	0	0	0.662	0.685
FOS	HDAC5	9606.ENSP00000306245	9606.ENSP00000225983	0	0	0	0	0.042	0.107	0	0.375	0.418
FOS	HES1	9606.ENSP00000306245	9606.ENSP00000232424	0	0	0	0	0.149	0.054	0	0.376	0.454
FOS	JDP2	9606.ENSP00000306245	9606.ENSP00000267569	0	0	0	0.762	0.125	0	0	0.697	0.723
FOS	LEPR	9606.ENSP00000306245	9606.ENSP00000330393	0	0	0	0	0.047	0	0	0.401	0.404
FOS	PER1	9606.ENSP00000306245	9606.ENSP00000314420	0	0	0	0	0.098	0	0	0.372	0.409
FOS	MAP2K7	9606.ENSP00000306245	9606.ENSP00000381070	0	0	0	0	0	0.115	0	0.365	0.414
FOS	RPS3A	9606.ENSP00000306245	9606.ENSP00000346050	0	0	0	0	0.048	0.071	0	0.411	0.433
FOS	MMP14	9606.ENSP00000306245	9606.ENSP00000308208	0	0	0	0	0	0	0	0.475	0.475
FOS	NDRG1	9606.ENSP00000306245	9606.ENSP00000404854	0	0	0	0	0.092	0	0	0.456	0.486
FOS	MAP2K3	9606.ENSP00000306245	9606.ENSP00000345083	0	0	0	0	0.059	0	0	0.487	0.497
FOS	POLR2A	9606.ENSP00000306245	9606.ENSP00000461879	0	0	0	0	0.052	0.304	0	0.306	0.503
FOS	NR1H3	9606.ENSP00000306245	9606.ENSP00000477707	0	0	0	0	0	0.066	0	0.491	0.504
FOS	PIM1	9606.ENSP00000306245	9606.ENSP00000362608	0	0	0	0	0.080	0.091	0.400	0.132	0.506
FOS	TLR6	9606.ENSP00000306245	9606.ENSP00000389600	0	0	0	0	0.062	0	0	0.498	0.509
FOS	H2AC14	9606.ENSP00000306245	9606.ENSP00000328484	0	0	0	0	0.050	0.054	0.500	0.054	0.518
FOS	H2BC12	9606.ENSP00000306245	9606.ENSP00000349430	0	0	0	0	0.048	0.072	0.500	0.151	0.574
FOS	HSPA8	9606.ENSP00000306245	9606.ENSP00000437125	0	0	0	0	0.059	0.085	0	0.555	0.584
FOS	HSP90AA1	9606.ENSP00000306245	9606.ENSP00000335153	0	0	0	0	0.058	0.051	0	0.592	0.604
FOS	NR4A3	9606.ENSP00000306245	9606.ENSP00000482027	0	0	0	0	0.238	0.098	0	0.488	0.617
FOS	SOCS1	9606.ENSP00000306245	9606.ENSP00000496577	0	0	0	0	0.088	0	0	0.610	0.629
FOS	NF1	9606.ENSP00000306245	9606.ENSP00000351015	0	0	0	0	0.052	0.070	0	0.613	0.629
FOS	TAF1	9606.ENSP00000306245	9606.ENSP00000406549	0	0	0	0	0	0.292	0	0.558	0.674
FOS	PTEN	9606.ENSP00000306245	9606.ENSP00000361021	0	0	0	0	0.073	0.094	0	0.688	0.715
FOS	GAPDH	9606.ENSP00000306245	9606.ENSP00000380070	0	0	0	0	0.042	0.067	0	0.714	0.722
FOS	MAPK11	9606.ENSP00000306245	9606.ENSP00000333685	0	0	0	0	0.091	0.256	0.900	0.481	0.960
FRAT2	FZD4	9606.ENSP00000360058	9606.ENSP00000434034	0	0	0	0	0	0	0	0.408	0.408
FXR2	MBIP	9606.ENSP00000250113	9606.ENSP00000399718	0	0	0	0	0	0.420	0	0	0.420
FXR2	SRP19	9606.ENSP00000250113	9606.ENSP00000424870	0	0	0	0	0.082	0	0	0.399	0.425
FXR2	TBC1D10B	9606.ENSP00000250113	9606.ENSP00000386538	0	0	0	0	0.478	0	0	0	0.478
FXR2	TBKBP1	9606.ENSP00000250113	9606.ENSP00000354777	0	0	0	0	0.063	0.441	0	0.440	0.681
FZD1	FZD4	9606.ENSP00000287934	9606.ENSP00000434034	0	0	0.064	0.911	0.047	0	0.500	0.127	0.559
GANAB	MRPL49	9606.ENSP00000340466	9606.ENSP00000279242	0	0	0	0	0.057	0.507	0	0	0.515
GANAB	TP53I13	9606.ENSP00000340466	9606.ENSP00000301057	0	0	0	0	0.087	0.429	0	0	0.456
GANAB	OS9	9606.ENSP00000340466	9606.ENSP00000318165	0	0	0	0	0.245	0	0	0.293	0.443
GANAB	KDELR1	9606.ENSP00000340466	9606.ENSP00000329471	0	0	0	0	0.412	0.102	0	0.213	0.548
GANAB	KHSRP	9606.ENSP00000340466	9606.ENSP00000381216	0	0	0	0	0.127	0	0	0.388	0.442
GANAB	PDIA6	9606.ENSP00000340466	9606.ENSP00000385385	0	0	0	0	0.100	0.104	0	0.394	0.469
GANAB	HSPA8	9606.ENSP00000340466	9606.ENSP00000437125	0	0	0	0	0.093	0.212	0	0.490	0.604
GAPDH	GRN	9606.ENSP00000380070	9606.ENSP00000053867	0	0	0	0	0.078	0	0	0.418	0.440
GAPDH	PSMC4	9606.ENSP00000380070	9606.ENSP00000157812	0	0	0	0	0.149	0.071	0	0.344	0.437
GAPDH	PPP3R1	9606.ENSP00000380070	9606.ENSP00000234310	0	0	0	0	0.076	0.091	0	0.381	0.436
GAPDH	GDF15	9606.ENSP00000380070	9606.ENSP00000252809	0	0	0	0	0.067	0	0	0.409	0.425
GAPDH	RPL35	9606.ENSP00000380070	9606.ENSP00000259469	0.092	0	0	0	0.240	0	0	0.235	0.426
GAPDH	MARS1	9606.ENSP00000380070	9606.ENSP00000262027	0.057	0	0	0	0.196	0.092	0	0.403	0.534
GAPDH	PXN	9606.ENSP00000380070	9606.ENSP00000267257	0	0	0	0	0.062	0	0	0.553	0.564
GAPDH	UQCRC2	9606.ENSP00000380070	9606.ENSP00000268379	0	0	0	0	0.148	0	0	0.516	0.570
GAPDH	RPS3	9606.ENSP00000380070	9606.ENSP00000278572	0.085	0	0	0	0.300	0.110	0	0.515	0.686
GAPDH	RPS23	9606.ENSP00000380070	9606.ENSP00000296674	0.102	0	0	0	0.200	0	0	0.412	0.540
GAPDH	PLK1	9606.ENSP00000380070	9606.ENSP00000300093	0	0	0	0	0.101	0	0	0.536	0.566
GAPDH	PRDX2	9606.ENSP00000380070	9606.ENSP00000301522	0	0	0	0	0.193	0.209	0	0.660	0.765
GAPDH	HSPB2	9606.ENSP00000380070	9606.ENSP00000302476	0	0	0	0	0.099	0.230	0	0.565	0.672
GAPDH	MMP14	9606.ENSP00000380070	9606.ENSP00000308208	0	0	0	0	0.042	0	0	0.510	0.510
GAPDH	LEPR	9606.ENSP00000380070	9606.ENSP00000330393	0	0	0	0	0	0	0	0.422	0.422
GAPDH	MAPK11	9606.ENSP00000380070	9606.ENSP00000333685	0	0	0	0	0	0.077	0	0.474	0.494
GAPDH	HSP90AA1	9606.ENSP00000380070	9606.ENSP00000335153	0	0	0	0	0.342	0.336	0	0.836	0.922
GAPDH	RPL7	9606.ENSP00000380070	9606.ENSP00000339795	0	0	0	0	0.195	0.073	0	0.446	0.550
GAPDH	TUBB4B	9606.ENSP00000380070	9606.ENSP00000341289	0	0	0	0	0.227	0.058	0	0.392	0.518
GAPDH	RPS2	9606.ENSP00000380070	9606.ENSP00000341885	0.100	0	0	0	0.313	0.091	0	0.594	0.741
GAPDH	MFSD2B	9606.ENSP00000380070	9606.ENSP00000342501	0.052	0	0	0	0	0	0.391	0.176	0.483
GAPDH	RPL3	9606.ENSP00000380070	9606.ENSP00000346001	0.057	0	0	0	0.256	0.398	0	0.426	0.725
