#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GAPDH	RPS3A	9606.ENSP00000380070	9606.ENSP00000346050	0.047	0	0	0	0.226	0.103	0	0.220	0.415
GAPDH	H2BC12	9606.ENSP00000380070	9606.ENSP00000349430	0	0	0	0	0.076	0	0	0.424	0.446
GAPDH	NF1	9606.ENSP00000380070	9606.ENSP00000351015	0	0	0	0	0.042	0	0	0.403	0.404
GAPDH	RPE	9606.ENSP00000380070	9606.ENSP00000352401	0.102	0	0	0	0.065	0	0	0.484	0.530
GAPDH	MT-ATP6	9606.ENSP00000380070	9606.ENSP00000354632	0	0	0	0	0.142	0	0	0.445	0.503
GAPDH	MT-ND1	9606.ENSP00000380070	9606.ENSP00000354687	0	0	0	0	0.251	0	0	0.398	0.530
GAPDH	RPL12	9606.ENSP00000380070	9606.ENSP00000354739	0.049	0	0	0	0.273	0	0	0.243	0.431
GAPDH	MT-ND2	9606.ENSP00000380070	9606.ENSP00000355046	0	0	0	0	0.090	0	0	0.441	0.470
GAPDH	TAGLN2	9606.ENSP00000380070	9606.ENSP00000357076	0	0	0	0	0.122	0.095	0	0.379	0.464
GAPDH	PTPN1	9606.ENSP00000380070	9606.ENSP00000360683	0	0	0	0	0.049	0	0	0.417	0.422
GAPDH	PTEN	9606.ENSP00000380070	9606.ENSP00000361021	0.047	0	0	0	0.060	0	0	0.745	0.752
GAPDH	NOX1	9606.ENSP00000380070	9606.ENSP00000362057	0	0	0	0	0	0	0	0.493	0.493
GAPDH	PPA1	9606.ENSP00000380070	9606.ENSP00000362329	0	0	0	0	0.128	0	0	0.458	0.508
GAPDH	MAP1LC3A	9606.ENSP00000380070	9606.ENSP00000363970	0	0	0	0	0.068	0.165	0	0.614	0.674
GAPDH	SDHB	9606.ENSP00000380070	9606.ENSP00000364649	0	0	0	0	0.198	0	0	0.744	0.786
GAPDH	PLP2	9606.ENSP00000380070	9606.ENSP00000365505	0	0	0	0	0.172	0	0	0.368	0.454
GAPDH	KRT18	9606.ENSP00000380070	9606.ENSP00000373489	0	0	0	0	0.096	0.053	0	0.705	0.726
GAPDH	SQSTM1	9606.ENSP00000380070	9606.ENSP00000374455	0	0	0	0	0.118	0	0	0.672	0.699
GAPDH	PDIA6	9606.ENSP00000380070	9606.ENSP00000385385	0	0	0	0	0.141	0.079	0	0.306	0.403
GAPDH	SUCLA2	9606.ENSP00000380070	9606.ENSP00000494360	0	0	0	0	0.154	0	0	0.335	0.414
GAPDH	TLR6	9606.ENSP00000380070	9606.ENSP00000389600	0	0	0	0	0	0.091	0	0.407	0.438
GAPDH	NUCB1	9606.ENSP00000380070	9606.ENSP00000385923	0	0	0	0	0.058	0	0	0.435	0.445
GAPDH	PRMT1	9606.ENSP00000380070	9606.ENSP00000406162	0	0	0	0	0.145	0.052	0	0.383	0.457
GAPDH	UCP2	9606.ENSP00000380070	9606.ENSP00000499695	0	0	0	0	0	0	0	0.471	0.471
GAPDH	RPL26	9606.ENSP00000380070	9606.ENSP00000463784	0.061	0	0	0	0.217	0.100	0	0.306	0.480
GAPDH	GOLGA2	9606.ENSP00000380070	9606.ENSP00000416097	0	0	0	0	0.056	0.064	0	0.479	0.499
GAPDH	SOCS1	9606.ENSP00000380070	9606.ENSP00000496577	0	0	0	0	0	0	0	0.510	0.510
GAPDH	TOP2A	9606.ENSP00000380070	9606.ENSP00000411532	0.057	0	0	0	0.099	0	0	0.528	0.564
GAPDH	RPSA	9606.ENSP00000380070	9606.ENSP00000389351	0.042	0	0	0	0.312	0.089	0	0.362	0.566
GAPDH	PRORP	9606.ENSP00000380070	9606.ENSP00000440915	0.042	0	0	0	0.525	0	0	0.149	0.579
GAPDH	POLR2A	9606.ENSP00000380070	9606.ENSP00000461879	0	0	0	0	0.049	0.292	0	0.563	0.680
GAPDH	HSPA8	9606.ENSP00000380070	9606.ENSP00000437125	0.045	0	0	0	0.643	0.241	0	0.953	0.986
GDF15	IGFBP2	9606.ENSP00000252809	9606.ENSP00000233809	0	0	0	0	0.085	0	0	0.416	0.443
GINS4	ORC3	9606.ENSP00000276533	9606.ENSP00000257789	0	0	0	0	0.067	0	0.540	0.540	0.785
GINS4	TSSC4	9606.ENSP00000276533	9606.ENSP00000331087	0	0	0	0	0.047	0	0	0.503	0.506
GIT1	MCAM	9606.ENSP00000378338	9606.ENSP00000264036	0	0	0	0	0.042	0	0.400	0	0.400
GIT1	PXN	9606.ENSP00000378338	9606.ENSP00000267257	0	0	0	0	0.067	0.984	0	0.996	0.999
GIT1	KIAA0355	9606.ENSP00000378338	9606.ENSP00000299505	0	0	0	0	0	0	0.400	0	0.400
GIT1	RUSC2	9606.ENSP00000378338	9606.ENSP00000393922	0	0	0	0	0.074	0	0	0.387	0.408
GNAS	MEN1	9606.ENSP00000360141	9606.ENSP00000337088	0	0	0	0	0.074	0	0	0.577	0.591
GNAS	NF1	9606.ENSP00000360141	9606.ENSP00000351015	0	0	0	0	0.049	0	0	0.505	0.509
GNAS	HIVEP1	9606.ENSP00000360141	9606.ENSP00000368698	0	0	0	0	0	0	0	0.434	0.434
GNAS	PTEN	9606.ENSP00000360141	9606.ENSP00000361021	0	0	0	0	0	0	0	0.582	0.582
GNL2	NOP53	9606.ENSP00000362153	9606.ENSP00000246802	0	0	0	0	0.600	0.970	0	0.723	0.996
GNL2	RPL35	9606.ENSP00000362153	9606.ENSP00000259469	0	0	0	0	0.063	0.959	0	0.574	0.982
GNL2	RPS3	9606.ENSP00000362153	9606.ENSP00000278572	0	0	0	0	0.080	0.188	0	0.267	0.406
GNL2	IMP3	9606.ENSP00000362153	9606.ENSP00000326981	0	0	0	0	0.656	0.099	0	0.065	0.685
GNL2	RPL7	9606.ENSP00000362153	9606.ENSP00000339795	0	0	0	0	0.656	0.878	0	0.394	0.972
GNL2	RPL3	9606.ENSP00000362153	9606.ENSP00000346001	0	0	0	0	0.139	0.955	0	0.515	0.979
GNL2	UPF2	9606.ENSP00000362153	9606.ENSP00000348708	0	0	0	0	0.134	0	0	0.377	0.437
GNL2	RPL12	9606.ENSP00000362153	9606.ENSP00000354739	0.042	0	0	0	0.074	0.429	0	0.206	0.544
GNL2	REXO4	9606.ENSP00000362153	9606.ENSP00000361010	0.044	0	0	0	0.428	0.422	0	0.169	0.702
GNL2	SURF6	9606.ENSP00000362153	9606.ENSP00000361092	0	0	0	0	0.581	0.180	0	0.722	0.896
GNL2	NOL8	9606.ENSP00000362153	9606.ENSP00000441140	0	0	0	0	0.273	0	0	0.213	0.404
GNL2	PRMT1	9606.ENSP00000362153	9606.ENSP00000406162	0	0	0	0	0.378	0.054	0	0.072	0.407
GNL2	POLR2E	9606.ENSP00000362153	9606.ENSP00000478303	0	0	0	0	0.370	0	0	0.113	0.417
GNL2	WDR46	9606.ENSP00000362153	9606.ENSP00000363746	0	0	0	0	0.860	0.385	0	0.083	0.914
GNL2	RPL26	9606.ENSP00000362153	9606.ENSP00000463784	0	0	0	0	0.071	0.906	0	0.250	0.929
GNL2	RPL31	9606.ENSP00000362153	9606.ENSP00000386717	0	0	0	0	0.067	0.933	0	0.267	0.951
GOLGA2	TUBGCP3	9606.ENSP00000416097	9606.ENSP00000261965	0	0	0	0	0.047	0	0	0.485	0.489
GOLGA2	PLK1	9606.ENSP00000416097	9606.ENSP00000300093	0	0	0	0	0.049	0	0.800	0.247	0.844
GOLGA2	LRP8	9606.ENSP00000416097	9606.ENSP00000303634	0	0	0	0	0	0	0	0.539	0.539
GOLGA2	OS9	9606.ENSP00000416097	9606.ENSP00000318165	0	0	0	0	0.074	0	0	0.435	0.455
GOLGA2	RUSC2	9606.ENSP00000416097	9606.ENSP00000393922	0	0	0	0	0.048	0.292	0	0.734	0.805
GOLGA2	TUBGCP5	9606.ENSP00000416097	9606.ENSP00000480316	0	0	0	0	0.042	0	0	0.434	0.435
GPN1	POLR2K	9606.ENSP00000264718	9606.ENSP00000342889	0	0	0	0	0.175	0.245	0	0.306	0.531
GPN1	POLR2E	9606.ENSP00000264718	9606.ENSP00000478303	0	0	0	0	0.261	0.751	0	0.471	0.894
GPN1	POLR2A	9606.ENSP00000264718	9606.ENSP00000461879	0	0	0	0	0.049	0.795	0	0.501	0.894
GPR37	GPRC5B	9606.ENSP00000306449	9606.ENSP00000300571	0	0	0	0	0.124	0	0	0.436	0.484
GPR37	RING1	9606.ENSP00000306449	9606.ENSP00000363787	0	0	0	0	0	0	0	0.419	0.418
GPR37	HSPA8	9606.ENSP00000306449	9606.ENSP00000437125	0	0	0	0	0.060	0.292	0	0.405	0.569
GPRC5B	ZNF608	9606.ENSP00000300571	9606.ENSP00000307746	0	0	0	0	0.074	0	0	0.570	0.584
GRN	PDIA6	9606.ENSP00000053867	9606.ENSP00000385385	0	0	0	0	0.074	0.331	0	0.112	0.401
GRN	SQSTM1	9606.ENSP00000053867	9606.ENSP00000374455	0	0	0	0	0.081	0	0	0.412	0.436
H2AC14	HDAC7	9606.ENSP00000328484	9606.ENSP00000080059	0	0	0	0	0	0.133	0.650	0.060	0.689
H2AC14	HDAC5	9606.ENSP00000328484	9606.ENSP00000225983	0	0	0	0	0	0.133	0.650	0.060	0.689
H2AC14	ORC3	9606.ENSP00000328484	9606.ENSP00000257789	0	0	0	0	0	0.063	0.500	0.070	0.526
H2AC14	KDM1B	9606.ENSP00000328484	9606.ENSP00000297792	0	0	0	0	0	0.183	0.400	0.053	0.495
H2AC14	PLK1	9606.ENSP00000328484	9606.ENSP00000300093	0	0	0	0	0.073	0	0.500	0	0.517
H2AC14	ING3	9606.ENSP00000328484	9606.ENSP00000320566	0	0	0	0	0	0.143	0.400	0	0.463
H2AC14	MAPK11	9606.ENSP00000328484	9606.ENSP00000333685	0	0	0	0	0	0	0.500	0	0.499
H2AC14	MEN1	9606.ENSP00000328484	9606.ENSP00000337088	0	0	0	0	0	0	0.500	0	0.499
H2AC14	USP21	9606.ENSP00000328484	9606.ENSP00000356981	0	0	0	0	0	0	0.500	0	0.499
H2AC14	UHRF1	9606.ENSP00000328484	9606.ENSP00000479617	0	0	0	0	0.060	0.045	0.500	0	0.511
H2AC14	HOXB4	9606.ENSP00000328484	9606.ENSP00000328928	0	0	0	0	0	0	0.500	0.082	0.521
H2AC14	PRMT1	9606.ENSP00000328484	9606.ENSP00000406162	0	0	0	0	0.059	0.066	0.500	0.073	0.538
H2AC14	RING1	9606.ENSP00000328484	9606.ENSP00000363787	0	0	0	0	0	0.064	0.500	0.102	0.543
H2AC14	POLR2A	9606.ENSP00000328484	9606.ENSP00000461879	0	0	0	0	0	0.303	0.500	0	0.636
H2AC14	POLR2E	9606.ENSP00000328484	9606.ENSP00000478303	0	0	0	0	0	0.306	0.500	0	0.638
H2AC14	POLR2K	9606.ENSP00000328484	9606.ENSP00000342889	0	0	0	0	0.049	0.303	0.500	0	0.639
H2AC14	H4C3	9606.ENSP00000328484	9606.ENSP00000367034	0	0.028	0	0	0.274	0.915	0	0.379	0.958
H2AC14	H2BC12	9606.ENSP00000328484	9606.ENSP00000349430	0	0.085	0	0	0.338	0.914	0.400	0.135	0.968
H2BC12	HDAC7	9606.ENSP00000349430	9606.ENSP00000080059	0	0	0	0	0	0.146	0.650	0.164	0.728
H2BC12	HDAC5	9606.ENSP00000349430	9606.ENSP00000225983	0	0	0	0	0	0.369	0.650	0.092	0.782
H2BC12	ORC3	9606.ENSP00000349430	9606.ENSP00000257789	0	0	0	0	0	0.066	0.500	0.051	0.518
H2BC12	RPS3	9606.ENSP00000349430	9606.ENSP00000278572	0	0	0	0	0.059	0.074	0	0.408	0.439
H2BC12	PLK1	9606.ENSP00000349430	9606.ENSP00000300093	0	0	0	0	0.091	0	0.500	0.371	0.689
H2BC12	HOXB4	9606.ENSP00000349430	9606.ENSP00000328928	0	0	0	0	0	0	0.500	0	0.499
H2BC12	MAPK11	9606.ENSP00000349430	9606.ENSP00000333685	0	0	0	0	0	0.045	0.500	0.073	0.519
H2BC12	RAD51C	9606.ENSP00000349430	9606.ENSP00000336701	0	0	0	0	0.049	0	0.400	0.051	0.411
H2BC12	MEN1	9606.ENSP00000349430	9606.ENSP00000337088	0	0	0	0	0	0.069	0.500	0	0.514
H2BC12	POLR2K	9606.ENSP00000349430	9606.ENSP00000342889	0	0	0	0	0.042	0.279	0.500	0.044	0.625
H2BC12	TOP2A	9606.ENSP00000349430	9606.ENSP00000411532	0	0	0	0	0.067	0.090	0	0.479	0.519
H2BC12	RING1	9606.ENSP00000349430	9606.ENSP00000363787	0	0	0	0	0.044	0	0.500	0.115	0.540
H2BC12	UHRF1	9606.ENSP00000349430	9606.ENSP00000479617	0	0	0	0	0.058	0.045	0.500	0.167	0.575
H2BC12	PRMT1	9606.ENSP00000349430	9606.ENSP00000406162	0	0	0	0	0.044	0.071	0.500	0.164	0.579
H2BC12	POLR2E	9606.ENSP00000349430	9606.ENSP00000478303	0	0	0	0	0	0.279	0.500	0	0.624
H2BC12	POLR2A	9606.ENSP00000349430	9606.ENSP00000461879	0	0	0	0	0	0.241	0.500	0.208	0.673
H2BC12	H4C3	9606.ENSP00000349430	9606.ENSP00000367034	0	0.065	0	0	0.245	0.915	0	0.553	0.969
H4C3	INO80B	9606.ENSP00000367034	9606.ENSP00000233331	0	0	0	0	0	0.816	0	0.058	0.819
H4C3	POLR2K	9606.ENSP00000367034	9606.ENSP00000342889	0	0	0	0	0.048	0.875	0	0.043	0.876
H4C3	RPL12	9606.ENSP00000367034	9606.ENSP00000354739	0	0	0	0	0.116	0	0	0.396	0.443
H4C3	TAF1	9606.ENSP00000367034	9606.ENSP00000406549	0	0	0	0	0	0.811	0	0.121	0.826
H4C3	POLR2E	9606.ENSP00000367034	9606.ENSP00000478303	0	0	0	0	0.044	0.875	0	0	0.876
H4C3	POLR2A	9606.ENSP00000367034	9606.ENSP00000461879	0	0	0	0	0	0.877	0	0.093	0.883
HAUS7	NINL	9606.ENSP00000359230	9606.ENSP00000278886	0	0	0	0	0	0.089	0.500	0.186	0.596
HAUS7	PLK1	9606.ENSP00000359230	9606.ENSP00000300093	0	0	0	0	0.049	0	0.500	0	0.504
HAUS7	HSP90AA1	9606.ENSP00000359230	9606.ENSP00000335153	0	0	0	0	0	0	0.500	0	0.499
HAUS7	TUBB4B	9606.ENSP00000359230	9606.ENSP00000341289	0	0	0	0	0.060	0	0.500	0	0.509
HDAC5	HDAC7	9606.ENSP00000225983	9606.ENSP00000080059	0	0	0.093	0.891	0.067	0.292	0.400	0.129	0.629
HDAC5	JDP2	9606.ENSP00000225983	9606.ENSP00000267569	0	0	0	0	0.056	0.340	0	0.132	0.413
HDAC5	HSP90AA1	9606.ENSP00000225983	9606.ENSP00000335153	0	0	0	0	0.046	0.328	0	0.282	0.500
HDAC5	RING1	9606.ENSP00000225983	9606.ENSP00000363787	0	0	0	0	0.062	0.074	0.500	0.042	0.528
HDAC5	MAF1	9606.ENSP00000225983	9606.ENSP00000318604	0	0	0	0	0.099	0	0.500	0.050	0.534
HDAC5	RFXANK	9606.ENSP00000225983	9606.ENSP00000305071	0	0	0	0	0.055	0.331	0	0.396	0.585
HDAC7	HSP90AA1	9606.ENSP00000080059	9606.ENSP00000335153	0	0	0	0	0.053	0.091	0	0.412	0.450
HDAC7	NR4A3	9606.ENSP00000080059	9606.ENSP00000482027	0	0	0	0	0	0.045	0	0.461	0.463
HDAC7	MAF1	9606.ENSP00000080059	9606.ENSP00000318604	0	0	0	0	0.082	0	0.500	0	0.521
HDAC7	RING1	9606.ENSP00000080059	9606.ENSP00000363787	0	0	0	0	0.067	0.074	0.500	0.042	0.530
HDDC3	RPL35	9606.ENSP00000377814	9606.ENSP00000259469	0	0	0	0	0.054	0.943	0	0	0.943
HDDC3	MARS1	9606.ENSP00000377814	9606.ENSP00000262027	0.106	0	0	0	0.080	0	0	0.353	0.421
HDDC3	RPS3	9606.ENSP00000377814	9606.ENSP00000278572	0	0	0	0	0.056	0.943	0	0	0.943
HDDC3	RPS23	9606.ENSP00000377814	9606.ENSP00000296674	0.061	0	0	0	0.044	0.831	0	0.297	0.879
HDDC3	RPS15A	9606.ENSP00000377814	9606.ENSP00000318646	0	0	0	0	0.048	0.497	0	0	0.500
HDDC3	IMP3	9606.ENSP00000377814	9606.ENSP00000326981	0.042	0	0	0	0.082	0.831	0	0.166	0.859
HDDC3	RPL7	9606.ENSP00000377814	9606.ENSP00000339795	0	0	0	0	0.042	0.643	0	0	0.643
HDDC3	MRPL20	9606.ENSP00000377814	9606.ENSP00000341082	0.069	0	0	0	0.128	0.943	0	0.213	0.958
HDDC3	RPS2	9606.ENSP00000377814	9606.ENSP00000341885	0	0	0	0	0.117	0.831	0	0.216	0.872
HDDC3	RPL3	9606.ENSP00000377814	9606.ENSP00000346001	0	0	0	0	0.042	0.769	0	0	0.769
HDDC3	RPL12	9606.ENSP00000377814	9606.ENSP00000354739	0	0	0	0	0.074	0.599	0	0.249	0.697
HDDC3	RPSA	9606.ENSP00000377814	9606.ENSP00000389351	0.042	0	0	0	0.049	0.601	0	0	0.604
HDDC3	RPL26	9606.ENSP00000377814	9606.ENSP00000463784	0	0	0	0	0.060	0.769	0	0	0.773
HECW1	PSMC4	9606.ENSP00000379228	9606.ENSP00000157812	0	0	0	0	0	0	0.400	0.050	0.405
HECW1	PSME2	9606.ENSP00000379228	9606.ENSP00000216802	0	0	0	0	0	0	0.400	0.047	0.403
HECW1	PSMC1	9606.ENSP00000379228	9606.ENSP00000261303	0	0	0	0	0	0	0.400	0.089	0.430
HECW1	PSMD3	9606.ENSP00000379228	9606.ENSP00000264639	0	0	0	0	0	0	0.400	0.085	0.427
HECW1	PTEN	9606.ENSP00000379228	9606.ENSP00000361021	0	0	0	0	0	0.071	0	0.505	0.521
HECW1	POLR2A	9606.ENSP00000379228	9606.ENSP00000461879	0	0	0	0	0.087	0.404	0	0.102	0.468
HES1	HSP90AA1	9606.ENSP00000232424	9606.ENSP00000335153	0	0	0	0	0	0.439	0	0.103	0.475
HIVEP1	PTCHD4	9606.ENSP00000368698	9606.ENSP00000341914	0	0	0	0	0	0	0	0.456	0.456
HLA-C	MT-ATP6	9606.ENSP00000365402	9606.ENSP00000354632	0	0	0	0	0	0.412	0	0	0.412
HLA-C	HLA-DPB1	9606.ENSP00000365402	9606.ENSP00000408146	0	0	0	0.612	0.149	0	0.900	0.332	0.938
HLA-DPB1	RFXANK	9606.ENSP00000408146	9606.ENSP00000305071	0	0	0	0	0.053	0.079	0	0.433	0.462
HLA-DPB1	MDK	9606.ENSP00000408146	9606.ENSP00000385451	0	0	0	0	0	0	0	0.490	0.489
HOMER3	SHANK1	9606.ENSP00000439937	9606.ENSP00000293441	0	0	0	0	0	0.265	0.500	0.916	0.966
HOXB4	POLR2A	9606.ENSP00000328928	9606.ENSP00000461879	0	0	0	0	0	0	0.500	0	0.499
HOXB4	POLR2K	9606.ENSP00000328928	9606.ENSP00000342889	0	0	0	0	0	0	0.500	0	0.499
HOXB4	POLR2E	9606.ENSP00000328928	9606.ENSP00000478303	0	0	0	0	0	0	0.500	0	0.499
HSP90AA1	PSMC4	9606.ENSP00000335153	9606.ENSP00000157812	0	0	0	0	0.161	0.095	0	0.369	0.479
HSP90AA1	PSME2	9606.ENSP00000335153	9606.ENSP00000216802	0	0	0	0	0.188	0	0	0.459	0.542
HSP90AA1	MKKS	9606.ENSP00000335153	9606.ENSP00000246062	0	0	0	0	0.352	0.355	0	0.191	0.633
HSP90AA1	LRRC4	9606.ENSP00000335153	9606.ENSP00000249363	0	0	0	0	0	0.063	0	0.471	0.484
HSP90AA1	REV1	9606.ENSP00000335153	9606.ENSP00000258428	0	0	0	0	0.043	0.292	0	0.246	0.445
HSP90AA1	PSMC1	9606.ENSP00000335153	9606.ENSP00000261303	0	0	0	0	0.211	0.085	0	0.246	0.408
HSP90AA1	MARS1	9606.ENSP00000335153	9606.ENSP00000262027	0	0	0	0	0.186	0.287	0	0.240	0.520
HSP90AA1	PXN	9606.ENSP00000335153	9606.ENSP00000267257	0	0	0	0	0.049	0	0.500	0.285	0.630
HSP90AA1	UQCRC2	9606.ENSP00000335153	9606.ENSP00000268379	0	0	0	0	0.137	0.199	0	0.286	0.464
HSP90AA1	RPS3	9606.ENSP00000335153	9606.ENSP00000278572	0	0	0	0	0.353	0.336	0	0.692	0.856
HSP90AA1	SNRK	9606.ENSP00000335153	9606.ENSP00000296088	0	0	0	0	0.044	0	0	0.460	0.461
HSP90AA1	PLK1	9606.ENSP00000335153	9606.ENSP00000300093	0	0	0	0	0.094	0.141	0.800	0.757	0.957
HSP90AA1	PRDX2	9606.ENSP00000335153	9606.ENSP00000301522	0	0	0	0	0.087	0.086	0	0.414	0.469
HSP90AA1	HSPB2	9606.ENSP00000335153	9606.ENSP00000302476	0	0	0	0	0.103	0	0	0.919	0.924
HSP90AA1	MAPK11	9606.ENSP00000335153	9606.ENSP00000333685	0	0	0	0	0.050	0.113	0	0.575	0.611
HSP90AA1	MAP1LC3A	9606.ENSP00000335153	9606.ENSP00000363970	0	0	0	0	0.075	0.099	0	0.343	0.405
HSP90AA1	TOP2A	9606.ENSP00000335153	9606.ENSP00000411532	0.061	0	0	0	0.073	0	0	0.413	0.444
HSP90AA1	RPS26	9606.ENSP00000335153	9606.ENSP00000348849	0	0	0	0	0.272	0.057	0	0.261	0.449
HSP90AA1	RPL12	9606.ENSP00000335153	9606.ENSP00000354739	0	0	0	0	0.291	0.092	0	0.217	0.452
HSP90AA1	HSPB7	9606.ENSP00000335153	9606.ENSP00000364870	0	0	0	0	0.103	0	0	0.417	0.454
HSP90AA1	PDIA6	9606.ENSP00000335153	9606.ENSP00000385385	0	0	0	0	0.140	0.092	0	0.377	0.471
HSP90AA1	PPIL2	9606.ENSP00000335153	9606.ENSP00000486725	0	0	0	0	0.134	0.356	0	0.147	0.484
HSP90AA1	MEN1	9606.ENSP00000335153	9606.ENSP00000337088	0.042	0	0	0	0.304	0.133	0	0.214	0.485
HSP90AA1	PPA1	9606.ENSP00000335153	9606.ENSP00000362329	0	0	0	0	0.381	0	0	0.252	0.518
HSP90AA1	POLR2E	9606.ENSP00000335153	9606.ENSP00000478303	0	0	0	0	0.067	0.372	0	0.265	0.532
HSP90AA1	MAP3K3	9606.ENSP00000335153	9606.ENSP00000354927	0	0	0	0	0	0.465	0	0.180	0.543
HSP90AA1	RPL7	9606.ENSP00000335153	9606.ENSP00000339795	0	0	0	0	0.297	0.263	0	0.228	0.566
HSP90AA1	PTPN1	9606.ENSP00000335153	9606.ENSP00000360683	0	0	0	0	0.090	0.091	0	0.522	0.570
HSP90AA1	PIM1	9606.ENSP00000335153	9606.ENSP00000362608	0	0	0	0	0	0.518	0	0.145	0.570
HSP90AA1	RPS2	9606.ENSP00000335153	9606.ENSP00000341885	0	0	0	0	0.370	0.101	0	0.358	0.605
HSP90AA1	POLR2A	9606.ENSP00000335153	9606.ENSP00000461879	0	0	0	0	0.097	0.113	0	0.552	0.610
HSP90AA1	RPL3	9606.ENSP00000335153	9606.ENSP00000346001	0	0	0	0	0.290	0.300	0	0.301	0.622
HSP90AA1	SQSTM1	9606.ENSP00000335153	9606.ENSP00000374455	0	0	0	0	0.080	0.074	0	0.639	0.666
HSP90AA1	RPSA	9606.ENSP00000335153	9606.ENSP00000389351	0	0	0	0	0.438	0.222	0	0.319	0.677
HSP90AA1	TUBB4B	9606.ENSP00000335153	9606.ENSP00000341289	0	0	0	0	0.138	0.313	0	0.520	0.691
HSP90AA1	NDRG1	9606.ENSP00000335153	9606.ENSP00000404854	0	0	0	0	0.062	0.510	0	0.459	0.729
HSP90AA1	NOX1	9606.ENSP00000335153	9606.ENSP00000362057	0	0	0	0	0	0	0	0.790	0.790
HSP90AA1	RPS3A	9606.ENSP00000335153	9606.ENSP00000346050	0	0	0	0	0.338	0.644	0	0.186	0.792
HSP90AA1	PTEN	9606.ENSP00000335153	9606.ENSP00000361021	0	0	0	0	0.042	0.233	0	0.753	0.803
HSP90AA1	HSPA8	9606.ENSP00000335153	9606.ENSP00000437125	0	0.001	0	0	0.725	0.884	0.500	0.999	0.999
HSPA8	PSMC4	9606.ENSP00000437125	9606.ENSP00000157812	0	0	0	0	0.113	0.183	0	0.283	0.436
HSPA8	MKKS	9606.ENSP00000437125	9606.ENSP00000246062	0.043	0	0	0	0.299	0.354	0	0.198	0.607
HSPA8	SDF2L1	9606.ENSP00000437125	9606.ENSP00000248958	0	0	0	0	0.062	0.094	0.540	0.129	0.614
HSPA8	PI4KA	9606.ENSP00000437125	9606.ENSP00000255882	0	0	0	0	0.054	0.096	0	0.407	0.448
HSPA8	PIK3C2A	9606.ENSP00000437125	9606.ENSP00000265970	0	0	0	0	0.058	0.143	0.500	0.066	0.572
HSPA8	RPS3	9606.ENSP00000437125	9606.ENSP00000278572	0	0	0	0	0.367	0.375	0	0.467	0.771
HSPA8	RPS23	9606.ENSP00000437125	9606.ENSP00000296674	0	0	0	0	0.263	0.268	0	0.216	0.540
HSPA8	PLK1	9606.ENSP00000437125	9606.ENSP00000300093	0	0	0	0	0.062	0.072	0	0.501	0.528
HSPA8	PRDX2	9606.ENSP00000437125	9606.ENSP00000301522	0	0	0	0	0.130	0.099	0	0.387	0.478
HSPA8	HSPB2	9606.ENSP00000437125	9606.ENSP00000302476	0	0	0	0	0.049	0.091	0	0.933	0.937
HSPA8	RPS15A	9606.ENSP00000437125	9606.ENSP00000318646	0	0	0	0	0.200	0.413	0	0.135	0.559
HSPA8	MEN1	9606.ENSP00000437125	9606.ENSP00000337088	0.041	0	0	0	0.249	0.450	0.162	0.116	0.653
HSPA8	RPL7	9606.ENSP00000437125	9606.ENSP00000339795	0	0	0	0	0.298	0.309	0	0.194	0.575
HSPA8	TUBB4B	9606.ENSP00000437125	9606.ENSP00000341289	0	0	0	0	0.182	0.604	0	0.610	0.863
HSPA8	RPS2	9606.ENSP00000437125	9606.ENSP00000341885	0	0	0	0	0.435	0.314	0	0.257	0.687
HSPA8	RPL3	9606.ENSP00000437125	9606.ENSP00000346001	0	0	0	0	0.436	0.340	0	0.254	0.698
HSPA8	RPS3A	9606.ENSP00000437125	9606.ENSP00000346050	0	0	0	0	0.433	0.306	0	0.261	0.684
HSPA8	RPS26	9606.ENSP00000437125	9606.ENSP00000348849	0	0	0	0	0.297	0.268	0	0.109	0.502
HSPA8	RPL12	9606.ENSP00000437125	9606.ENSP00000354739	0	0	0	0	0.432	0.355	0	0.246	0.700
HSPA8	MAP1LC3A	9606.ENSP00000437125	9606.ENSP00000363970	0	0	0	0	0.060	0.168	0	0.498	0.573
HSPA8	SDHB	9606.ENSP00000437125	9606.ENSP00000364649	0	0	0	0	0.227	0.045	0	0.252	0.400
HSPA8	HSPB7	9606.ENSP00000437125	9606.ENSP00000364870	0	0	0	0	0.063	0.071	0	0.393	0.426
HSPA8	KRT18	9606.ENSP00000437125	9606.ENSP00000373489	0	0	0	0	0.049	0.103	0	0.491	0.528
HSPA8	SQSTM1	9606.ENSP00000437125	9606.ENSP00000374455	0	0	0	0	0.069	0.132	0	0.543	0.600
HSPA8	PDIA6	9606.ENSP00000437125	9606.ENSP00000385385	0	0	0	0	0.115	0.100	0	0.602	0.656
HSPA8	RPL31	9606.ENSP00000437125	9606.ENSP00000386717	0	0	0	0	0.411	0.302	0	0.133	0.613
HSPA8	RPSA	9606.ENSP00000437125	9606.ENSP00000389351	0.042	0	0	0	0.486	0.312	0	0.572	0.835
HSPA8	NDRG1	9606.ENSP00000437125	9606.ENSP00000404854	0	0	0	0	0.061	0	0	0.451	0.463
HSPA8	RPS25	9606.ENSP00000437125	9606.ENSP00000435096	0	0	0	0	0.248	0.268	0	0.069	0.443
