gene_id,dynamic_module,module,module_label
ENSG00000108091,firebrick,firebrick,5
ENSG00000108094,dimgrey,dimgrey,4
ENSG00000108100,darkgrey,darkgrey,1
ENSG00000108106,maroon,maroon,9
ENSG00000108107,dimgrey,dimgrey,4
ENSG00000108175,dimgrey,dimgrey,4
ENSG00000108176,brown,brown,0
ENSG00000108179,dimgrey,dimgrey,4
ENSG00000108187,dimgrey,dimgrey,4
ENSG00000108219,whitesmoke,whitesmoke,13
ENSG00000108239,dimgrey,dimgrey,4
ENSG00000108256,darkgrey,darkgrey,1
ENSG00000108262,dimgrey,dimgrey,4
ENSG00000108298,dimgrey,dimgrey,4
ENSG00000108306,darkgrey,darkgrey,1
ENSG00000108312,darkgrey,darkgrey,1
ENSG00000108344,dimgrey,dimgrey,4
ENSG00000108349,darkgrey,darkgrey,1
ENSG00000108352,darkgrey,darkgrey,1
ENSG00000108370,dimgrey,dimgrey,4
ENSG00000108381,dimgrey,dimgrey,4
ENSG00000108384,dimgrey,dimgrey,4
ENSG00000108387,lightgrey,lightgrey,8
ENSG00000108389,mistyrose,mistyrose,10
ENSG00000108395,darkgrey,darkgrey,1
ENSG00000108406,darkgrey,darkgrey,1
ENSG00000108423,darkgrey,darkgrey,1
ENSG00000108424,lightgrey,lightgrey,8
ENSG00000108433,darkgrey,darkgrey,1
ENSG00000108439,darkgrey,darkgrey,1
ENSG00000108443,maroon,maroon,9
ENSG00000108465,darkgrey,darkgrey,1
ENSG00000108468,lightgrey,lightgrey,8
ENSG00000108469,maroon,maroon,9
ENSG00000108474,dimgrey,dimgrey,4
ENSG00000108479,darkgrey,darkgrey,1
ENSG00000108506,indianred,indianred,6
ENSG00000108509,dimgrey,dimgrey,4
ENSG00000108510,lightcoral,lightcoral,7
ENSG00000108511,lightgrey,lightgrey,8
ENSG00000108515,darkgrey,darkgrey,1
