node_name,gene_id,gene_symbol,string_gene_label,gene_name,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR
GDF15,ENSG00000130513,GDF15,GDF15,growth differentiation factor 15,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,1.0440746648241823e-05,1.3290912125621688,1.1316184702303833,MC100_vs_MC1,-1.3290912125621688,1.0440746648241823e-05,up_in_reference,2,1,,,-1.3290912125621688,1.013520436204881,1.0522437619241003,,,1.0440746648241823e-05,0.0014575301094845,0.0010186170530658,,,up_in_reference,up_in_tested,up_in_tested
LTBP3,ENSG00000168056,LTBP3,LTBP3,latent transforming growth factor beta binding protein 3,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,1.2620993005897917e-05,1.402800568716957,1.3302789882931103,MC100_vs_MC1,-1.402800568716957,1.2620993005897917e-05,up_in_reference,1,1,,,-1.402800568716957,1.2577574078692637,,,,1.2620993005897917e-05,0.0001667703426846,,,,up_in_reference,up_in_tested,
SMIM29,ENSG00000186577,SMIM29,SMIM29,small integral membrane protein 29,dimgrey,MC100_vs_MC1,1,1,1.378536244157262e-05,1.0814728827142583,1.0814728827142583,MC100_vs_MC1,-1.0814728827142583,1.378536244157262e-05,up_in_reference,0,1,,,-1.0814728827142583,,,,,1.378536244157262e-05,,,,,up_in_reference,,
OGFR,ENSG00000060491,OGFR,OGFR,opioid growth factor receptor,darkgrey,MC100_vs_MC1,1,1,1.4793386638561405e-05,1.12226667309649,1.12226667309649,MC100_vs_MC1,-1.12226667309649,1.4793386638561405e-05,up_in_reference,0,1,,,-1.12226667309649,,,,,1.4793386638561405e-05,,,,,up_in_reference,,
SDHB,ENSG00000117118,SDHB,SDHB,succinate dehydrogenase complex iron sulfur subunit B,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,1.5938803764189207e-05,1.5447843760141926,1.3334395487795057,MC100_vs_MC1,1.5447843760141926,1.5938803764189207e-05,up_in_tested,1,2,,,1.5447843760141926,-1.3597317702951677,-1.0958025000291567,,,1.5938803764189207e-05,0.0002781703443614,0.0044531499583787,,,up_in_tested,up_in_reference,up_in_reference
EXOSC3,ENSG00000107371,EXOSC3,EXOSC3,exosome component 3,dimgrey,MC100_vs_MC1,1,1,1.7115596430006374e-05,1.1978434465102907,1.1978434465102907,MC100_vs_MC1,1.1978434465102907,1.7115596430006374e-05,up_in_tested,1,0,,,1.1978434465102907,,,,,1.7115596430006374e-05,,,,,up_in_tested,,
POMT2,ENSG00000009830,POMT2,POMT2,protein O-mannosyltransferase 2,darkgrey,MC100_vs_MC1,1,1,1.7115596430006374e-05,1.0054179959389318,1.0054179959389318,MC100_vs_MC1,-1.0054179959389318,1.7115596430006374e-05,up_in_reference,0,1,,,-1.0054179959389318,,,,,1.7115596430006374e-05,,,,,up_in_reference,,
PLEKHA1,ENSG00000107679,PLEKHA1,PLEKHA1,pleckstrin homology domain containing A1,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,1.7369323965649862e-05,1.0810621034970025,1.0589535607387652,MC100_vs_MC1,-1.0810621034970025,1.7369323965649862e-05,up_in_reference,1,1,,,-1.0810621034970025,1.036845017980528,,,,1.7369323965649862e-05,8.141116065893559e-05,,,,up_in_reference,up_in_tested,
GOLGA2,ENSG00000167110,GOLGA2,GOLGA2,golgin A2,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,1.7772605598471434e-05,1.3458549660776091,1.1646929602853258,MC100_vs_MC1,-1.3458549660776091,1.7772605598471434e-05,up_in_reference,2,1,1.0905232174418698,,-1.3458549660776091,1.0577006973364986,,0.001154118628113,,1.7772605598471434e-05,0.0013931966177509,,up_in_tested,,up_in_reference,up_in_tested,
MXD4,ENSG00000123933,MXD4,MXD4,MAX dimerization protein 4,darkgrey,MC1_vs_CTR,1,1,1.7894399162239806e-05,1.0099280397764323,1.0099280397764323,MC1_vs_CTR,1.0099280397764323,1.7894399162239806e-05,up_in_tested,1,0,,,,1.0099280397764323,,,,,1.7894399162239806e-05,,,,,up_in_tested,
EVI5L,ENSG00000142459,EVI5L,EVI5L,ecotropic viral integration site 5 like,darkgrey,MC100_vs_MC1,1,1,1.8804159667540702e-05,1.0502525317646552,1.0502525317646552,MC100_vs_MC1,-1.0502525317646552,1.8804159667540702e-05,up_in_reference,0,1,,,-1.0502525317646552,,,,,1.8804159667540702e-05,,,,,up_in_reference,,
MAP3K3,ENSG00000198909,MAP3K3,MAP3K3,mitogen-activated protein kinase kinase kinase 3,darkgrey,MC100_vs_MC1,1,1,1.9122344494505185e-05,1.1701757538046893,1.1701757538046893,MC100_vs_MC1,-1.1701757538046893,1.9122344494505185e-05,up_in_reference,0,1,,,-1.1701757538046893,,,,,1.9122344494505185e-05,,,,,up_in_reference,,
CCDC71,ENSG00000177352,CCDC71,CCDC71,coiled-coil domain containing 71,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,1.918907850433916e-05,1.5508025165374524,1.2953745298771775,MC100_vs_MC1,-1.5508025165374524,1.918907850433916e-05,up_in_reference,2,1,,,-1.5508025165374524,1.184567829171783,1.150753243922297,,,1.918907850433916e-05,0.0019724879540545,0.003080883868763,,,up_in_reference,up_in_tested,up_in_tested
SYMPK,ENSG00000125755,SYMPK,SYMPK,symplekin scaffold protein,dimgrey,MC100_vs_MC1,1,1,1.918907850433916e-05,1.4062162834742271,1.4062162834742271,MC100_vs_MC1,-1.4062162834742271,1.918907850433916e-05,up_in_reference,0,1,,,-1.4062162834742271,,,,,1.918907850433916e-05,,,,,up_in_reference,,
INCENP,ENSG00000149503,INCENP,INCENP,inner centromere protein,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,1.918907850433916e-05,1.103701171371074,1.0675558032581696,MC100_vs_MC1,-1.103701171371074,1.918907850433916e-05,up_in_reference,1,1,,,-1.103701171371074,1.031410435145265,,,,1.918907850433916e-05,0.0001283388519482,,,,up_in_reference,up_in_tested,
APH1A,ENSG00000117362,APH1A,APH1A,aph-1A gamma-secretase subunit,darkgrey,MC100_vs_MC1,1,1,1.943970587598852e-05,1.3897299813453456,1.3897299813453456,MC100_vs_MC1,-1.3897299813453456,1.943970587598852e-05,up_in_reference,0,1,,,-1.3897299813453456,,,,,1.943970587598852e-05,,,,,up_in_reference,,
DDX55,ENSG00000111364,DDX55,DDX55,DEAD-box helicase 55,dimgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,2.2146749595418093e-05,1.2811357070505076,1.1432816841046427,MD1_vs_CTR,-1.2811357070505076,2.2146749595418093e-05,up_in_reference,0,2,-1.005427661158778,,,,-1.2811357070505076,0.0013136386591582,,,,2.2146749595418093e-05,up_in_reference,,,,up_in_reference
MRPL20,ENSG00000242485,MRPL20,MRPL20,mitochondrial ribosomal protein L20,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,2.3873459663697865e-05,1.4996129257376118,1.4537202642770755,MC100_vs_MC1,1.4996129257376118,2.3873459663697865e-05,up_in_tested,1,1,,,1.4996129257376118,-1.4078276028165388,,,,2.3873459663697865e-05,0.0001414943862911,,,,up_in_tested,up_in_reference,
ATG3,ENSG00000144848,ATG3,ATG3,autophagy related 3,dimgrey,MC1_vs_CTR,1,1,2.600049682249468e-05,1.0580779824204518,1.0580779824204518,MC1_vs_CTR,-1.0580779824204518,2.600049682249468e-05,up_in_reference,0,1,,,,-1.0580779824204518,,,,,2.600049682249468e-05,,,,,up_in_reference,
DPY19L1,ENSG00000173852,DPY19L1,DPY19L1,dpy-19 like C-mannosyltransferase 1,dimgrey,MC1_vs_CTR,1,1,2.600049682249468e-05,1.0129627025578989,1.0129627025578989,MC1_vs_CTR,-1.0129627025578989,2.600049682249468e-05,up_in_reference,0,1,,,,-1.0129627025578989,,,,,2.600049682249468e-05,,,,,up_in_reference,
PARP4,ENSG00000102699,PARP4,PARP4,poly(ADP-ribose) polymerase family member 4,dimgrey,MA100_vs_CTR,1,1,2.713429338135188e-05,1.2035963585112828,1.2035963585112828,MA100_vs_CTR,-1.2035963585112828,2.713429338135188e-05,up_in_reference,0,1,-1.2035963585112828,,,,,2.713429338135188e-05,,,,,up_in_reference,,,,
POLR2E,ENSG00000099817,POLR2E,POLR2E,"RNA polymerase II, I and III subunit E",dimgrey,MC100_vs_MC1,1,1,2.7327311367129228e-05,1.214753618784699,1.214753618784699,MC100_vs_MC1,-1.214753618784699,2.7327311367129228e-05,up_in_reference,0,1,,,-1.214753618784699,,,,,2.7327311367129228e-05,,,,,up_in_reference,,
REEP4,ENSG00000168476,REEP4,REEP4,receptor accessory protein 4,darkgrey,MC100_vs_MC1,1,1,2.885645413380861e-05,1.0681837753114083,1.0681837753114083,MC100_vs_MC1,-1.0681837753114083,2.885645413380861e-05,up_in_reference,0,1,,,-1.0681837753114083,,,,,2.885645413380861e-05,,,,,up_in_reference,,
AKT2,ENSG00000105221,AKT2,AKT2,AKT serine/threonine kinase 2,darkgrey,MC100_vs_MC1,1,1,3.2511576900478094e-05,1.0408852312805636,1.0408852312805636,MC100_vs_MC1,-1.0408852312805636,3.2511576900478094e-05,up_in_reference,0,1,,,-1.0408852312805636,,,,,3.2511576900478094e-05,,,,,up_in_reference,,
ZNF703,ENSG00000183779,ZNF703,ZNF703,zinc finger protein 703,darkgrey,MC100_vs_MC1,1,1,3.319179887497947e-05,1.341160399288187,1.341160399288187,MC100_vs_MC1,-1.341160399288187,3.319179887497947e-05,up_in_reference,0,1,,,-1.341160399288187,,,,,3.319179887497947e-05,,,,,up_in_reference,,
BCL2L2,ENSG00000129473,BCL2L2,BCL2L2,BCL2 like 2,dimgrey,MC100_vs_MC1,1,1,3.388741925136168e-05,1.0924517730950918,1.0924517730950918,MC100_vs_MC1,1.0924517730950918,3.388741925136168e-05,up_in_tested,1,0,,,1.0924517730950918,,,,,3.388741925136168e-05,,,,,up_in_tested,,
IGFBP2,ENSG00000115457,IGFBP2,IGFBP2,insulin like growth factor binding protein 2,darkgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,3.550668917256162e-05,2.045065736706289,1.4869216072201246,MC100_vs_MC1,-2.045065736706289,3.550668917256162e-05,up_in_reference,2,1,,,-2.045065736706289,1.244686829352598,1.1710122556014866,,,3.550668917256162e-05,0.0193491443910669,0.0323987454393038,,,up_in_reference,up_in_tested,up_in_tested
SBF1,ENSG00000100241,SBF1,SBF1,SET binding factor 1,darkgrey,MC100_vs_MC1,1,1,3.550668917256162e-05,1.3579197916106474,1.3579197916106474,MC100_vs_MC1,-1.3579197916106474,3.550668917256162e-05,up_in_reference,0,1,,,-1.3579197916106474,,,,,3.550668917256162e-05,,,,,up_in_reference,,
MFGE8,ENSG00000140545,MFGE8,MFGE8,milk fat globule EGF and factor V/VIII domain containing,darkgrey,MC100_vs_MC1,1,1,4.139253683953669e-05,1.242514695031298,1.242514695031298,MC100_vs_MC1,-1.242514695031298,4.139253683953669e-05,up_in_reference,0,1,,,-1.242514695031298,,,,,4.139253683953669e-05,,,,,up_in_reference,,
RPL35,ENSG00000136942,RPL35,RPL35,ribosomal protein L35,dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,4.139253683953669e-05,1.2372483612064873,1.1294985632811674,MC100_vs_MC1,1.2372483612064873,4.139253683953669e-05,up_in_tested,1,1,-1.0217487653558477,,1.2372483612064873,,,0.0016024657420206,,4.139253683953669e-05,,,up_in_reference,,up_in_tested,,
PIP5K1A,ENSG00000143398,PIP5K1A,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,4.207539650752641e-05,1.0360177012972114,1.0310497664446112,MD1_vs_CTR,1.0360177012972114,4.207539650752641e-05,up_in_tested,2,0,1.0260818315920108,,,,1.0360177012972114,6.816267358191185e-05,,,,4.207539650752641e-05,up_in_tested,,,,up_in_tested
PLK1,ENSG00000166851,PLK1,PLK1,polo like kinase 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,4.229064470817681e-05,1.637961274904281,1.4666127446690587,MC100_vs_MC1,1.637961274904281,4.229064470817681e-05,up_in_tested,1,2,,,1.637961274904281,-1.2839957881569943,-1.4778811709459012,,,4.229064470817681e-05,0.0024518364391965,0.000485492114108,,,up_in_tested,up_in_reference,up_in_reference
FERMT1,ENSG00000101311,FERMT1,FERMT1,FERM domain containing kindlin 1,darkgrey,MC100_vs_MC1,1,1,4.357033358190057e-05,1.096882665885737,1.096882665885737,MC100_vs_MC1,-1.096882665885737,4.357033358190057e-05,up_in_reference,0,1,,,-1.096882665885737,,,,,4.357033358190057e-05,,,,,up_in_reference,,
NUS1,ENSG00000153989,NUS1,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,4.625955528094963e-05,1.033010571985771,1.028763640622468,MC1_vs_CTR,-1.033010571985771,8.141116065893559e-05,up_in_reference,1,1,,,1.024516709259165,-1.033010571985771,,,,4.625955528094963e-05,8.141116065893559e-05,,,,up_in_tested,up_in_reference,
ZNF512B,ENSG00000196700,ZNF512B,ZNF512B,zinc finger protein 512B,darkgrey,MA100_vs_CTR;MC1_vs_CTR;MD1_vs_CTR,3,3,4.8649970818385264e-05,1.6794474528200656,1.556311544511783,MA100_vs_CTR,1.6794474528200656,4.8649970818385264e-05,up_in_tested,3,0,1.6794474528200656,,,1.4017105644099783,1.587776616305305,4.8649970818385264e-05,,,0.0006939304589041,9.720385842504906e-05,up_in_tested,,,up_in_tested,up_in_tested
PIM1,ENSG00000137193,PIM1,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",darkgrey,MA100_vs_CTR;MC1_vs_CTR;MD1_vs_CTR,3,3,4.8649970818385264e-05,1.4287501443388189,1.2635592950679773,MA100_vs_CTR,1.4287501443388189,4.8649970818385264e-05,up_in_tested,3,0,1.4287501443388189,,,1.174869637238266,1.1870581036268473,4.8649970818385264e-05,,,0.0008672238238239,0.0008421211465467,up_in_tested,,,up_in_tested,up_in_tested
JDP2,ENSG00000140044,JDP2,JDP2,Jun dimerization protein 2,darkgrey,MC100_vs_MC1,1,1,5.173172936247347e-05,1.1154351044701831,1.1154351044701831,MC100_vs_MC1,-1.1154351044701831,5.173172936247347e-05,up_in_reference,0,1,,,-1.1154351044701831,,,,,5.173172936247347e-05,,,,,up_in_reference,,
SRP19,ENSG00000153037,SRP19,SRP19,signal recognition particle 19,dimgrey,MC100_vs_MC1,1,1,5.5233278264814814e-05,1.0368458764011717,1.0368458764011717,MC100_vs_MC1,1.0368458764011717,5.5233278264814814e-05,up_in_tested,1,0,,,1.0368458764011717,,,,,5.5233278264814814e-05,,,,,up_in_tested,,
RPL3,ENSG00000100316,RPL3,RPL3,ribosomal protein L3,dimgrey,MC100_vs_MC1,1,1,5.696170939737466e-05,1.1753038353673344,1.1753038353673344,MC100_vs_MC1,1.1753038353673344,5.696170939737466e-05,up_in_tested,1,0,,,1.1753038353673344,,,,,5.696170939737466e-05,,,,,up_in_tested,,
ZBTB8OS,ENSG00000176261,ZBTB8OS,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand,dimgrey,MA100_vs_CTR,1,1,6.499407376077045e-05,1.0280657016301995,1.0280657016301995,MA100_vs_CTR,-1.0280657016301995,6.499407376077045e-05,up_in_reference,0,1,-1.0280657016301995,,,,,6.499407376077045e-05,,,,,up_in_reference,,,,
TMEM63B,ENSG00000137216,TMEM63B,TMEM63B,transmembrane protein 63B,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,6.50944084627632e-05,1.1905614359366634,1.095825658042567,MD1_vs_CTR,1.1905614359366634,6.50944084627632e-05,up_in_tested,2,0,1.0010898801484704,,,,1.1905614359366634,0.001197410437627,,,,6.50944084627632e-05,up_in_tested,,,,up_in_tested
TIMM8B,ENSG00000150779,TIMM8B,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,6.513475292340706e-05,1.3707020249625297,1.2892741659200468,MA100_vs_CTR,-1.3707020249625297,6.513475292340706e-05,up_in_reference,1,3,-1.3707020249625297,,1.2698623100115267,-1.2924558559553958,-1.2240764727507352,6.513475292340706e-05,,0.0001093082430974,0.0001378268515008,0.0003460215767578,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
TMEM120B,ENSG00000188735,TMEM120B,TMEM120B,transmembrane protein 120B,darkgrey,MD1_vs_CTR,1,1,6.883446466015506e-05,1.150079392145775,1.150079392145775,MD1_vs_CTR,1.150079392145775,6.883446466015506e-05,up_in_tested,1,0,,,,,1.150079392145775,,,,,6.883446466015506e-05,,,,,up_in_tested
MXRA5,ENSG00000101825,MXRA5,MXRA5,matrix remodeling associated 5,darkgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,6.883446466015506e-05,1.0616801513612446,1.0538542541603855,MD1_vs_CTR,1.0616801513612446,6.883446466015506e-05,up_in_tested,2,0,,,,1.0460283569595263,1.0616801513612446,,,,9.82255247150842e-05,6.883446466015506e-05,,,,up_in_tested,up_in_tested
PXN,ENSG00000089159,PXN,PXN,paxillin,dimgrey,MC100_vs_MC1,1,1,7.65825200323236e-05,1.1465853505555126,1.1465853505555126,MC100_vs_MC1,1.1465853505555126,7.65825200323236e-05,up_in_tested,1,0,,,1.1465853505555126,,,,,7.65825200323236e-05,,,,,up_in_tested,,
MORN2,ENSG00000188010,MORN2,MORN2,MORN repeat containing 2,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,8.075183169537082e-05,1.1869027412262998,1.1424310217749183,MA100_vs_CTR,-1.1869027412262998,8.075183169537082e-05,up_in_reference,0,2,-1.1869027412262998,,,-1.0979593023235368,,8.075183169537082e-05,,,0.0002128667423221,,up_in_reference,,,up_in_reference,
NUDCD1,ENSG00000120526,NUDCD1,NUDCD1,NudC domain containing 1,dimgrey,MC1_vs_CTR,1,1,8.522040091709224e-05,1.1445637158254065,1.1445637158254065,MC1_vs_CTR,-1.1445637158254065,8.522040091709224e-05,up_in_reference,0,1,,,,-1.1445637158254065,,,,,8.522040091709224e-05,,,,,up_in_reference,
UQCRC2,ENSG00000140740,UQCRC2,UQCRC2,ubiquinol-cytochrome c reductase core protein 2,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,8.611596625936786e-05,1.730817863545814,1.645068647907498,MC100_vs_MC1,1.730817863545814,8.611596625936786e-05,up_in_tested,1,1,,,1.730817863545814,-1.5593194322691823,,,,8.611596625936786e-05,0.0007145570037302,,,,up_in_tested,up_in_reference,
PER1,ENSG00000179094,PER1,PER1,period circadian regulator 1,darkgrey,MC1_vs_CTR,1,1,8.739909828542768e-05,1.5280780194336314,1.5280780194336314,MC1_vs_CTR,1.5280780194336314,8.739909828542768e-05,up_in_tested,1,0,,,,1.5280780194336314,,,,,8.739909828542768e-05,,,,,up_in_tested,
MRFAP1L1,ENSG00000178988,MRFAP1L1,MRFAP1L1,Morf4 family associated protein 1 like 1,darkgrey,MA100_vs_MA1;MC100_vs_MC1,2,2,8.740539511518011e-05,1.4810852148861915,1.3689372096303225,MC100_vs_MC1,-1.4810852148861915,8.740539511518011e-05,up_in_reference,1,1,,1.2567892043744535,-1.4810852148861915,,,,0.0091876658952243,8.740539511518011e-05,,,,up_in_tested,up_in_reference,,
CALR,ENSG00000179218,CALR,CALR,calreticulin,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,8.839956489498819e-05,1.244906740262491,1.1907455678091212,MA100_vs_CTR,1.244906740262491,8.839956489498819e-05,up_in_tested,2,1,1.244906740262491,,-1.1584609258627985,1.1688690373020745,,8.839956489498819e-05,,0.0001438699138803,0.0001971370396148,,up_in_tested,,up_in_reference,up_in_tested,
NDUFB10,ENSG00000140990,NDUFB10,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,9.260721688664912e-05,1.385806065084919,1.2635031380646284,MC100_vs_MC1,1.385806065084919,9.260721688664912e-05,up_in_tested,1,1,,,1.385806065084919,-1.1412002110443378,,,,9.260721688664912e-05,0.0021708284512194,,,,up_in_tested,up_in_reference,
