node_name,gene_id,gene_symbol,string_gene_label,gene_name,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR
PSMD3,ENSG00000108344,PSMD3,PSMD3,"proteasome 26S subunit, non-ATPase 3",dimgrey,MC100_vs_MC1,1,1,9.648379037483712e-05,1.425418107477337,1.425418107477337,MC100_vs_MC1,-1.425418107477337,9.648379037483712e-05,up_in_reference,0,1,,,-1.425418107477337,,,,,9.648379037483712e-05,,,,,up_in_reference,,
MKKS,ENSG00000125863,MKKS,MKKS,MKKS centrosomal shuttling protein,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,9.703391925478438e-05,1.910250448208407,1.5755201661125644,MD1_vs_CTR,-1.910250448208407,9.703391925478438e-05,up_in_reference,1,3,-1.088739635610589,,1.6497694278402373,-1.6533211527910243,-1.910250448208407,0.0377808429445487,,0.0005562387993803,0.0007981796139333,9.703391925478438e-05,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
HSP90AA1,ENSG00000080824,HSP90AA1,HSP90AA1,heat shock protein 90 alpha family class A member 1,dimgrey,MD1_vs_CTR,1,1,0.0001021132909533,1.0358912823708577,1.0358912823708577,MD1_vs_CTR,-1.0358912823708577,0.0001021132909533,up_in_reference,0,1,,,,,-1.0358912823708577,,,,,0.0001021132909533,,,,,up_in_reference
ADAM15,ENSG00000143537,ADAM15,ADAM15,ADAM metallopeptidase domain 15,dimgrey,MC100_vs_MC1,1,1,0.0001068173434306,1.6806270849317664,1.6806270849317664,MC100_vs_MC1,-1.6806270849317664,0.0001068173434306,up_in_reference,0,1,,,-1.6806270849317664,,,,,0.0001068173434306,,,,,up_in_reference,,
HSPA8,ENSG00000109971,HSPA8,HSPA8,heat shock protein family A (Hsp70) member 8,dimgrey,MA100_vs_CTR;MC100_vs_MC1,2,2,0.0001087865147548,1.1408357587170714,1.073279990383759,MC100_vs_MC1,1.1408357587170714,0.0001087865147548,up_in_tested,1,1,-1.0057242220504468,,1.1408357587170714,,,0.0013136386591582,,0.0001087865147548,,,up_in_reference,,up_in_tested,,
PRMT2,ENSG00000160310,PRMT2,PRMT2,protein arginine methyltransferase 2,dimgrey,MC100_vs_MC1,1,1,0.0001124951951847,1.056813300693628,1.056813300693628,MC100_vs_MC1,-1.056813300693628,0.0001124951951847,up_in_reference,0,1,,,-1.056813300693628,,,,,0.0001124951951847,,,,,up_in_reference,,
NAA16,ENSG00000172766,NAA16,NAA16,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",dimgrey,MC1_vs_CTR,1,1,0.0001152315254473,1.1541759631345263,1.1541759631345263,MC1_vs_CTR,-1.1541759631345263,0.0001152315254473,up_in_reference,0,1,,,,-1.1541759631345263,,,,,0.0001152315254473,,,,,up_in_reference,
DNAJB5,ENSG00000137094,DNAJB5,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5,darkgrey,MC100_vs_MC1,1,1,0.0001187673912684,1.2123312118378224,1.2123312118378224,MC100_vs_MC1,-1.2123312118378224,0.0001187673912684,up_in_reference,0,1,,,-1.2123312118378224,,,,,0.0001187673912684,,,,,up_in_reference,,
NDUFB9,ENSG00000147684,NDUFB9,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.000119867593228,1.255764229904566,1.2177584867395082,MA100_vs_CTR,-1.255764229904566,0.0001291958967567,up_in_reference,1,2,-1.255764229904566,,1.1976928317689992,-1.1998183985449595,,0.0001291958967567,,0.000119867593228,0.0001937156403983,,up_in_reference,,up_in_tested,up_in_reference,
THG1L,ENSG00000113272,THG1L,THG1L,tRNA-histidine guanylyltransferase 1 like,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.000119867593228,1.2067319306235704,1.1667664900595074,MC100_vs_MC1,-1.2067319306235704,0.000119867593228,up_in_reference,1,1,,,-1.2067319306235704,1.1268010494954444,,,,0.000119867593228,0.0005551304051083,,,,up_in_reference,up_in_tested,
PI4KA,ENSG00000241973,PI4KA,PI4KA,phosphatidylinositol 4-kinase alpha,dimgrey,MC100_vs_MC1,1,1,0.000119867593228,1.0783786607836836,1.0783786607836836,MC100_vs_MC1,1.0783786607836836,0.000119867593228,up_in_tested,1,0,,,1.0783786607836836,,,,,0.000119867593228,,,,,up_in_tested,,
SREK1IP1,ENSG00000153006,SREK1IP1,SREK1IP1,SREK1 interacting protein 1,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0001251172905771,1.3206349525642962,1.1543388763037978,MD1_vs_CTR,-1.3206349525642962,0.0001251172905771,up_in_reference,1,3,-1.0379897738683574,,1.0410497923980373,-1.2176809863845002,-1.3206349525642962,0.0036946651832368,,0.0024599446256851,0.0004503067855259,0.0001251172905771,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
RPL31,ENSG00000071082,RPL31,RPL31,ribosomal protein L31,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0001290327382198,1.013595193450631,1.0107578733838465,MA100_vs_CTR,-1.013595193450631,0.0001515505845577,up_in_reference,0,2,-1.013595193450631,,,-1.007920553317062,,0.0001515505845577,,,0.0001290327382198,,up_in_reference,,,up_in_reference,
AKT1S1,ENSG00000204673,AKT1S1,AKT1S1,AKT1 substrate 1,darkgrey,MA100_vs_MA1;MC100_vs_MC1,2,2,0.0001311368189382,1.135789987591648,1.109540913845677,MC100_vs_MC1,-1.135789987591648,0.0001311368189382,up_in_reference,1,1,,1.0832918400997062,-1.135789987591648,,,,0.0047651721443051,0.0001311368189382,,,,up_in_tested,up_in_reference,,
ATG16L2,ENSG00000168010,ATG16L2,ATG16L2,autophagy related 16 like 2,darkgrey,MA100_vs_CTR;MD1_vs_CTR,2,2,0.0001322333199514,1.2430359749360698,1.1588238898335956,MD1_vs_CTR,1.2430359749360698,0.0001322333199514,up_in_tested,2,0,1.0746118047311215,,,,1.2430359749360698,0.0014534070584193,,,,0.0001322333199514,up_in_tested,,,,up_in_tested
CANX,ENSG00000127022,CANX,CANX,calnexin,dimgrey,MC1_vs_CTR,1,1,0.0001452887050971,1.0154135490437988,1.0154135490437988,MC1_vs_CTR,1.0154135490437988,0.0001452887050971,up_in_tested,1,0,,,,1.0154135490437988,,,,,0.0001452887050971,,,,,up_in_tested,
MAF1,ENSG00000179632,MAF1,MAF1,MAF1 negative regulator of RNA polymerase III,dimgrey,MC100_vs_MC1,1,1,0.0001473295127053,1.1947313389935144,1.1947313389935144,MC100_vs_MC1,-1.1947313389935144,0.0001473295127053,up_in_reference,0,1,,,-1.1947313389935144,,,,,0.0001473295127053,,,,,up_in_reference,,
CLCN5,ENSG00000171365,CLCN5,CLCN5,Cl-/H+ antiporter 5,darkgrey,MC100_vs_MC1,1,1,0.0001476586952412,1.2141274115270904,1.2141274115270904,MC100_vs_MC1,-1.2141274115270904,0.0001476586952412,up_in_reference,0,1,,,-1.2141274115270904,,,,,0.0001476586952412,,,,,up_in_reference,,
PPA1,ENSG00000180817,PPA1,PPA1,inorganic pyrophosphatase 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.000152058990803,1.1093918045633822,1.0822103598463721,MC100_vs_MC1,1.1093918045633822,0.000152058990803,up_in_tested,1,1,,,1.1093918045633822,-1.055028915129362,,,,0.000152058990803,0.0005164063430235,,,,up_in_tested,up_in_reference,
SPRED2,ENSG00000198369,SPRED2,SPRED2,sprouty related EVH1 domain containing 2,dimgrey,MC1_vs_CTR,1,1,0.0001530916512556,1.1228104907205314,1.1228104907205314,MC1_vs_CTR,-1.1228104907205314,0.0001530916512556,up_in_reference,0,1,,,,-1.1228104907205314,,,,,0.0001530916512556,,,,,up_in_reference,
TAGLN2,ENSG00000158710,TAGLN2,TAGLN2,transgelin 2,darkgrey,MC100_vs_MC1,1,1,0.0001547687996717,1.366918481821997,1.366918481821997,MC100_vs_MC1,-1.366918481821997,0.0001547687996717,up_in_reference,0,1,,,-1.366918481821997,,,,,0.0001547687996717,,,,,up_in_reference,,
PSMC1,ENSG00000100764,PSMC1,PSMC1,"proteasome 26S subunit, ATPase 1",darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0001550537652741,1.6096496794975392,1.310817211869993,MC100_vs_MC1,-1.6096496794975392,0.0001550537652741,up_in_reference,2,1,1.1587173217117916,,-1.6096496794975392,1.1640846344006484,,0.0121762260679187,,0.0001550537652741,0.0105049929113066,,up_in_tested,,up_in_reference,up_in_tested,
CCM2,ENSG00000136280,CCM2,CCM2,CCM2 scaffold protein,darkgrey,MC100_vs_MC1,1,1,0.0001685432225245,1.0339250074317543,1.0339250074317543,MC100_vs_MC1,-1.0339250074317543,0.0001685432225245,up_in_reference,0,1,,,-1.0339250074317543,,,,,0.0001685432225245,,,,,up_in_reference,,
ZNF428,ENSG00000131116,ZNF428,ZNF428,zinc finger protein 428,dimgrey,MC100_vs_MC1,1,1,0.000169788136474,1.5990353603214071,1.5990353603214071,MC100_vs_MC1,-1.5990353603214071,0.000169788136474,up_in_reference,0,1,,,-1.5990353603214071,,,,,0.000169788136474,,,,,up_in_reference,,
MEA1,ENSG00000124733,MEA1,MEA1,male-enhanced antigen 1,dimgrey,MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,3,3,0.0001725841969462,1.6172594928635562,1.2888568174585187,MC100_vs_MC1,1.6172594928635562,0.0001725841969462,up_in_tested,1,2,,,1.6172594928635562,-1.07548335415888,-1.17382760535312,,,0.0001725841969462,0.0216021077940824,0.0129722202392648,,,up_in_tested,up_in_reference,up_in_reference
PRDX2,ENSG00000167815,PRDX2,PRDX2,peroxiredoxin 2,dimgrey,MC100_vs_MC1,1,1,0.0001764228496961,1.8973172618905128,1.8973172618905128,MC100_vs_MC1,1.8973172618905128,0.0001764228496961,up_in_tested,1,0,,,1.8973172618905128,,,,,0.0001764228496961,,,,,up_in_tested,,
TWF2,ENSG00000247596,TWF2,TWF2,twinfilin actin binding protein 2,dimgrey,MC100_vs_MC1,1,1,0.0001807539963792,1.4430557610517916,1.4430557610517916,MC100_vs_MC1,-1.4430557610517916,0.0001807539963792,up_in_reference,0,1,,,-1.4430557610517916,,,,,0.0001807539963792,,,,,up_in_reference,,
ATXN2L,ENSG00000168488,ATXN2L,ATXN2L,ataxin 2 like,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.000182347440325,2.3856894966910587,1.816764510878616,MC100_vs_MC1,-2.3856894966910587,0.000182347440325,up_in_reference,3,1,1.7037190521748995,,-2.3856894966910587,1.5906446600728084,1.5870048345756975,0.0136202385327407,,0.000182347440325,0.0203703231877371,0.0229375059067816,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
ACAN,ENSG00000157766,ACAN,ACAN,aggrecan,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0001927298186907,1.756231512233272,1.4806946458168997,MC1_vs_CTR,1.756231512233272,0.0001927298186907,up_in_tested,3,1,1.5857537120957326,,-1.2588380394009324,1.756231512233272,1.3219553195376614,0.0010953301633183,,0.0075351106808004,0.0001927298186907,0.0074806414430384,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
LRP8,ENSG00000157193,LRP8,LRP8,LDL receptor related protein 8,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0001949449717083,1.1960123638267404,1.120086035011707,MA100_vs_CTR,1.1960123638267404,0.0001949449717083,up_in_tested,2,0,1.1960123638267404,,,1.0441597061966736,,0.0001949449717083,,,0.0010622297560931,,up_in_tested,,,up_in_tested,
ZNF608,ENSG00000168916,ZNF608,ZNF608,zinc finger protein 608,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0002040085447391,1.186325866631013,1.1488239991607494,MA100_vs_CTR,1.186325866631013,0.0002040085447391,up_in_tested,2,0,1.186325866631013,,,1.111322131690486,,0.0002040085447391,,,0.0004236685445252,,up_in_tested,,,up_in_tested,
BCL3,ENSG00000069399,BCL3,BCL3,BCL3 transcription coactivator,dimgrey,MC100_vs_MC1,1,1,0.0002125895006981,1.0397988898566588,1.0397988898566588,MC100_vs_MC1,-1.0397988898566588,0.0002125895006981,up_in_reference,0,1,,,-1.0397988898566588,,,,,0.0002125895006981,,,,,up_in_reference,,
SLC39A3,ENSG00000141873,SLC39A3,SLC39A3,solute carrier family 39 member 3,darkgrey,MC100_vs_MC1,1,1,0.000215092191558,1.0320432075634745,1.0320432075634745,MC100_vs_MC1,-1.0320432075634745,0.000215092191558,up_in_reference,0,1,,,-1.0320432075634745,,,,,0.000215092191558,,,,,up_in_reference,,
CLASRP,ENSG00000104859,CLASRP,CLASRP,CLK4 associating serine/arginine rich protein,darkgrey,MC100_vs_MC1,1,1,0.0002190045611763,1.2843656645707735,1.2843656645707735,MC100_vs_MC1,-1.2843656645707735,0.0002190045611763,up_in_reference,0,1,,,-1.2843656645707735,,,,,0.0002190045611763,,,,,up_in_reference,,
NDUFB7,ENSG00000099795,NDUFB7,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,darkgrey,MA100_vs_MA1,1,1,0.0002262253173246,1.0772433268097918,1.0772433268097918,MA100_vs_MA1,1.0772433268097918,0.0002262253173246,up_in_tested,1,0,,1.0772433268097918,,,,,0.0002262253173246,,,,,up_in_tested,,,
ZNF592,ENSG00000166716,ZNF592,ZNF592,zinc finger protein 592,darkgrey,MD1_vs_CTR,1,1,0.0002277933008937,1.0651014401402414,1.0651014401402414,MD1_vs_CTR,1.0651014401402414,0.0002277933008937,up_in_tested,1,0,,,,,1.0651014401402414,,,,,0.0002277933008937,,,,,up_in_tested
RPS3,ENSG00000149273,RPS3,RPS3,ribosomal protein S3,dimgrey,MC100_vs_MC1,1,1,0.0002316270009393,1.040733018591592,1.040733018591592,MC100_vs_MC1,-1.040733018591592,0.0002316270009393,up_in_reference,0,1,,,-1.040733018591592,,,,,0.0002316270009393,,,,,up_in_reference,,
SH3BGRL3,ENSG00000142669,SH3BGRL3,SH3BGRL3,SH3 domain binding glutamate rich protein like 3,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0002316862480358,1.5432611496527824,1.4136572202256172,MC100_vs_MC1,1.5432611496527824,0.0002316862480358,up_in_tested,1,3,-1.2967100751450409,,1.5432611496527824,-1.4071923500970804,-1.4074653060075653,0.0036690029341682,,0.0002316862480358,0.001263615100054,0.0014161180112076,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
RWDD2A,ENSG00000013392,RWDD2A,RWDD2A,RWD domain containing 2A,dimgrey,MC100_vs_MC1,1,1,0.0002394073751503,2.1567952502497425,2.1567952502497425,MC100_vs_MC1,2.1567952502497425,0.0002394073751503,up_in_tested,1,0,,,2.1567952502497425,,,,,0.0002394073751503,,,,,up_in_tested,,
ATP5MGL,ENSG00000249222,ATP5MGL,ATP5MGL,ATP synthase membrane subunit g like,dimgrey,MC100_vs_MC1,1,1,0.0002516335356796,1.1149341773867754,1.1149341773867754,MC100_vs_MC1,-1.1149341773867754,0.0002516335356796,up_in_reference,0,1,,,-1.1149341773867754,,,,,0.0002516335356796,,,,,up_in_reference,,
TSSC4,ENSG00000184281,TSSC4,TSSC4,tumor suppressing subtransferable candidate 4,darkgrey,MC100_vs_MC1,1,1,0.0002581902414777,1.1134792829272029,1.1134792829272029,MC100_vs_MC1,-1.1134792829272029,0.0002581902414777,up_in_reference,0,1,,,-1.1134792829272029,,,,,0.0002581902414777,,,,,up_in_reference,,
SEMA6D,ENSG00000137872,SEMA6D,SEMA6D,semaphorin 6D,dimgrey,MC1_vs_CTR,1,1,0.0002772776791253,1.169343527936302,1.169343527936302,MC1_vs_CTR,-1.169343527936302,0.0002772776791253,up_in_reference,0,1,,,,-1.169343527936302,,,,,0.0002772776791253,,,,,up_in_reference,
GIT1,ENSG00000108262,GIT1,GIT1,GIT ArfGAP 1,dimgrey,MC100_vs_MC1,1,1,0.0002783008487677,1.3093971037025276,1.3093971037025276,MC100_vs_MC1,-1.3093971037025276,0.0002783008487677,up_in_reference,0,1,,,-1.3093971037025276,,,,,0.0002783008487677,,,,,up_in_reference,,
TPCN2,ENSG00000162341,TPCN2,TPCN2,two pore segment channel 2,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0002891593958694,1.2948172589096714,1.1793083576976489,MC100_vs_MC1,-1.2948172589096714,0.0002891593958694,up_in_reference,1,1,,,-1.2948172589096714,1.0637994564856263,,,,0.0002891593958694,0.0045291430633639,,,,up_in_reference,up_in_tested,
GARRE1,ENSG00000166398,GARRE1,GARRE1,granule associated Rac and RHOG effector 1,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0002908030732335,1.959350868306559,1.594494539265573,MC1_vs_CTR,1.959350868306559,0.0002908030732335,up_in_tested,2,1,1.795129197503018,,-1.0290035519871426,1.959350868306559,,0.001253079451471,,0.0719916390715096,0.0002908030732335,,up_in_tested,,up_in_reference,up_in_tested,
SLC7A5,ENSG00000103257,SLC7A5,SLC7A5,solute carrier family 7 member 5,dimgrey,MC100_vs_MC1,1,1,0.0002963275197588,1.03199804426104,1.03199804426104,MC100_vs_MC1,-1.03199804426104,0.0002963275197588,up_in_reference,0,1,,,-1.03199804426104,,,,,0.0002963275197588,,,,,up_in_reference,,
SH3PXD2B,ENSG00000174705,SH3PXD2B,SH3PXD2B,SH3 and PX domains 2B,darkgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.0002992012823668,1.1366410838509424,1.0907460989776672,MD1_vs_CTR,1.1366410838509424,0.0002992012823668,up_in_tested,2,0,,,,1.0448511141043917,1.1366410838509424,,,,0.0009137105937043,0.0002992012823668,,,,up_in_tested,up_in_tested
MCCC2,ENSG00000131844,MCCC2,MCCC2,methylcrotonyl-CoA carboxylase subunit 2,dimgrey,MC1_vs_CTR,1,1,0.0003066960258354,1.092658090067402,1.092658090067402,MC1_vs_CTR,-1.092658090067402,0.0003066960258354,up_in_reference,0,1,,,,-1.092658090067402,,,,,0.0003066960258354,,,,,up_in_reference,
SELENOW,ENSG00000178980,SELENOW,SELENOW,selenoprotein W,darkgrey,MC100_vs_MC1,1,1,0.0003085051978862,1.053552548819772,1.053552548819772,MC100_vs_MC1,-1.053552548819772,0.0003085051978862,up_in_reference,0,1,,,-1.053552548819772,,,,,0.0003085051978862,,,,,up_in_reference,,
UBR4,ENSG00000127481,UBR4,UBR4,ubiquitin protein ligase E3 component n-recognin 4,darkgrey,MC1_vs_CTR,1,1,0.000332728002449,1.0110608897270956,1.0110608897270956,MC1_vs_CTR,1.0110608897270956,0.000332728002449,up_in_tested,1,0,,,,1.0110608897270956,,,,,0.000332728002449,,,,,up_in_tested,
COA6,ENSG00000168275,COA6,COA6,cytochrome c oxidase assembly factor 6,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0003359157521693,1.0877389350005215,1.0472814124805954,MC1_vs_CTR,-1.0877389350005215,0.0003359157521693,up_in_reference,0,2,-1.006823889960669,,,-1.0877389350005215,,0.001208428574222,,,0.0003359157521693,,up_in_reference,,,up_in_reference,
TRAPPC2B,ENSG00000256060,TRAPPC2B,TRAPPC2B,trafficking protein particle complex subunit 2B,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0003516061984654,1.5299690603677678,1.3070459619126014,MC100_vs_MC1,1.5299690603677678,0.0003516061984654,up_in_tested,1,1,,,1.5299690603677678,-1.084122863457435,,,,0.0003516061984654,0.0193491443910669,,,,up_in_tested,up_in_reference,
TUBB4B,ENSG00000188229,TUBB4B,TUBB4B,tubulin beta 4B class IVb,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0003632133036304,1.397941043635898,1.298000994146372,MC100_vs_MC1,1.397941043635898,0.0003632133036304,up_in_tested,1,1,,,1.397941043635898,-1.1980609446568455,,,,0.0003632133036304,0.0035128498973001,,,,up_in_tested,up_in_reference,
SDF2L1,ENSG00000128228,SDF2L1,SDF2L1,stromal cell derived factor 2 like 1,darkgrey,MC100_vs_MC1,1,1,0.0003632133036304,1.192988183908218,1.192988183908218,MC100_vs_MC1,-1.192988183908218,0.0003632133036304,up_in_reference,0,1,,,-1.192988183908218,,,,,0.0003632133036304,,,,,up_in_reference,,
S1PR3,ENSG00000213694,S1PR3,S1PR3,sphingosine-1-phosphate receptor 3,dimgrey,MA100_vs_CTR,1,1,0.0003734028459756,1.0515425153679123,1.0515425153679123,MA100_vs_CTR,-1.0515425153679123,0.0003734028459756,up_in_reference,0,1,-1.0515425153679123,,,,,0.0003734028459756,,,,,up_in_reference,,,,
RING1,ENSG00000204227,RING1,RING1,ring finger protein 1,dimgrey,MC100_vs_MC1,1,1,0.0003770725826008,1.7898863170502808,1.7898863170502808,MC100_vs_MC1,1.7898863170502808,0.0003770725826008,up_in_tested,1,0,,,1.7898863170502808,,,,,0.0003770725826008,,,,,up_in_tested,,
H4C3,ENSG00000197061,H4C3,H4C3,H4 clustered histone 3,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0003795886118523,1.7199967306514805,1.665174231687257,MC100_vs_MC1,-1.7199967306514805,0.0003795886118523,up_in_reference,2,1,1.682572293490005,,-1.7199967306514805,1.5929536709202852,,0.0009583003011967,,0.0003795886118523,0.0015326408356163,,up_in_tested,,up_in_reference,up_in_tested,
REV1,ENSG00000135945,REV1,REV1,REV1 DNA directed polymerase,darkgrey,MA100_vs_CTR,1,1,0.0003976090085204,1.1598311452148025,1.1598311452148025,MA100_vs_CTR,1.1598311452148025,0.0003976090085204,up_in_tested,1,0,1.1598311452148025,,,,,0.0003976090085204,,,,,up_in_tested,,,,
KXD1,ENSG00000105700,KXD1,KXD1,KxDL motif containing 1,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0003990984935607,1.6796410705907354,1.3385469248335025,MA100_vs_CTR,-1.6796410705907354,0.0003990984935607,up_in_reference,1,3,-1.6796410705907354,,1.2207657598726631,-1.2878745481634433,-1.165906320707168,0.0003990984935607,,0.0090036460525517,0.0064664290453277,0.0165236850554011,up_in_reference,,up_in_tested,up_in_reference,up_in_reference
NAP1L4,ENSG00000205531,NAP1L4,NAP1L4,nucleosome assembly protein 1 like 4,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0004040970759036,1.0836752901964202,1.064076505984567,MA100_vs_CTR,1.0836752901964202,0.0004040970759036,up_in_tested,2,0,1.0836752901964202,,,1.0444777217727137,,0.0004040970759036,,,0.0005551304051083,,up_in_tested,,,up_in_tested,
JMJD8,ENSG00000161999,JMJD8,JMJD8,jumonji domain containing 8,darkgrey,MC100_vs_MC1,1,1,0.0004165941817363,1.208420672544699,1.208420672544699,MC100_vs_MC1,-1.208420672544699,0.0004165941817363,up_in_reference,0,1,,,-1.208420672544699,,,,,0.0004165941817363,,,,,up_in_reference,,
TP53I13,ENSG00000167543,TP53I13,TP53I13,tumor protein p53 inducible protein 13,darkgrey,MC100_vs_MC1,1,1,0.0004406869168395,1.1941109258856983,1.1941109258856983,MC100_vs_MC1,-1.1941109258856983,0.0004406869168395,up_in_reference,0,1,,,-1.1941109258856983,,,,,0.0004406869168395,,,,,up_in_reference,,
BANF1,ENSG00000175334,BANF1,BANF1,barrier to autointegration nuclear assembly factor 1,dimgrey,MA100_vs_CTR,1,1,0.0004557411748861,1.0336930328856075,1.0336930328856075,MA100_vs_CTR,-1.0336930328856075,0.0004557411748861,up_in_reference,0,1,-1.0336930328856075,,,,,0.0004557411748861,,,,,up_in_reference,,,,
HECW1,ENSG00000002746,HECW1,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",maroon,MC100_vs_MC1,1,1,0.0004684740390219,4.301554210704456,4.301554210704456,MC100_vs_MC1,4.301554210704456,0.0004684740390219,up_in_tested,1,0,,,4.301554210704456,,,,,0.0004684740390219,,,,,up_in_tested,,
CUL2,ENSG00000108094,CUL2,CUL2,cullin 2,dimgrey,MC100_vs_MC1,1,1,0.0004839209853005,1.0811405347378684,1.0811405347378684,MC100_vs_MC1,1.0811405347378684,0.0004839209853005,up_in_tested,1,0,,,1.0811405347378684,,,,,0.0004839209853005,,,,,up_in_tested,,
TAMALIN,ENSG00000161835,TAMALIN,TAMALIN,trafficking regulator and scaffold protein tamalin,darkgrey,MC100_vs_MC1;MD1_vs_CTR,2,2,0.000484416375861,1.4999803217786216,1.272502201919411,MC100_vs_MC1,-1.4999803217786216,0.000484416375861,up_in_reference,1,1,,,-1.4999803217786216,,1.0450240820602004,,,0.000484416375861,,0.0252414933276024,,,up_in_reference,,up_in_tested
ATP5MK,ENSG00000173915,ATP5MK,ATP5MK,ATP synthase membrane subunit k,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.000484416375861,1.1640706574412814,1.0936255631113079,MC100_vs_MC1,1.1640706574412814,0.000484416375861,up_in_tested,1,2,-1.029669535832639,,1.1640706574412814,-1.0871364960600027,,0.003580621238848,,0.000484416375861,0.0016861022251925,,up_in_reference,,up_in_tested,up_in_reference,
ST6GALNAC4,ENSG00000136840,ST6GALNAC4,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",darkgrey,MC100_vs_MC1,1,1,0.0004866117776421,1.015093956203034,1.015093956203034,MC100_vs_MC1,-1.015093956203034,0.0004866117776421,up_in_reference,0,1,,,-1.015093956203034,,,,,0.0004866117776421,,,,,up_in_reference,,
SQSTM1,ENSG00000161011,SQSTM1,SQSTM1,sequestosome 1,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0004892247234527,2.225515740269684,1.9834164385972173,MD1_vs_CTR,2.225515740269684,0.0004892247234527,up_in_tested,3,1,1.956753086794646,,-1.5950974199547852,2.156299507369754,2.225515740269684,0.0027670301588047,,0.0133442703041379,0.000710679532136,0.0004892247234527,up_in_tested,,up_in_reference,up_in_tested,up_in_tested
RAD51C,ENSG00000108384,RAD51C,RAD51C,RAD51 paralog C,dimgrey,MD1_vs_CTR,1,1,0.0004966440844719,1.0081656863349755,1.0081656863349755,MD1_vs_CTR,-1.0081656863349755,0.0004966440844719,up_in_reference,0,1,,,,,-1.0081656863349755,,,,,0.0004966440844719,,,,,up_in_reference
PEX2,ENSG00000164751,PEX2,PEX2,peroxisomal biogenesis factor 2,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0005686314762245,1.31505558829078,1.202248707956284,MC100_vs_MC1,1.31505558829078,0.0005686314762245,up_in_tested,1,1,,,1.31505558829078,-1.089441827621788,,,,0.0005686314762245,0.0068860784351504,,,,up_in_tested,up_in_reference,
