gene_id,gene_symbol,gene_name,contrast,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction,dynamic_module,module,module_label,abs_log2FoldChange,neg_log10_padj,is_deg,is_priority_contrast,has_wgcna_module,regulation,selected_priority_deg,string_gene_label
ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein,MC1_vs_CTR,1416.0331215547903,1.1588039389951876,0.2186663640839558,5.299415590731965,1.1617392860199739e-07,1.75952548354569e-05,True,up_in_MC1,gainsboro,gainsboro,13,1.1588039389951876,4.7546044388128035,True,True,True,up_in_tested,True,BCCIP
ENSG00000123933,MXD4,MAX dimerization protein 4,MC1_vs_CTR,1295.2902253153068,1.0099280397800026,0.190798800672885,5.29315716984759,1.2022250996367692e-07,1.789449876752453e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.0099280397800026,4.747280461875648,True,True,True,up_in_tested,True,MXD4
ENSG00000197632,SERPINB2,serpin family B member 2,MC1_vs_CTR,1916.606781138084,-1.0407742767426629,0.1982918411039114,-5.248699446979581,1.5317674356949973e-07,2.2413132665008323e-05,True,up_in_CTR,silver,silver,29,1.0407742767426629,4.649497438242073,True,True,True,up_in_reference,True,SERPINB2
ENSG00000030582,GRN,granulin precursor,MC1_vs_CTR,3583.308605118453,1.1847870840459358,0.2263389593022619,5.234569813779715,1.6536955882096645e-07,2.379392335502339e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.1847870840459358,4.623533941697368,True,True,True,up_in_tested,True,GRN
ENSG00000144848,ATG3,autophagy related 3,MC1_vs_CTR,598.0599349765681,-1.058077982492284,0.2029752525669151,-5.212842300287154,1.85968982265165e-07,2.600057080550916e-05,True,up_in_CTR,dimgrey,dimgrey,11,1.058077982492284,4.585017117607577,True,True,True,up_in_reference,True,ATG3
ENSG00000173852,DPY19L1,dpy-19 like C-mannosyltransferase 1,MC1_vs_CTR,450.6152822127294,-1.0129627025659305,0.1943488272187781,-5.212085491134146,1.8672945557066697e-07,2.600057080550916e-05,True,up_in_CTR,dimgrey,dimgrey,11,1.0129627025659305,4.585017117607577,True,True,True,up_in_reference,True,DPY19L1
ENSG00000153140,CETN3,centrin 3,MC1_vs_CTR,3844.029671896229,1.208897686697576,0.2355614069745618,5.13198533759872,2.867018382872263e-07,3.631490739572029e-05,True,up_in_MC1,dimgrey,dimgrey,11,1.208897686697576,4.439915058967241,True,True,True,up_in_tested,True,CETN3
ENSG00000153989,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,MC1_vs_CTR,315.92169086894773,-1.0330105720848608,0.2100215797026221,-4.918592525337355,8.716871187017565e-07,8.141123993908304e-05,True,up_in_CTR,dimgrey,dimgrey,11,1.0330105720848608,4.089315630657112,True,True,True,up_in_reference,True,NUS1
ENSG00000107679,PLEKHA1,pleckstrin homology domain containing A1,MC1_vs_CTR,222.99699680498156,1.036845017946825,0.2109421420106056,4.915305249411448,8.864423206618564e-07,8.141123993908304e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.036845017946825,4.089315630657112,True,True,True,up_in_tested,True,PLEKHA1
ENSG00000120526,NUDCD1,NudC domain containing 1,MC1_vs_CTR,299.41741436223236,-1.144563715837264,0.233576292017885,-4.900170757696693,9.575339589157757e-07,8.522052234350404e-05,True,up_in_CTR,dimgrey,dimgrey,11,1.144563715837264,4.0694558081993275,True,True,True,up_in_reference,True,NUDCD1
ENSG00000179094,PER1,period circadian regulator 1,MC1_vs_CTR,150.6371667642184,1.5280780194325017,0.3122865569449187,4.893191799165486,9.921363145736065e-07,8.7399110241979e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.5280780194325017,4.058492988635227,True,True,True,up_in_tested,True,PER1
ENSG00000101825,MXRA5,matrix remodeling associated 5,MC1_vs_CTR,302.25578376154266,1.0460283570085895,0.2150460576182671,4.864206154689973,1.149170904349517e-06,9.822566749751862e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.0460283570085895,4.007775011235891,True,True,True,up_in_tested,True,MXRA5
ENSG00000172766,NAA16,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",MC1_vs_CTR,257.91998185564665,-1.1541759631324529,0.2400347065066886,-4.808371172359159,1.5216504033982177e-06,0.000115231648531,True,up_in_CTR,dimgrey,dimgrey,11,1.1541759631324529,3.9384282249519638,True,True,True,up_in_reference,True,NAA16
ENSG00000149503,INCENP,inner centromere protein,MC1_vs_CTR,667.7836607626035,1.0314104351297932,0.2158032933750993,4.779400809871067,1.758183849678575e-06,0.0001283392280293,True,up_in_MC1,darkgrey,darkgrey,7,1.0314104351297932,3.8916405773529434,True,True,True,up_in_tested,True,INCENP
ENSG00000071082,RPL31,ribosomal protein L31,MC1_vs_CTR,14905.318565251242,-1.0079205533170574,0.2110655071642465,-4.775392089682923,1.7935744916431824e-06,0.0001290327382196,True,up_in_CTR,dimgrey,dimgrey,11,1.0079205533170574,3.889300086411866,True,True,True,up_in_reference,True,RPL31
ENSG00000150779,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,MC1_vs_CTR,573.3507255463115,-1.2924558559046488,0.2717819778264206,-4.755487712029616,1.97967902259316e-06,0.0001378271693713,True,up_in_CTR,dimgrey,dimgrey,11,1.2924558559046488,3.8606651630890694,True,True,True,up_in_reference,True,TIMM8B
ENSG00000242485,MRPL20,mitochondrial ribosomal protein L20,MC1_vs_CTR,385.0591965268712,-1.4078276027168908,0.2964749143928581,-4.748555558570403,2.048746096340158e-06,0.0001414946003976,True,up_in_CTR,dimgrey,dimgrey,11,1.4078276027168908,3.849260133017928,True,True,True,up_in_reference,True,MRPL20
ENSG00000127022,CANX,calnexin,MC1_vs_CTR,906.9612940675872,1.0154135490400924,0.2141506262251199,4.741585709736226,2.120519115665633e-06,0.0001452892184566,True,up_in_MC1,dimgrey,dimgrey,11,1.0154135490400924,3.837766612395261,True,True,True,up_in_tested,True,CANX
ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,MC1_vs_CTR,240.0641142849744,-1.1228104909135603,0.2375387858167982,-4.726851183703228,2.280282551813306e-06,0.0001530930913424,True,up_in_CTR,silver,silver,29,1.1228104909135603,3.815044407339437,True,True,True,up_in_reference,True,SPRED2
ENSG00000182742,HOXB4,homeobox B4,MC1_vs_CTR,470.7151990069973,1.164331443827932,0.2473345523479039,4.707516328693812,2.507532007521077e-06,0.000162015178841,True,up_in_MC1,dimgrey,dimgrey,11,1.164331443827932,3.7904442954692246,True,True,True,up_in_tested,True,HOXB4
ENSG00000168056,LTBP3,latent transforming growth factor beta binding protein 3,MC1_vs_CTR,337.2366976661802,1.257757407925229,0.2678960642193755,4.6949454505433605,2.666778789192198e-06,0.0001667708868315,True,up_in_MC1,darkgrey,darkgrey,7,1.257757407925229,3.7778797618036126,True,True,True,up_in_tested,True,LTBP3
ENSG00000136104,RNASEH2B,ribonuclease H2 subunit B,MC1_vs_CTR,280.21885429216104,-1.0695570783876258,0.2296931953739744,-4.6564595727192915,3.216934123691335e-06,0.0001913314694435,True,up_in_CTR,dimgrey,dimgrey,11,1.0695570783876258,3.718213593058687,True,True,True,up_in_reference,True,RNASEH2B
ENSG00000157766,ACAN,aggrecan,MC1_vs_CTR,144.79368448454218,1.7562315122544383,0.3774934622449579,4.652349478611125,3.281742763898987e-06,0.0001927298318417,True,up_in_MC1,dimgrey,dimgrey,11,1.7562315122544383,3.715051057521525,True,True,True,up_in_tested,True,ACAN
ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,MC1_vs_CTR,299.42319835077035,-1.1998183985627315,0.2581848116879513,-4.647130056638894,3.3658497237293035e-06,0.0001937158710997,True,up_in_CTR,dimgrey,dimgrey,11,1.1998183985627315,3.712834796169615,True,True,True,up_in_reference,True,NDUFB9
ENSG00000179218,CALR,calreticulin,MC1_vs_CTR,1752.4710872267635,1.1688690373020538,0.251795098035321,4.642143736801773,3.4481284592640507e-06,0.0001971370396611,True,up_in_MC1,gainsboro,gainsboro,13,1.1688690373020538,3.705231769382966,True,True,True,up_in_tested,True,CALR
ENSG00000188010,MORN2,MORN repeat containing 2,MC1_vs_CTR,275.5946866666245,-1.0979593023968162,0.2376103160547354,-4.62084020857029,3.821890614635753e-06,0.0002128669785558,True,up_in_CTR,dimgrey,dimgrey,11,1.0979593023968162,3.671891704194766,True,True,True,up_in_reference,True,MORN2
ENSG00000162961,DPY30,dpy-30 histone methyltransferase complex regulatory subunit,MC1_vs_CTR,643.5057256596514,-1.0712405960670763,0.2324992951480261,-4.607500402893892,4.075384148209736e-06,0.0002240942124299,True,up_in_CTR,dimgrey,dimgrey,11,1.0712405960670763,3.649569359628327,True,True,True,up_in_reference,True,DPY30
ENSG00000137872,SEMA6D,semaphorin 6D,MC1_vs_CTR,157.2484072047013,-1.169343527950049,0.257138348886934,-4.547526780862312,5.42800149915809e-06,0.0002772777333859,True,up_in_CTR,dimgrey,dimgrey,11,1.169343527950049,3.5570850047672744,True,True,True,up_in_reference,True,SEMA6D
ENSG00000117118,SDHB,succinate dehydrogenase complex iron sulfur subunit B,MC1_vs_CTR,247.34532460167972,-1.3597317702705185,0.299130918911009,-4.545607572833474,5.477701169170992e-06,0.0002781705540791,True,up_in_CTR,dimgrey,dimgrey,11,1.3597317702705185,3.555688844429483,True,True,True,up_in_reference,True,SDHB
ENSG00000166398,GARRE1,granule associated Rac and RHOG effector 1,MC1_vs_CTR,112.30814760060456,1.9593508682437135,0.4327452598784159,4.527723466674628,5.962253539806154e-06,0.0002908030215206,True,up_in_MC1,darkgrey,darkgrey,7,1.9593508682437135,3.5364010853545875,True,True,True,up_in_tested,True,GARRE1
ENSG00000131844,MCCC2,methylcrotonyl-CoA carboxylase subunit 2,MC1_vs_CTR,295.5384556066571,-1.0926580899005802,0.2419917902135971,-4.5152692532921535,6.323636846655569e-06,0.0003066963870627,True,up_in_CTR,dimgrey,dimgrey,11,1.0926580899005802,3.513291340052646,True,True,True,up_in_reference,True,MCCC2
ENSG00000198858,R3HDM4,R3H domain containing 4,MC1_vs_CTR,583.7583524724945,1.1190162602463296,0.2488609851837051,4.49655159654813,6.906442562847314e-06,0.000332728944021,True,up_in_MC1,darkgrey,darkgrey,7,1.1190162602463296,3.4779094183020587,True,True,True,up_in_tested,True,R3HDM4
ENSG00000127481,UBR4,ubiquitin protein ligase E3 component n-recognin 4,MC1_vs_CTR,772.0085888988973,1.0110608897361826,0.2249002061918612,4.49559787808132,6.937473638802284e-06,0.000332728944021,True,up_in_MC1,gainsboro,gainsboro,13,1.0110608897361826,3.4779094183020587,True,True,True,up_in_tested,True,UBR4
ENSG00000168275,COA6,cytochrome c oxidase assembly factor 6,MC1_vs_CTR,486.05143842792376,-1.087738935105944,0.2422554483042344,-4.490049419817037,7.120665081960069e-06,0.000335916402473,True,up_in_CTR,dimgrey,dimgrey,11,1.087738935105944,3.473768789461123,True,True,True,up_in_reference,True,COA6
ENSG00000124532,MRS2,magnesium transporter MRS2,MC1_vs_CTR,204.4212417774037,-1.0905639836605137,0.243699964688715,-4.475027253506262,7.640156670537563e-06,0.000352713756881,True,up_in_CTR,silver,silver,29,1.0905639836605137,3.452577601231312,True,True,True,up_in_reference,True,MRS2
ENSG00000168916,ZNF608,zinc finger protein 608,MC1_vs_CTR,255.87879933790205,1.111322131858823,0.2513616981956721,4.421207128357782,9.815103131525126e-06,0.0004257979162535,True,up_in_MC1,darkgrey,darkgrey,7,1.111322131858823,3.370796468219023,True,True,True,up_in_tested,True,ZNF608
ENSG00000153006,SREK1IP1,SREK1 interacting protein 1,MC1_vs_CTR,1110.5852283769336,-1.217680986384492,0.2765974678260242,-4.402357678669696,1.0708083198752e-05,0.0004525052755437,True,up_in_CTR,dimgrey,dimgrey,11,1.217680986384492,3.344376353196541,True,True,True,up_in_reference,True,SREK1IP1
ENSG00000180817,PPA1,inorganic pyrophosphatase 1,MC1_vs_CTR,722.3561684103694,-1.055028915162388,0.2421105635114713,-4.357632727216382,1.3147676811353011e-05,0.000518766373914,True,up_in_CTR,dimgrey,dimgrey,11,1.055028915162388,3.2850281823506524,True,True,True,up_in_reference,True,PPA1
ENSG00000113272,THG1L,tRNA-histidine guanylyltransferase 1 like,MC1_vs_CTR,541.5863350443142,1.126801049401048,0.2599888617045771,4.334035858356968,1.4640031243060462e-05,0.000557577495562,True,up_in_MC1,darkgrey,darkgrey,7,1.126801049401048,3.253694763156953,True,True,True,up_in_tested,True,THG1L
ENSG00000205531,NAP1L4,nucleosome assembly protein 1 like 4,MC1_vs_CTR,946.3319571156204,1.0444777218142467,0.241011924877399,4.3337180197434835,1.4661194427498582e-05,0.000557577495562,True,up_in_MC1,gainsboro,gainsboro,13,1.0444777218142467,3.253694763156953,True,True,True,up_in_tested,True,NAP1L4
ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1,MC1_vs_CTR,378.2215873889307,-1.0594548723794992,0.2465147090561176,-4.2977349158435825,1.725523463402517e-05,0.0006259010109056,True,up_in_CTR,dimgrey,dimgrey,11,1.0594548723794992,3.2034943470081845,True,True,True,up_in_reference,True,UHRF1
ENSG00000145348,TBCK,TBC1 domain containing kinase,MC1_vs_CTR,253.91703665022476,-1.120339809927588,0.2608874007467942,-4.294342335891263,1.7521194207800134e-05,0.0006302519566497,True,up_in_CTR,dimgrey,dimgrey,11,1.120339809927588,3.200485797359809,True,True,True,up_in_reference,True,TBCK
ENSG00000197713,RPE,ribulose-5-phosphate-3-epimerase,MC1_vs_CTR,240.7940306582157,-1.0391799202997762,0.2432461310306637,-4.272133397956397,1.936116902767439e-05,0.0006794511065687,True,up_in_CTR,dimgrey,dimgrey,11,1.0391799202997762,3.1678417897208955,True,True,True,up_in_reference,True,RPE
ENSG00000196700,ZNF512B,zinc finger protein 512B,MC1_vs_CTR,211.42790903342316,1.401710564460285,0.3286755371781823,4.264724343328255,2.001491504870631e-05,0.0006967288774817,True,up_in_MC1,darkgrey,darkgrey,7,1.401710564460285,3.156936188789317,True,True,True,up_in_tested,True,ZNF512B
ENSG00000161011,SQSTM1,sequestosome 1,MC1_vs_CTR,322.05670108689935,2.1562995073697566,0.506351880717327,4.258500046084592,2.0580317738214123e-05,0.0007135336668032,True,up_in_MC1,dimgrey,dimgrey,11,2.1562995073697566,3.146585530661587,True,True,True,up_in_tested,True,SQSTM1
ENSG00000140740,UQCRC2,ubiquinol-cytochrome c reductase core protein 2,MC1_vs_CTR,159.4731268534794,-1.559319432293644,0.3663478377356308,-4.256390434652715,2.077537753636012e-05,0.0007174153370855,True,up_in_CTR,dimgrey,dimgrey,11,1.559319432293644,3.144229343104153,True,True,True,up_in_reference,True,UQCRC2
ENSG00000167766,ZNF83,zinc finger protein 83,MC1_vs_CTR,202.31260105007485,-1.2422728764976547,0.2931406496192442,-4.237804883461994,2.2571579341662555e-05,0.0007646147095551,True,up_in_CTR,dimgrey,dimgrey,11,1.2422728764976547,3.1165573513377045,True,True,True,up_in_reference,True,ZNF83
ENSG00000125863,MKKS,MKKS centrosomal shuttling protein,MC1_vs_CTR,119.9282570669081,-1.6533211527910423,0.3914045144074983,-4.224072773646498,2.399265188764335e-05,0.0008012611958606,True,up_in_CTR,dimgrey,dimgrey,11,1.6533211527910423,3.0962258891217895,True,True,True,up_in_reference,True,MKKS
ENSG00000157349,DDX19B,DEAD-box helicase 19B,MC1_vs_CTR,98.35909265690547,-1.986633034926472,0.4703603783839039,-4.223640268664382,2.403876401342677e-05,0.0008012611958606,True,up_in_CTR,dimgrey,dimgrey,11,1.986633034926472,3.0962258891217895,True,True,True,up_in_reference,True,DDX19B
ENSG00000198888,MT-ND1,NADH dehydrogenase subunit 1,MC1_vs_CTR,38618.19054649298,-1.3182683733570384,0.3126624340300977,-4.2162672258546365,2.4837941412158657e-05,0.0008184196496609,True,up_in_CTR,dimgrey,dimgrey,11,1.3182683733570384,3.0870239520758878,True,True,True,up_in_reference,True,MT-ND1
ENSG00000137193,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",MC1_vs_CTR,321.1339018942146,1.1748696373845666,0.2798605305101204,4.198054063726148,2.6921836783380172e-05,0.0008704727226626,True,up_in_MC1,darkgrey,darkgrey,7,1.1748696373845666,3.06024483348717,True,True,True,up_in_tested,True,PIM1
ENSG00000244038,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,MC1_vs_CTR,89.19378999495866,-1.8385161171784143,0.4382824971732276,-4.194819845730128,2.7308855112346363e-05,0.0008764213612821,True,up_in_CTR,dimgrey,dimgrey,11,1.8385161171784143,3.0572870457919747,True,True,True,up_in_reference,True,DDOST
ENSG00000143756,FBXO28,F-box protein 28,MC1_vs_CTR,218.274470529856,-1.1489411530074372,0.2743941041719229,-4.187193294384937,2.8242528860349622e-05,0.0009030287098199,True,up_in_CTR,silver,silver,29,1.1489411530074372,3.044298442025196,True,True,True,up_in_reference,True,FBXO28
ENSG00000174705,SH3PXD2B,SH3 and PX domains 2B,MC1_vs_CTR,329.80070206963063,1.044851114172742,0.2499433420020495,4.180351858159015,2.910583778283577e-05,0.00091704634153,True,up_in_MC1,darkgrey,darkgrey,7,1.044851114172742,3.037608717370068,True,True,True,up_in_tested,True,SH3PXD2B
ENSG00000125746,EML2,EMAP like 2,MC1_vs_CTR,1368.2402870910844,1.3105681286818571,0.3150108756042843,4.160390101350624,3.1770446678786795e-05,0.0009691670182967,True,up_in_MC1,dimgrey,dimgrey,11,1.3105681286818571,3.013601373749833,True,True,True,up_in_tested,True,EML2
ENSG00000138459,SLC35A5,solute carrier family 35 member A5,MC1_vs_CTR,281.5862649365422,-1.091286626001879,0.2638595462771482,-4.135861830277053,3.5362492902324036e-05,0.0010490872894356,True,up_in_CTR,dimgrey,dimgrey,11,1.091286626001879,2.9791883747778045,True,True,True,up_in_reference,True,SLC35A5
ENSG00000157193,LRP8,LDL receptor related protein 8,MC1_vs_CTR,314.2466804249742,1.044159706240717,0.2527836870609166,4.1306451313414545,3.6174663235910226e-05,0.0010658562038075,True,up_in_MC1,dimgrey,dimgrey,11,1.044159706240717,2.9723013826502855,True,True,True,up_in_tested,True,LRP8
ENSG00000198763,MT-ND2,NADH dehydrogenase subunit 2,MC1_vs_CTR,37494.54485966802,-1.1454329158015204,0.2780498218269545,-4.119524005717168,3.796558711749989e-05,0.0010961769685129,True,up_in_CTR,gainsboro,gainsboro,13,1.1454329158015204,2.9601193270155393,True,True,True,up_in_reference,True,MT-ND2
ENSG00000197728,RPS26,ribosomal protein S26,MC1_vs_CTR,3114.8667932941553,-1.0331077544383165,0.2518929068289874,-4.101376920231039,4.1069894086582185e-05,0.0011740278001637,True,up_in_CTR,dimgrey,dimgrey,11,1.0331077544383165,2.9303216191746526,True,True,True,up_in_reference,True,RPS26
ENSG00000142669,SH3BGRL3,SH3 domain binding glutamate rich protein like 3,MC1_vs_CTR,685.4599914669822,-1.4071923500970758,0.3451741768358722,-4.076760211312637,4.566754444770578e-05,0.0012636151000546,True,up_in_CTR,dimgrey,dimgrey,11,1.4071923500970758,2.898385192966947,True,True,True,up_in_reference,True,SH3BGRL3
ENSG00000261221,ZNF865,zinc finger protein 865,MC1_vs_CTR,308.6040485548333,1.2470636438890057,0.3060403858787712,4.074833588737509,4.6047262854647934e-05,0.0012672077514118,True,up_in_MC1,darkgrey,darkgrey,7,1.2470636438890057,2.8971521792007024,True,True,True,up_in_tested,True,ZNF865
ENSG00000167110,GOLGA2,golgin A2,MC1_vs_CTR,3611.047103452429,1.0577006973364504,0.2614730946646356,4.045160740890197,5.228723550927801e-05,0.0013931966177518,True,up_in_MC1,dimgrey,dimgrey,11,1.0577006973364504,2.855987588544488,True,True,True,up_in_tested,True,GOLGA2
ENSG00000130513,GDF15,growth differentiation factor 15,MC1_vs_CTR,1647.6561811402298,1.0135204362048946,0.2514775491393033,4.030262103610155,5.571469201083582e-05,0.0014575301094834,True,up_in_MC1,dimgrey,dimgrey,11,1.0135204362048946,2.8363824648726,True,True,True,up_in_tested,True,GDF15
ENSG00000197061,H4C3,H4 clustered histone 3,MC1_vs_CTR,6293.7438573169775,1.5929536709202967,0.3972443323581304,4.010009813013998,6.071622446202672e-05,0.001537135383521,True,up_in_MC1,gainsboro,gainsboro,13,1.5929536709202967,2.813287880238195,True,True,True,up_in_tested,True,H4C3
ENSG00000173915,ATP5MK,ATP synthase membrane subunit k,MC1_vs_CTR,2813.074544077688,-1.0871364960599557,0.2734498252691534,-3.9756342685167194,7.019192769787144e-05,0.0016907988887727,True,up_in_CTR,dimgrey,dimgrey,11,1.0871364960599557,2.771908046270061,True,True,True,up_in_reference,True,ATP5MK
ENSG00000253710,ALG11,"ALG11 alpha-1,2-mannosyltransferase",MC1_vs_CTR,286.0953452126373,1.919826433037316,0.4829472396084353,3.975230160946516,7.031122449547306e-05,0.0016907988887727,True,up_in_MC1,gainsboro,gainsboro,13,1.919826433037316,2.771908046270061,True,True,True,up_in_tested,True,ALG11
ENSG00000196712,NF1,neurofibromin 1,MC1_vs_CTR,660.1720533829534,1.0640652324332311,0.2683873815262345,3.9646619240525665,7.350004087815227e-05,0.0017432028925854,True,up_in_MC1,gainsboro,gainsboro,13,1.0640652324332311,2.7586520621142356,True,True,True,up_in_tested,True,NF1
ENSG00000072134,EPN2,epsin 2,MC1_vs_CTR,244.3916648848151,1.40859807277258,0.3576049877783436,3.9389777014119254,8.182953422339677e-05,0.0018738312173755,True,up_in_MC1,gainsboro,gainsboro,13,1.40859807277258,2.727269530131068,True,True,True,up_in_tested,True,EPN2
ENSG00000177352,CCDC71,coiled-coil domain containing 71,MC1_vs_CTR,392.607028149228,1.1845678291546315,0.3022549583685116,3.919101395552284,8.887972051491153e-05,0.0019775737814567,True,up_in_MC1,dimgrey,dimgrey,11,1.1845678291546315,2.703867304400825,True,True,True,up_in_tested,True,CCDC71
ENSG00000101460,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,MC1_vs_CTR,233.4743158275143,1.14071067283304,0.293644284440529,3.8846684007706784,0.0001024696478264,0.002146868593787,True,up_in_MC1,darkgrey,darkgrey,7,1.14071067283304,2.668194537184481,True,True,True,up_in_tested,True,MAP1LC3A
ENSG00000140990,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,MC1_vs_CTR,504.0265842582505,-1.1412002109862915,0.2941944814590586,-3.8790673615851152,0.00010485771743,0.0021760496984948,True,up_in_CTR,dimgrey,dimgrey,11,1.1412002109862915,2.662331190069642,True,True,True,up_in_reference,True,NDUFB10
ENSG00000166851,PLK1,polo like kinase 1,MC1_vs_CTR,218.0449226217017,-1.2839957881734,0.3344129643814084,-3.839551467594908,0.0001232592891561,0.0024631885261235,True,up_in_CTR,dimgrey,dimgrey,11,1.2839957881734,2.6085023471045563,True,True,True,up_in_reference,True,PLK1
ENSG00000169221,TBC1D10B,TBC1 domain family member 10B,MC1_vs_CTR,193.04691459752613,-1.099179489168688,0.2879972061037598,-3.8166324737632182,0.0001352854538953,0.002660408481728,True,up_in_CTR,dimgrey,dimgrey,11,1.099179489168688,2.5750516762484286,True,True,True,up_in_reference,True,TBC1D10B
ENSG00000148296,SURF6,surfeit 6,MC1_vs_CTR,125.32596679462269,1.5864592214091264,0.4216513673256547,3.7624903992872714,0.0001682297682863,0.0031435662112902,True,up_in_MC1,dimgrey,dimgrey,11,1.5864592214091264,2.502577387900037,True,True,True,up_in_tested,True,SURF6
ENSG00000165490,DDIAS,DNA damage induced apoptosis suppressor,MC1_vs_CTR,125.34544838551328,-1.383592502953114,0.3706501919797364,-3.732879499031139,0.0001893031718562,0.0034189420138808,True,up_in_CTR,dimgrey,dimgrey,11,1.383592502953114,2.466108264884935,True,True,True,up_in_reference,True,DDIAS
ENSG00000188229,TUBB4B,tubulin beta 4B class IVb,MC1_vs_CTR,755.9365394592284,-1.1980609446568593,0.3221218599003387,-3.71927861408576,0.0001997925749535,0.0035272173815423,True,up_in_CTR,dimgrey,dimgrey,11,1.1980609446568593,2.452567774045278,True,True,True,up_in_reference,True,TUBB4B
ENSG00000103043,VAC14,VAC14 component of PIKFYVE complex,MC1_vs_CTR,191.56244390468828,-1.1929973108459817,0.3216336955337733,-3.7091801245081606,0.0002079314686188,0.0036337497339801,True,up_in_CTR,dimgrey,dimgrey,11,1.1929973108459817,2.4396449870153867,True,True,True,up_in_reference,True,VAC14
ENSG00000288722,F8A1,coagulation factor VIII associated 1,MC1_vs_CTR,220.54203133972717,-1.24327180931395,0.3408922038808742,-3.6471113013438545,0.0002652050660628,0.0043444313763202,True,up_in_CTR,dimgrey,dimgrey,11,1.24327180931395,2.3620670584067587,True,True,True,up_in_reference,True,F8A1
ENSG00000162341,TPCN2,two pore segment channel 2,MC1_vs_CTR,228.7436390542031,1.0637994564735376,0.2932212900437675,3.627974818318103,0.0002856531138893,0.0045458249899316,True,up_in_MC1,darkgrey,darkgrey,7,1.0637994564735376,2.342387288226104,True,True,True,up_in_tested,True,TPCN2
ENSG00000118181,RPS25,ribosomal protein S25,MC1_vs_CTR,2166.427789204043,-1.4387624981833689,0.3966013266521649,-3.6277299179213807,0.0002859241248155,0.0045458249899316,True,up_in_CTR,dimgrey,dimgrey,11,1.4387624981833689,2.342387288226104,True,True,True,up_in_reference,True,RPS25
ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,MC1_vs_CTR,502.2250977157934,-1.272309404469839,0.3545840645594144,-3.588174234650779,0.0003330017333235,0.0050881486084648,True,up_in_CTR,dimgrey,dimgrey,11,1.272309404469839,2.293440212828645,True,True,True,up_in_reference,True,NDUFA6
ENSG00000113597,TRAPPC13,trafficking protein particle complex subunit 13,MC1_vs_CTR,117.0133560376393,-1.3282422400796317,0.3736616852227752,-3.5546653366072043,0.0003784604764647,0.0055850415270431,True,up_in_CTR,dimgrey,dimgrey,11,1.3282422400796317,2.2529735933812067,True,True,True,up_in_reference,True,TRAPPC13
ENSG00000148291,SURF2,surfeit 2,MC1_vs_CTR,178.0400250007675,-1.0928105356492293,0.3104191135701992,-3.520435720212498,0.0004308384067061,0.0061074350822562,True,up_in_CTR,dimgrey,dimgrey,11,1.0928105356492293,2.2141411405751965,True,True,True,up_in_reference,True,SURF2
ENSG00000105700,KXD1,KxDL motif containing 1,MC1_vs_CTR,128.8770085541345,-1.287874548166967,0.3680155312420661,-3.499511403283286,0.0004661116674164,0.0064768427183513,True,up_in_CTR,dimgrey,dimgrey,11,1.287874548166967,2.188636649091158,True,True,True,up_in_reference,True,KXD1
ENSG00000164751,PEX2,peroxisomal biogenesis factor 2,MC1_vs_CTR,178.94889793521176,-1.0894418276047635,0.3132897906137484,-3.4774252473101632,0.0005062541939776,0.0068861020006678,True,up_in_CTR,silver,silver,29,1.0894418276047635,2.162026548578907,True,True,True,up_in_reference,True,PEX2
ENSG00000138061,CYP1B1,cytochrome P450 family 1 subfamily B member 1,MC1_vs_CTR,1435.7964243527233,1.034642875920884,0.3018321218100555,3.4278753027220543,0.0006083248123835,0.0077344154717335,True,up_in_MC1,dimgrey,dimgrey,11,1.034642875920884,2.1115725025196297,True,True,True,up_in_tested,True,CYP1B1
ENSG00000162852,CNST,"consortin, connexin sorting protein",MC1_vs_CTR,203.8628855418966,-1.0290120110304977,0.3005685336359367,-3.4235520218390105,0.0006180842015849,0.0078239309564266,True,up_in_CTR,dimgrey,dimgrey,11,1.0290120110304977,2.106574990707066,True,True,True,up_in_reference,True,CNST
ENSG00000156469,MTERF3,mitochondrial transcription termination factor 3,MC1_vs_CTR,112.78608449900852,-1.131678186193833,0.3336159571065323,-3.3921584447246884,0.0006934432786241,0.0084914834388119,True,up_in_CTR,dimgrey,dimgrey,11,1.131678186193833,2.0710164330761085,True,True,True,up_in_reference,True,MTERF3
