gene_id,gene_symbol,gene_name,contrast,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction,dynamic_module,module,module_label,abs_log2FoldChange,neg_log10_padj,is_deg,is_priority_contrast,has_wgcna_module,regulation,selected_priority_deg,string_gene_label
ENSG00000161835,TAMALIN,trafficking regulator and scaffold protein tamalin,MD1_vs_CTR,117.2096574235184,1.0450240820581873,0.3496812589276992,2.9885046892783538,0.0028034619832201,0.0252414933276104,True,up_in_MD1,darkgrey,darkgrey,7,1.0450240820581873,1.597884955103179,True,True,True,up_in_tested,True,TAMALIN
ENSG00000166106,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,MD1_vs_CTR,141.85480379829997,1.007430505268367,0.3400767982499242,2.9623617678498633,0.0030528885522236,0.0266283931685936,True,up_in_MD1,darkgrey,darkgrey,7,1.007430505268367,1.5746550393089922,True,True,True,up_in_tested,True,ADAMTS15
ENSG00000163879,DNALI1,dynein axonemal light intermediate chain 1,MD1_vs_CTR,111.153675013863,-1.197134486620574,0.4053821285782251,-2.9531012894407045,0.003145987178176,0.0271974590689562,True,up_in_CTR,dimgrey,dimgrey,11,1.197134486620574,1.5654716681671839,True,True,True,up_in_reference,True,DNALI1
ENSG00000004777,ARHGAP33,Rho GTPase activating protein 33,MD1_vs_CTR,132.8783948892454,1.1264686882020984,0.3816155749207207,2.951841492413192,0.0031588503894545,0.0272509281483491,True,up_in_MD1,darkgrey,darkgrey,7,1.1264686882020984,1.5646187013564454,True,True,True,up_in_tested,True,ARHGAP33
ENSG00000115457,IGFBP2,insulin like growth factor binding protein 2,MD1_vs_CTR,121.42923400025404,1.1710122555922509,0.4068802018568697,2.8780271201403496,0.0040017073511132,0.0323666339865562,True,up_in_MD1,darkgrey,darkgrey,7,1.1710122555922509,1.4899024633121358,True,True,True,up_in_tested,True,IGFBP2
ENSG00000198324,PHETA1,PH domain containing endocytic trafficking adaptor 1,MD1_vs_CTR,138.87642706071807,1.0433653432521133,0.3831683754346414,2.7229944070112446,0.0064693153087159,0.0455531339382493,True,up_in_MD1,darkgrey,darkgrey,7,1.0433653432521133,1.341481739321745,True,True,True,up_in_tested,True,PHETA1
ENSG00000079257,LXN,latexin,MD1_vs_CTR,121.94675648262884,-1.1869877296197662,0.4535471270272256,-2.6171210418636677,0.008867489041409,0.0562296643876764,False,up_in_CTR,dimgrey,dimgrey,11,1.1869877296197662,1.2500345086125102,True,True,True,up_in_reference,True,LXN
ENSG00000288701,PRRC2B,proline rich coiled-coil 2B,MD1_vs_CTR,139.44158998607804,1.1025482314980453,0.4278938753363586,2.576686171615228,0.0099752471455654,0.0611630292674377,False,up_in_MD1,darkgrey,darkgrey,7,1.1025482314980453,1.2135110130969862,True,True,True,up_in_tested,True,PRRC2B
ENSG00000253710,ALG11,"ALG11 alpha-1,2-mannosyltransferase",MD1_vs_CTR,286.0953452126373,1.1350247996380332,0.4840503022691759,2.3448488603708304,0.0190347939123367,0.0945483585627391,False,up_in_MD1,gainsboro,gainsboro,13,1.1350247996380332,1.0243460064628627,True,True,True,up_in_tested,True,ALG11
ENSG00000100911,PSME2,proteasome activator subunit 2,MD1_vs_CTR,180.80116168706456,-1.2857534889836684,0.5558771955287544,-2.3130171543746285,0.0207216960033468,0.0997266322395978,False,up_in_CTR,dimgrey,dimgrey,11,1.2857534889836684,1.0011888468020353,True,True,True,up_in_reference,True,PSME2
ENSG00000114315,HES1,hes family bHLH transcription factor 1,MA100_vs_MA1,507.3593680627537,1.5401765887530894,0.2418391971753838,6.368597839977695,1.9076406775571306e-10,1.1966629970315884e-06,True,up_in_MA100,dimgrey,dimgrey,11,1.5401765887530894,5.922028137928008,True,True,True,up_in_tested,True,HES1
ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",MA100_vs_MA1,286.3774150775558,1.5326926333613426,0.2933158518262249,5.225399936002733,1.7377908048045557e-07,0.0002180232343707,True,up_in_MA100,darkgrey,darkgrey,7,1.5326926333613426,3.6614972218940216,True,True,True,up_in_tested,True,FOS
ENSG00000204673,AKT1S1,AKT1 substrate 1,MA100_vs_MA1,766.4253552792949,1.0832918395364552,0.2455416051099155,4.411846371418501,1.0249282898878127e-05,0.004592410830333,True,up_in_MA100,darkgrey,darkgrey,7,1.0832918395364552,2.3379592675252123,True,True,True,up_in_tested,True,AKT1S1
ENSG00000261221,ZNF865,zinc finger protein 865,MA100_vs_MA1,308.6040485548333,1.259511292237836,0.3080867358035917,4.088171108543882,4.347874152252895e-05,0.0087356112134742,True,up_in_MA100,darkgrey,darkgrey,7,1.259511292237836,2.0587067028902655,True,True,True,up_in_tested,True,ZNF865
ENSG00000178988,MRFAP1L1,Morf4 family associated protein 1 like 1,MA100_vs_MA1,3528.2985317751463,1.2567892043744575,0.3129734743648824,4.015641283737742,5.92843705022809e-05,0.0088545441943049,True,up_in_MA100,darkgrey,darkgrey,7,1.2567892043744575,2.052833790091428,True,True,True,up_in_tested,True,MRFAP1L1
ENSG00000173641,HSPB7,heat shock protein family B (small) member 7,MA100_vs_MA1,283.1872251410313,1.0537490358311483,0.3191290565303755,3.301952656043559,0.0009601427473927,0.0446146329955143,True,up_in_MA100,darkgrey,darkgrey,7,1.0537490358311483,1.3505226752136463,True,True,True,up_in_tested,True,HSPB7
ENSG00000129932,DOHH,deoxyhypusine hydroxylase,MA100_vs_MA1,328.38450216926884,1.310080510273085,0.424261314983013,3.0879094181036497,0.0020156990110191,0.0635400999805177,False,up_in_MA100,darkgrey,darkgrey,7,1.310080510273085,1.1969521061448019,True,True,True,up_in_tested,True,DOHH
ENSG00000142227,EMP3,epithelial membrane protein 3 (MAM blood group),MA100_vs_MA1,579.3101665893267,1.2905644518332526,0.4322515799108236,2.9856789698709827,0.0028294951339175,0.0767777594390666,False,up_in_MA100,silver,silver,29,1.2905644518332526,1.1147645657982932,True,True,True,up_in_tested,True,EMP3
ENSG00000088247,KHSRP,KH-type splicing regulatory protein,MC100_vs_MC1,15337.78647521551,-1.285579480106557,0.1644883882321879,-7.815624518685556,5.4691181422536915e-15,2.8770295987325542e-11,True,up_in_MC1,dimgrey,dimgrey,11,1.285579480106557,10.541055670087395,True,True,True,up_in_reference,True,KHSRP
ENSG00000040275,SPDL1,spindle apparatus coiled-coil protein 1,MC100_vs_MC1,2053.578939417958,-1.3336027788195437,0.172120793870529,-7.748063141183818,9.330474542049534e-15,3.272197421896772e-11,True,up_in_MC1,dimgrey,dimgrey,11,1.3336027788195437,10.485160501866893,True,True,True,up_in_reference,True,SPDL1
ENSG00000131747,TOP2A,DNA topoisomerase II alpha,MC100_vs_MC1,19915.70676343376,-1.1862181016172255,0.1572021032272508,-7.5458157191601485,4.4946523064388886e-14,8.612006306714069e-11,True,up_in_MC1,dimgrey,dimgrey,11,1.1862181016172255,10.064895660807432,True,True,True,up_in_reference,True,TOP2A
ENSG00000177469,CAVIN1,caveolae associated protein 1,MC100_vs_MC1,37009.97493551837,-1.0604997508024534,0.1407570906872164,-7.534254548916789,4.911323813352763e-14,8.612006306714069e-11,True,up_in_MC1,darkgrey,darkgrey,7,1.0604997508024534,10.064895660807432,True,True,True,up_in_reference,True,CAVIN1
ENSG00000147133,TAF1,TATA-box binding protein associated factor 1,MC100_vs_MC1,1810.4705208275277,-1.43494479491242,0.1928675485157902,-7.440053062088563,1.0064486524686281e-13,1.3352138908468488e-10,True,up_in_MC1,darkgrey,darkgrey,7,1.43494479491242,9.874449158139209,True,True,True,up_in_reference,True,TAF1
ENSG00000089597,GANAB,glucosidase II alpha subunit,MC100_vs_MC1,4782.574473895875,-1.3668749323860354,0.1837469282997003,-7.438899496358353,1.0152752710554885e-13,1.3352138908468488e-10,True,up_in_MC1,darkgrey,darkgrey,7,1.3668749323860354,9.874449158139209,True,True,True,up_in_reference,True,GANAB
ENSG00000196396,PTPN1,protein tyrosine phosphatase non-receptor type 1,MC100_vs_MC1,3192.6985875973755,-1.165921982244715,0.1574702454531983,-7.404078014161972,1.3206477266524268e-13,1.5438371924566868e-10,True,up_in_MC1,darkgrey,darkgrey,7,1.165921982244715,9.811398500726815,True,True,True,up_in_reference,True,PTPN1
ENSG00000008441,NFIX,nuclear factor I X,MC100_vs_MC1,5189.545368568412,-1.2471666416750256,0.174616861142794,-7.142303632723919,9.177958017194072e-13,8.778299663536258e-10,True,up_in_MC1,darkgrey,darkgrey,7,1.2471666416750256,9.056589597790559,True,True,True,up_in_reference,True,NFIX
ENSG00000168028,RPSA,ribosomal protein SA,MC100_vs_MC1,5151.798091432949,1.1561710553635576,0.1637763692612659,7.0594497886270995,1.67163165610384e-12,1.4656030544890415e-09,True,up_in_MC100,dimgrey,dimgrey,11,1.1561710553635576,8.833983638554532,True,True,True,up_in_tested,True,RPSA
ENSG00000159674,SPON2,spondin 2,MC100_vs_MC1,16014.541907015564,-1.0307437710374718,0.1467464287162948,-7.023978573476638,2.1563789201151753e-12,1.745174047579366e-09,True,up_in_MC1,darkgrey,darkgrey,7,1.0307437710374718,8.758161254014851,True,True,True,up_in_reference,True,SPON2
ENSG00000156508,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,MC100_vs_MC1,16866.113073630302,1.158584799348766,0.1658166633007343,6.98714336838085,2.8053953022081585e-12,2.108254569609431e-09,True,up_in_MC100,silver,silver,29,1.158584799348766,8.676076949673213,True,True,True,up_in_tested,True,EEF1A1
ENSG00000197958,RPL12,ribosomal protein L12,MC100_vs_MC1,5865.780702794145,1.1976997733781165,0.1738641131352391,6.888711832363549,5.6299852260496175e-12,3.948871637551201e-09,True,up_in_MC100,dimgrey,dimgrey,11,1.1976997733781165,8.403526983257441,True,True,True,up_in_tested,True,RPL12
ENSG00000126950,TMEM35A,transmembrane protein 35A,MC100_vs_MC1,1030.5714966558205,-1.091149336084926,0.158771860659957,-6.872435276310387,6.311501978884033e-12,4.150207019989932e-09,True,up_in_MC1,darkgrey,darkgrey,7,1.091149336084926,8.381930239336858,True,True,True,up_in_reference,True,TMEM35A
ENSG00000129245,FXR2,FMR1 autosomal homolog 2,MC100_vs_MC1,1798.5498826879568,-1.1494048302058384,0.1677788907029408,-6.85071182310357,7.348341399153212e-12,4.547758815322997e-09,True,up_in_MC1,darkgrey,darkgrey,7,1.1494048302058384,8.342202575635975,True,True,True,up_in_reference,True,FXR2
ENSG00000125844,RRBP1,ribosome binding protein 1,MC100_vs_MC1,6798.512225881638,-1.1549875210395697,0.1701303614430498,-6.788838342803351,1.130400155166943e-11,6.607188906950782e-09,True,up_in_MC1,dimgrey,dimgrey,11,1.1549875210395697,8.179983276047217,True,True,True,up_in_reference,True,RRBP1
ENSG00000153140,CETN3,centrin 3,MC100_vs_MC1,3844.029671896229,-1.5959033463073156,0.2356378921262403,-6.7726940345075235,1.2640610010649263e-11,6.9995714695811e-09,True,up_in_MC1,dimgrey,dimgrey,11,1.5959033463073156,8.154928547713334,True,True,True,up_in_reference,True,CETN3
ENSG00000070614,NDST1,N-deacetylase and N-sulfotransferase 1,MC100_vs_MC1,4072.772933481308,-1.1067447674136683,0.1641604410187994,-6.741848161134785,1.5638446794554882e-11,7.834861844071995e-09,True,up_in_MC1,darkgrey,darkgrey,7,1.1067447674136683,8.105968657253614,True,True,True,up_in_reference,True,NDST1
ENSG00000051128,HOMER3,homer scaffold protein 3,MC100_vs_MC1,1973.4069403132332,-1.251886871120263,0.1860193874829914,-6.729873095806902,1.6981112525844323e-11,7.839956585998993e-09,True,up_in_MC1,dimgrey,dimgrey,11,1.251886871120263,8.105686342227969,True,True,True,up_in_reference,True,HOMER3
ENSG00000122565,CBX3,chromobox 3,MC100_vs_MC1,10607.198469735378,-1.077169978263137,0.160567224832868,-6.708529585563598,1.9659531510562212e-11,8.273517240905001e-09,True,up_in_MC1,dimgrey,dimgrey,11,1.077169978263137,8.082309823750846,True,True,True,up_in_reference,True,CBX3
ENSG00000136295,TTYH3,tweety family member 3,MC100_vs_MC1,2235.9397091307615,-1.0005151648500403,0.1503095490091472,-6.65636462517197,2.806834178931577e-11,1.1357962460207353e-08,True,up_in_MC1,darkgrey,darkgrey,7,1.0005151648500403,7.944699571059474,True,True,True,up_in_reference,True,TTYH3
ENSG00000198858,R3HDM4,R3H domain containing 4,MC100_vs_MC1,583.7583524724945,-1.6499962404986204,0.2497638224248832,-6.606225931679352,3.942410859408576e-11,1.5362260982162084e-08,True,up_in_MC1,darkgrey,darkgrey,7,1.6499962404986204,7.81354486113954,True,True,True,up_in_reference,True,R3HDM4
ENSG00000134419,RPS15A,ribosomal protein S15a,MC100_vs_MC1,4715.422853912086,1.1004749633667457,0.1668798136366472,6.594416301080281,4.269321850218584e-11,1.6003617108793933e-08,True,up_in_MC100,dimgrey,dimgrey,11,1.1004749633667457,7.795781847790865,True,True,True,up_in_tested,True,RPS15A
ENSG00000159202,UBE2Z,ubiquitin conjugating enzyme E2 Z,MC100_vs_MC1,2393.486788117661,-1.2746949346956833,0.1939619766071641,-6.571880514897793,4.9683726787640535e-11,1.686201579137955e-08,True,up_in_MC1,dimgrey,dimgrey,11,1.2746949346956833,7.773090508314924,True,True,True,up_in_reference,True,UBE2Z
ENSG00000172663,TMEM134,transmembrane protein 134,MC100_vs_MC1,402.3684615533951,-1.0087216592475874,0.1583676815289327,-6.369491865442889,1.896554781140204e-10,5.3928791492908346e-08,True,up_in_MC1,darkgrey,darkgrey,7,1.0087216592475874,7.268179311843155,True,True,True,up_in_reference,True,TMEM134
ENSG00000061273,HDAC7,histone deacetylase 7,MC100_vs_MC1,1923.7820579082463,-1.2259536567657685,0.1930161543747262,-6.351559851232309,2.1314245482659627e-10,5.9012414927121566e-08,True,up_in_MC1,dimgrey,dimgrey,11,1.2259536567657685,7.229056612643439,True,True,True,up_in_reference,True,HDAC7
ENSG00000114902,SPCS1,signal peptidase complex subunit 1,MC100_vs_MC1,1293.3748101234044,1.101620921944818,0.1736279157469975,6.344722374886123,2.228269091067255e-10,6.011184386440664e-08,True,up_in_MC100,dimgrey,dimgrey,11,1.101620921944818,7.221039950323589,True,True,True,up_in_tested,True,SPCS1
ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,MC100_vs_MC1,1098.6592081051938,-1.0693218670362914,0.1688031402864225,-6.334727335178024,2.3776136379459415e-10,6.253718271207312e-08,True,up_in_MC1,darkgrey,darkgrey,7,1.0693218670362914,7.203861687534405,True,True,True,up_in_reference,True,PIK3C2A
ENSG00000162385,MAGOH,"mago homolog, exon junction complex subunit",MC100_vs_MC1,1381.3958217294924,-1.3528841138789736,0.2159309901991339,-6.2653540959142955,3.71979152752152e-10,9.318077776441409e-08,True,up_in_MC1,darkgrey,darkgrey,7,1.3528841138789736,7.030673668889047,True,True,True,up_in_reference,True,MAGOH
ENSG00000125746,EML2,EMAP like 2,MC100_vs_MC1,1368.2402870910844,-1.951681981273556,0.3155244701461598,-6.185517023036222,6.189925463496187e-10,1.4985897484811162e-07,True,up_in_MC1,dimgrey,dimgrey,11,1.951681981273556,6.8243172426396335,True,True,True,up_in_reference,True,EML2
ENSG00000100591,AHSA1,activator of HSP90 ATPase activity 1,MC100_vs_MC1,2412.3074585555255,-1.1153208128053458,0.180368780737928,-6.1835579762879425,6.267270120061695e-10,1.4985897484811162e-07,True,up_in_MC1,darkgrey,darkgrey,7,1.1153208128053458,6.8243172426396335,True,True,True,up_in_reference,True,AHSA1
ENSG00000071243,ING3,inhibitor of growth family member 3,MC100_vs_MC1,589.3032758727222,-1.1923332970138651,0.1933273761768269,-6.167431227759989,6.940828361904447e-10,1.5874881564260152e-07,True,up_in_MC1,gainsboro,gainsboro,13,1.1923332970138651,6.799289506110327,True,True,True,up_in_reference,True,ING3
ENSG00000164896,FASTK,Fas activated serine/threonine kinase,MC100_vs_MC1,1819.0345617286705,-1.2282712956108977,0.1994198378282947,-6.159223219650134,7.310262487502845e-10,1.636410034702499e-07,True,up_in_MC1,darkgrey,darkgrey,7,1.2282712956108977,6.786107866009059,True,True,True,up_in_reference,True,FASTK
ENSG00000118900,UBN1,ubinuclein 1,MC100_vs_MC1,2810.5848283756827,-1.0445941823905207,0.1700313860463533,-6.14353741788441,8.070364963360839e-10,1.768923120406654e-07,True,up_in_MC1,darkgrey,darkgrey,7,1.0445941823905207,6.752291041657095,True,True,True,up_in_reference,True,UBN1
ENSG00000147604,RPL7,ribosomal protein L7,MC100_vs_MC1,3941.1521692283786,1.1111032142743646,0.1820248693499729,6.104128618480614,1.033630279880789e-09,2.0518536178539217e-07,True,up_in_MC100,dimgrey,dimgrey,11,1.1111032142743646,6.687853625639135,True,True,True,up_in_tested,True,RPL7
ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein,MC100_vs_MC1,1416.0331215547903,-1.3189076460161109,0.2186004162223934,-6.033417816891613,1.6052764733435284e-09,2.911916168284012e-07,True,up_in_MC1,gainsboro,gainsboro,13,1.3189076460161109,6.535821132166601,True,True,True,up_in_reference,True,BCCIP
ENSG00000030582,GRN,granulin precursor,MC100_vs_MC1,3583.308605118453,-1.3626932178857196,0.2263182618041581,-6.021136814248382,1.7319627962885435e-09,3.088471284703689e-07,True,up_in_MC1,darkgrey,darkgrey,7,1.3626932178857196,6.510256432193443,True,True,True,up_in_reference,True,GRN
ENSG00000143742,SRP9,signal recognition particle 9,MC100_vs_MC1,780.4367655046071,1.2406465653347938,0.2064251479594471,6.010152239680229,1.853491906593176e-09,3.250098058211134e-07,True,up_in_MC100,dimgrey,dimgrey,11,1.2406465653347938,6.488103535791105,True,True,True,up_in_tested,True,SRP9
ENSG00000145425,RPS3A,ribosomal protein S3A,MC100_vs_MC1,2692.310114271898,1.072213675809049,0.1795604357715492,5.9713247587191365,2.353347533698227e-09,3.993478935812749e-07,True,up_in_MC100,dimgrey,dimgrey,11,1.072213675809049,6.398648601975072,True,True,True,up_in_tested,True,RPS3A
ENSG00000185112,FAM43A,family with sequence similarity 43 member A,MC100_vs_MC1,1161.674475741636,-1.1086245575304778,0.1870017317438869,-5.92841866859727,3.058658409359133e-09,4.950791557671914e-07,True,up_in_MC1,darkgrey,darkgrey,7,1.1086245575304778,6.305325358309708,True,True,True,up_in_reference,True,FAM43A
ENSG00000110492,MDK,midkine,MC100_vs_MC1,141.0680252097168,1.6221717348584344,0.2739696395071704,5.920990872479423,3.200076228440682e-09,5.101212424155215e-07,True,up_in_MC100,dimgrey,dimgrey,11,1.6221717348584344,6.292326591246782,True,True,True,up_in_tested,True,MDK
ENSG00000214357,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,MC100_vs_MC1,1332.7426354216502,-1.1293722547651903,0.1965309544384438,-5.746536254261794,9.1090107361339e-09,1.326986141172611e-06,True,up_in_MC1,dimgrey,dimgrey,11,1.1293722547651903,5.877133612812799,True,True,True,up_in_reference,True,NEURL1B
ENSG00000183258,DDX41,DEAD-box helicase 41,MC100_vs_MC1,984.5409021983044,-1.005978553616867,0.1750894551132453,-5.745511932550219,9.164329385509946e-09,1.326986141172611e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.005978553616867,5.877133612812799,True,True,True,up_in_reference,True,DDX41
ENSG00000184752,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,MC100_vs_MC1,1321.6918517091865,1.1059527508697542,0.1925163749724815,5.744720421978858,9.20729857481234e-09,1.326986141172611e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.1059527508697542,5.877133612812799,True,True,True,up_in_tested,True,NDUFA12
ENSG00000133895,MEN1,menin 1,MC100_vs_MC1,749.3069031515224,-1.009514701881827,0.1761015436572946,-5.732571565905236,9.89192747736717e-09,1.4063914728294595e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.009514701881827,5.8518937754574045,True,True,True,up_in_reference,True,MEN1
ENSG00000221823,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",MC100_vs_MC1,3062.3240925092723,-1.0126852832769904,0.1772721486011094,-5.7126022969106875,1.11261492098853e-08,1.5607762111627097e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.0126852832769904,5.806659362936641,True,True,True,up_in_reference,True,PPP3R1
ENSG00000261221,ZNF865,zinc finger protein 865,MC100_vs_MC1,308.6040485548333,-1.7489688875811615,0.3072185704927115,-5.692913956263117,1.2488933317740545e-08,1.663241359948712e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.7489688875811615,5.779044723908574,True,True,True,up_in_reference,True,ZNF865
ENSG00000108604,SMARCD2,SWI/SNF related BAF chromatin remodeling complex subunit D2,MC100_vs_MC1,1067.6287399806315,-1.2227142665273332,0.2156434760448249,-5.6700730713187575,1.4273662872439572e-08,1.8539902108757624e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.2227142665273332,5.7318925632734326,True,True,True,up_in_reference,True,SMARCD2
ENSG00000104805,NUCB1,nucleobindin 1,MC100_vs_MC1,1131.7984804412874,-1.0108770041450343,0.1786993756174733,-5.656858064848158,1.541691532288233e-08,1.930241893933906e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.0108770041450343,5.714388262692796,True,True,True,up_in_reference,True,NUCB1
ENSG00000126457,PRMT1,protein arginine methyltransferase 1,MC100_vs_MC1,4517.053443898135,-1.370842354701866,0.2429268871361634,-5.643024413075744,1.6708864295610717e-08,1.993311721700882e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.370842354701866,5.7004247793584755,True,True,True,up_in_reference,True,PRMT1
ENSG00000157227,MMP14,matrix metallopeptidase 14,MC100_vs_MC1,7895.592003128449,-1.191726091067056,0.2127286933897546,-5.602093784704511,2.1177791099783703e-08,2.475683779564715e-06,True,up_in_MC1,dimgrey,dimgrey,11,1.191726091067056,5.606304828779759,True,True,True,up_in_reference,True,MMP14
ENSG00000197632,SERPINB2,serpin family B member 2,MC100_vs_MC1,1916.606781138084,1.1028547499734092,0.1981720244337833,5.565138435278558,2.6194437475577507e-08,2.931826347665435e-06,True,up_in_MC100,silver,silver,29,1.1028547499734092,5.532861756569819,True,True,True,up_in_tested,True,SERPINB2
ENSG00000111875,ASF1A,anti-silencing function 1A histone chaperone,MC100_vs_MC1,194.092920218486,1.395763355329661,0.2513529668611464,5.553001314286116,2.8080596334286865e-08,3.109852147716127e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.395763355329661,5.5072602582263475,True,True,True,up_in_tested,True,ASF1A
ENSG00000182742,HOXB4,homeobox B4,MC100_vs_MC1,470.7151990069973,-1.36824151602834,0.2472836927462343,-5.533084292106745,3.1464816362495246e-08,3.3779727852021685e-06,True,up_in_MC1,dimgrey,dimgrey,11,1.36824151602834,5.471343853664991,True,True,True,up_in_reference,True,HOXB4
ENSG00000175137,SH3BP5L,SH3 binding domain protein 5 like,MC100_vs_MC1,2125.0655426842804,-1.8599051347007152,0.3364738385385851,-5.527636688721137,3.2457332483639816e-08,3.449329243034085e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.8599051347007152,5.462265349671903,True,True,True,up_in_reference,True,SH3BP5L
ENSG00000241685,ARPC1A,actin related protein 2/3 complex subunit 1A,MC100_vs_MC1,1501.9469303641542,1.0336705010933416,0.1877322796809512,5.506088259568639,3.668946399975389e-08,3.821879710310996e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.0336705010933416,5.41772298603304,True,True,True,up_in_tested,True,ARPC1A
ENSG00000124532,MRS2,magnesium transporter MRS2,MC100_vs_MC1,204.4212417774037,1.3238735245519868,0.2420019902501951,5.470506763945587,4.4875057911494475e-08,4.583791109580906e-06,True,up_in_MC100,silver,silver,29,1.3238735245519868,5.338775182057994,True,True,True,up_in_tested,True,MRS2
ENSG00000196712,NF1,neurofibromin 1,MC100_vs_MC1,660.1720533829534,-1.4683346565321571,0.2688156507039475,-5.462236490647138,4.7017314349148745e-08,4.756434271801864e-06,True,up_in_MC1,gainsboro,gainsboro,13,1.4683346565321571,5.32271850030291,True,True,True,up_in_reference,True,NF1
ENSG00000161800,RACGAP1,Rac GTPase activating protein 1,MC100_vs_MC1,514.9711910176212,1.1138391250806774,0.2045807290860588,5.444496801124071,5.1952037625590824e-08,5.156484791121142e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.1138391250806774,5.287646258849408,True,True,True,up_in_tested,True,RACGAP1
ENSG00000147669,POLR2K,"RNA polymerase II, I and III subunit K",MC100_vs_MC1,729.976972005693,1.056169430113801,0.1947109147082051,5.424294943591541,5.8183740615935284e-08,5.675544303857791e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.056169430113801,5.245992481830638,True,True,True,up_in_tested,True,POLR2K
ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1,MC100_vs_MC1,378.2215873889307,1.3294769100106645,0.245705080912665,5.410864541638119,6.272120372882005e-08,6.054034719549686e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.3294769100106645,5.2179550927178,True,True,True,up_in_tested,True,UHRF1
ENSG00000008256,CYTH3,cytohesin 3,MC100_vs_MC1,716.390764839408,-1.052286617556466,0.195172247260963,-5.391579142650661,6.984118677151033e-08,6.619811946153696e-06,True,up_in_MC1,darkgrey,darkgrey,7,1.052286617556466,5.179154347706491,True,True,True,up_in_reference,True,CYTH3
ENSG00000162961,DPY30,dpy-30 histone methyltransferase complex regulatory subunit,MC100_vs_MC1,643.5057256596514,1.245394168344842,0.2320418237180042,5.367110757836244,8.00079290416168e-08,7.319681925624786e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.245394168344842,5.135507790655723,True,True,True,up_in_tested,True,DPY30
ENSG00000167766,ZNF83,zinc finger protein 83,MC100_vs_MC1,202.31260105007485,1.554243831406693,0.2915592491889389,5.330799265433346,9.77814541518219e-08,8.572988992760983e-06,True,up_in_MC100,dimgrey,dimgrey,11,1.554243831406693,5.066867733882765,True,True,True,up_in_tested,True,ZNF83
ENSG00000105438,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,MC100_vs_MC1,13986.45961441994,-1.2196938252870788,0.230386443067432,-5.294121516213025,1.1958989495518033e-07,1.0074097912566944e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.2196938252870788,4.996793832445859,True,True,True,up_in_reference,True,KDELR1
ENSG00000177954,RPS27,ribosomal protein S27,MC100_vs_MC1,11551.1786704713,1.1778304043886636,0.2227797459401272,5.286972563049826,1.2435728323692176e-07,1.0307305555787737e-05,True,up_in_MC100,dimgrey,dimgrey,11,1.1778304043886636,4.986854849283814,True,True,True,up_in_tested,True,RPS27
ENSG00000130513,GDF15,growth differentiation factor 15,MC100_vs_MC1,1647.6561811402298,-1.3290912125621697,0.251574638742384,-5.283089023624428,1.270236261737171e-07,1.0440746648231855e-05,True,up_in_MC1,dimgrey,dimgrey,11,1.3290912125621697,4.981268442558645,True,True,True,up_in_reference,True,GDF15
ENSG00000168056,LTBP3,latent transforming growth factor beta binding protein 3,MC100_vs_MC1,337.2366976661802,-1.4028005688337486,0.2675783325106967,-5.242579082062521,1.583474879908913e-07,1.2621014554183086e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.4028005688337486,4.898905732447418,True,True,True,up_in_reference,True,LTBP3
ENSG00000186577,SMIM29,small integral membrane protein 29,MC100_vs_MC1,1483.3742066153854,-1.0814728827104705,0.2071488629689897,-5.220752203078071,1.7819784705995388e-07,1.3785437859689517e-05,True,up_in_MC1,dimgrey,dimgrey,11,1.0814728827104705,4.860579435069488,True,True,True,up_in_reference,True,SMIM29
ENSG00000060491,OGFR,opioid growth factor receptor,MC100_vs_MC1,631.4279171332264,-1.1222666730280046,0.2159965353374152,-5.195762382368194,2.0388254637527842e-07,1.489616854454378e-05,True,up_in_MC1,darkgrey,darkgrey,7,1.1222666730280046,4.826925422456234,True,True,True,up_in_reference,True,OGFR
