,particle_size_um,concentration_gL,is_100nm,group_MA1,group_MA100,group_MB1,group_MB100,group_MC1,group_MC100,group_MD1
ME_antiquewhite,0.06565026220540278,0.8097169718156262,0.06565026220540278,0.9552002648143498,0.10308204296635416,0.7707461104828636,0.9863818815536035,0.5191626610193886,0.9661348870252963,0.9083005409971453
ME_bisque,0.28451829394385436,0.9280083521994605,0.28451829394385436,0.9552002648143498,0.7078204058637303,0.26283274361715664,0.9863818815536035,0.7326543757597276,0.9661348870252963,0.9083005409971453
ME_blanchedalmond,0.7898183164733839,0.9582423822650646,0.7898183164733839,0.9552002648143498,0.7078204058637303,0.8400275357792396,0.9863818815536035,0.23684108829915612,0.9661348870252963,0.9083005409971453
ME_brown,0.7898183164733839,0.7944407629132736,0.7898183164733839,0.9552002648143498,0.8613950585624353,0.8950450706297134,0.9863818815536035,0.23684108829915612,0.9661348870252963,0.8652998334269838
ME_burlywood,0.5934073221723477,0.8109048940193171,0.5934073221723477,0.9552002648143498,0.8613950585624353,0.6005155544291438,0.9863818815536035,0.704604863496708,0.9661348870252963,0.7603223444656613
ME_chocolate,0.8818015346411069,0.6932152267265637,0.8818015346411069,0.9552002648143498,0.4212570303985698,0.8400275357792396,0.9863818815536035,0.8086679099799439,0.9661348870252963,0.9083005409971453
ME_coral,0.836410832303147,0.8482439142570978,0.8364108323031454,0.9552002648143498,0.7078204058637303,0.8400275357792396,0.9863818815536035,0.7167765455192483,0.9661348870252963,0.8652998334269838
ME_darkgrey,0.05919624370927197,0.8097169718156262,0.05919624370927222,0.9552002648143498,0.7078204058637303,0.6005155544291438,0.9863818815536035,0.5191626610193886,0.007339812908467087,0.6534938140267067
ME_darkorange,0.05919624370927197,0.7944407629132736,0.05919624370927222,0.9552002648143498,0.037983919042322824,0.09211877253975957,0.9863818815536035,0.7769763981246245,0.9661348870252963,0.6534938140267067
ME_darksalmon,0.25638503696053844,0.6932152267265637,0.25638503696053844,0.9552002648143498,0.037983919042322824,0.8400275357792396,0.9863818815536035,0.7167765455192483,0.9661348870252963,0.6534938140267067
ME_dimgrey,0.7331959097856713,0.7944407629132736,0.7331959097856713,0.9552002648143498,0.10722121089081692,0.8400275357792396,0.9863818815536035,0.23684108829915612,0.22189630129911672,0.8652998334269838
ME_firebrick,0.5170760835223682,0.7944407629132736,0.5170760835223682,0.9552002648143498,0.10308204296635416,0.9772351521161793,0.9863818815536035,0.704604863496708,0.9661348870252963,0.8652998334269838
