sample_id,ME_antiquewhite,ME_bisque,ME_blanchedalmond,ME_brown,ME_burlywood,ME_chocolate,ME_coral,ME_darkgrey,ME_darkorange,ME_darksalmon,ME_dimgrey,ME_firebrick,ME_gainsboro,ME_indianred,ME_lightsalmon,ME_linen,ME_maroon,ME_mistyrose,ME_navajowhite,ME_orangered,ME_peachpuff,ME_peru,ME_red,ME_saddlebrown,ME_sandybrown,ME_seashell,ME_sienna,ME_tan,ME_white
MC1_2,1.5193598636190315,3.404010315621762,-3.4875560358908184,-27.28962305930232,2.0521339028681194,-0.475295812677005,-1.8283759517475229,11.67696242605909,0.9076571120973077,1.5528109579688494,-29.795689839940046,1.6469506935913591,3.732841861651516,2.260108577610345,3.128410127166816,1.1151057420399908,3.059161871880643,-8.187187284135943,0.9947806228257385,-3.6952360764952727,-5.324645021588845,-3.598295403885325,-0.9949572908984815,2.5814503293464552,0.4096882445416163,2.6338811999778824,2.660481947777412,-4.735167261899046,2.8209957738057185
MC1_3,2.7421172881988545,-2.8776586578653527,-3.7357518178896623,0.9694958534495026,3.1020694498671406,-0.6038363472178805,-2.15559386075611,13.87907797273378,1.6570114167527608,2.752303266402314,-26.513290239233154,3.1190511880746503,6.7650017198405505,-34.149972095256196,0.2877502454638667,-6.889386563444115,3.1565507443764274,-12.144595389069963,-5.5671815037399615,-1.9626849904376018,-5.401166283982385,4.224492837042356,3.2288011333149322,-4.507598770524983,2.6096143629456385,-10.86450759726922,-3.0354348282753105,-3.8609952018030484,-6.90098080612043
MD1_1,0.8433076528524769,0.3394200357178366,1.8261310808076512,1.3911418290195696,1.8868182743422692,0.46259427495867833,-2.2973576936236926,18.511399581105564,-2.4455877368243524,2.998955481246414,-17.4962327819673,2.807650137715486,5.111531881359253,1.6931726251284438,1.342982033757182,2.0206507127127438,3.966127565135858,4.509657577513846,0.7663269265008678,1.635460738210401,5.059026156993824,-3.7162057052958297,-6.184605389094518,0.02049317897625544,2.915858841078343,1.6007121945474174,-2.2197306265473413,0.22742328275510432,5.728116907100846
MD1_2,-1.3277151331484647,-2.615180424939347,0.05149414561271313,2.5893655297723255,3.1433249916737984,2.2843835427408625,-1.7263741587987478,10.209983620736828,-0.6270246203214294,5.517801474038063,-9.438506291050356,0.9150330693036854,0.986259370081428,3.0147385824353683,-0.432365926052654,4.172893436705973,1.8263365807839178,-0.24641209613102066,0.4644426421834315,1.9192897219520735,3.399620387072268,2.7505110779456117,-3.621303043249848,0.5560921640059091,-2.0580067130091853,1.6241021373844695,-0.9303575621591107,1.704066855329581,8.472075853098277
MD1_3,1.6992418146608084,1.4962929950497508,-2.6837823436467225,2.95653136622916,0.8701437642635231,-1.6240870318829215,1.2090099462414226,7.494145109340718,-2.052130368261317,2.3907664447612094,-2.8391712494500005,3.49582146043162,2.8135968984348296,1.3833318976362254,1.9755892581591763,0.22797224869365976,4.226076155323393,5.576708243720378,0.6527788048877077,2.5552671162321174,4.008194739342751,-0.1989502751337684,-4.334989187975425,1.9496154225620825,-0.5071284690543043,1.1187703611158692,2.8667536726480125,0.21179082252247908,6.543778979821661
MA100_1,-4.010770635731963,3.722501615639321,-1.8781462511507683,2.6216087054553694,-0.2979227649434503,1.2895775228984403,2.5144677623760474,6.755626822710612,2.975592580361481,-0.8266381598841788,-38.756288421580194,-28.518884657966623,16.28812643315793,0.03699598902526183,2.0424839229112006,-3.5107073592399103,4.4636995679691,-9.07044160635328,-5.359115909023771,3.717683234809309,-2.646712195768462,2.472374897350648,4.2563643831245725,3.375318470311842,1.64925319434355,0.6952432641426141,-8.118222310615984,4.019069163455137,-2.1044316011409987
MA100_2,-3.815440166074537,0.3146056954163602,-2.5505825690418744,-2.521467701357895,0.503053619059595,-4.023386355016715,-1.8987844975345443,6.93444940737918,2.800646411105229,-1.7728378075662015,-11.697711925098883,-1.3114522576055225,8.600619766901508,1.1761998815550627,-0.11289501072415385,1.1159879137525328,-1.5540511304671845,-10.94359954598481,2.635503476371763,2.4371517480334046,-3.771278543945772,2.8503294559943164,3.469319212570001,0.2646904811153444,0.8775509603946091,1.6368211211351953,4.265091970705547,0.34978689463101226,-5.688389887397707
MA100_3,1.0046026991168375,-1.9093269421678298,2.3750083887914433,4.255049444645284,-0.3889065803892601,-0.4764042858917128,1.6300702781613514,6.183739208164578,2.4387895239563675,-15.186761329536905,-21.5654108100771,3.727981610660423,11.206882598168036,3.5374832036583075,0.7273901744806787,0.0674791800335909,0.16323694388500637,-4.066318584904625,2.8091917927825736,3.017049997737742,2.207767528834283,-9.820570677087073,2.371735594810058,-2.8029120999021018,3.051967648996332,-10.782210677963613,4.987382653266914,-0.6462854830505522,4.452201995664006
MB100_1,-3.868398001373291,3.2766901528448638,3.134046300017511,2.7711687929727753,-2.804373341009337,1.3811221098203532,1.7934532718011411,7.432725665666499,1.8735932832761302,-0.24742425406719112,-9.955436928462328,2.632009327622308,10.905208448889095,3.499627167702956,0.02967572551954857,0.28608369412153534,3.311312679741381,-1.4751362323821142,0.9690947589110647,-0.4349863008873681,1.3008209012975747,2.705979700101036,1.6456278024546032,-2.276765803570918,-1.4544239432221628,-0.12598842845607425,0.6105574382200558,0.32219802025579275,5.347831351794699
MB100_2,0.7905574949360491,-0.6993401364202573,1.7968247721872599,-2.014681766510738,-1.2657495289398732,0.7801999278777031,-2.519972019032851,-13.011826922605334,-0.031080409523054305,-0.09126293132831462,17.189633496590325,-2.666203359810077,-7.548904911468349,0.8124331983771832,0.4246929309352783,2.060484519951247,2.559724517070422,3.590247918689413,0.9072656097900553,0.1107649269227757,-2.605345729386354,-0.1420830227631959,-0.2826788277642268,0.5766942851195341,0.08332175011266371,-1.0549831287548306,0.9199083577084768,-3.056165178756215,0.0483258366847104
MB100_3,1.0293733181020068,0.4171633761803611,0.26520876053398457,2.3925523441392267,1.8092240278899712,0.7131272468049356,-0.21608877471348936,-16.16742644136084,1.3944116747383024,0.5125981147793585,21.329268580171757,-2.2490937835885365,-5.610452363014114,0.288658870065123,1.2471364851121325,-0.5638925631243239,0.35373692704320586,9.577381317260112,-2.6258698635366153,2.3893487018809823,-1.2010113650337448,-2.0468264649417818,-0.17785467256553283,2.403338914462947,-1.8099601003733348,1.329815376323036,1.1892064485793643,0.4140802136517056,-2.7885809986795347
MC100_1,0.5690158653610246,1.6121766406940166,2.1548067071344272,1.4512330129073456,-0.10704244487871742,0.9551552671925412,2.243726808279533,-22.438132225911755,-0.41405000532344355,0.5498788379227999,20.71426889837662,0.5828352829616652,4.18445372780422,2.0809773183271116,1.0657243649110835,-1.049343129143774,4.429653694942549,17.62794663854501,0.514618592372392,1.2146237812967449,-0.3199907072667565,1.248568666602101,1.6860232871046956,3.036859884728652,-1.7583677659693573,1.8143799004410044,0.6742194843233565,1.7647794765723543,0.06129414737135133
MC100_2,-1.1647394223027354,2.321738281948355,-2.4936401378614677,0.7952670861706072,-1.1246076752303797,0.8096778669971956,0.5262230120989988,-23.637195348101606,-0.7263104439889941,2.2438823084758677,21.474465870924277,1.7779022007529788,-0.5591028304838668,3.5399573020130237,1.1634852203465516,1.0725736948937357,3.5223071931788867,17.129847627976115,0.715397283976904,2.3376164935596,3.3028587073782174,-0.13032348838123078,-3.725949782760737,-0.25854900855469376,-0.06897383688629406,-0.14773948420099034,0.6158503487329883,0.3447619389734586,-1.1478677151979275
MC100_3,-0.4762140560385368,-0.6362245198339961,1.508828257876528,-0.12346438638059477,-0.03403978921953147,1.2246364881714114,-1.843327941946016,-11.317653636503673,0.368449985822092,-1.3019226902344778,16.332146679021616,1.3421809497592903,-1.0039408432762666,0.6925464840511182,-1.4620566426593629,0.3066313908903917,1.1613837861568554,11.5370479887688,0.32434671724436154,0.5418664066045092,1.994678765450617,0.05966180637826764,-0.431436146648543,-0.2089238138130015,1.9504857135002915,1.6775381873130268,0.4675273695042917,0.24430748630607477,1.3123348603997251
