gene_id,WGCNA_Module
ENSG00000210082,darkorange
ENSG00000228253,whitesmoke
ENSG00000198886,darkorange
ENSG00000125148,yellow
ENSG00000198840,darkorange
ENSG00000198727,brown
ENSG00000108821,lawngreen
ENSG00000211459,lightyellow
ENSG00000198763,salmon
ENSG00000198938,sandybrown
ENSG00000080824,salmon
ENSG00000026025,blanchedalmond
ENSG00000091986,lightgreen
ENSG00000198899,lightsalmon
ENSG00000198888,brown
ENSG00000198712,lightsalmon
ENSG00000196924,whitesmoke
ENSG00000138326,brown
ENSG00000106211,whitesmoke
ENSG00000177469,whitesmoke
ENSG00000198786,whitesmoke
ENSG00000172757,whitesmoke
ENSG00000227615,brown
ENSG00000164692,darkgreen
ENSG00000149273,whitesmoke
ENSG00000169715,whitesmoke
ENSG00000135404,whitesmoke
ENSG00000167460,whitesmoke
ENSG00000122786,peachpuff
ENSG00000102265,darkorange
ENSG00000167526,darkolivegreen
ENSG00000197756,papayawhip
ENSG00000109475,brown
ENSG00000142156,lemonchiffon
ENSG00000143947,lightsalmon
ENSG00000197956,whitesmoke
ENSG00000065978,whitesmoke
ENSG00000142676,tan
ENSG00000113140,papayawhip
ENSG00000182718,blanchedalmond
ENSG00000071082,lightsalmon
ENSG00000125534,whitesmoke
ENSG00000138758,whitesmoke
ENSG00000213741,whitesmoke
ENSG00000177954,lightsalmon
ENSG00000145592,darkolivegreen
ENSG00000158710,yellow
ENSG00000136026,whitesmoke
ENSG00000245532,whitesmoke
ENSG00000108298,lightsalmon
ENSG00000115414,darkgreen
ENSG00000244398,yellow
ENSG00000075624,sandybrown
ENSG00000070756,whitesmoke
ENSG00000106366,bisque
ENSG00000069275,whitesmoke
ENSG00000159674,whitesmoke
ENSG00000142937,lightyellow
ENSG00000067225,whitesmoke
ENSG00000137831,lightyellow
ENSG00000167658,lightyellow
ENSG00000133112,ivory
ENSG00000156508,blanchedalmond
ENSG00000166441,whitesmoke
ENSG00000210196,lightyellow
ENSG00000198034,whitesmoke
ENSG00000096384,whitesmoke
ENSG00000090621,whitesmoke
ENSG00000172809,darkorange
ENSG00000160789,whitesmoke
ENSG00000131469,brown
ENSG00000198695,gold
ENSG00000149806,whitesmoke
ENSG00000249992,whitesmoke
ENSG00000100097,burlywood
ENSG00000142173,whitesmoke
ENSG00000137154,darkorange
ENSG00000126247,whitesmoke
ENSG00000034510,lemonchiffon
ENSG00000205542,lawngreen
ENSG00000063177,whitesmoke
ENSG00000131747,whitesmoke
ENSG00000112306,lightsalmon
ENSG00000141905,peachpuff
ENSG00000234742,brown
ENSG00000288920,brown
ENSG00000128595,whitesmoke
ENSG00000140988,lightsalmon
ENSG00000248527,brown
ENSG00000105974,chocolate
ENSG00000185201,whitesmoke
ENSG00000228929,yellow
ENSG00000223551,lawngreen
ENSG00000164587,whitesmoke
ENSG00000088832,whitesmoke
ENSG00000187514,lemonchiffon
ENSG00000101335,whitesmoke
ENSG00000162734,whitesmoke
ENSG00000115310,whitesmoke
ENSG00000141753,oldlace
ENSG00000068697,whitesmoke
ENSG00000162576,whitesmoke
ENSG00000189343,brown
ENSG00000233927,whitesmoke
ENSG00000164032,whitesmoke
ENSG00000229117,palegoldenrod
ENSG00000220842,brown
ENSG00000136810,salmon
ENSG00000212802,burlywood
ENSG00000092841,darkorange
ENSG00000122641,whitesmoke
ENSG00000147065,chocolate
ENSG00000167552,lightsalmon
ENSG00000215030,brown
ENSG00000240463,burlywood
ENSG00000226532,burlywood
ENSG00000169213,whitesmoke
ENSG00000167601,whitesmoke
ENSG00000166598,whitesmoke
ENSG00000083845,brown
ENSG00000077549,whitesmoke
ENSG00000197043,cornsilk
ENSG00000115963,whitesmoke
ENSG00000135046,brown
ENSG00000140264,whitesmoke
ENSG00000108518,ivory
ENSG00000197081,whitesmoke
ENSG00000143933,chocolate
ENSG00000149257,whitesmoke
ENSG00000293293,whitesmoke
ENSG00000103187,whitesmoke
ENSG00000141002,whitesmoke
ENSG00000132475,whitesmoke
ENSG00000057019,cornsilk
ENSG00000113739,whitesmoke
ENSG00000244313,burlywood
ENSG00000110321,whitesmoke
ENSG00000125691,brown
ENSG00000210049,yellow
ENSG00000111142,whitesmoke
ENSG00000236824,whitesmoke
ENSG00000182899,darkorange
ENSG00000227081,brown
ENSG00000084234,whitesmoke
ENSG00000115677,whitesmoke
ENSG00000167283,yellow
ENSG00000177600,lemonchiffon
ENSG00000161016,tan
ENSG00000137076,whitesmoke
ENSG00000233762,whitesmoke
